geneid	geneidv3
NCU00153	NCU00153.3
NCU00154	NCU00154.3
NCU00155	NCU00155.3
NCU00157	NCU00157.3
NCU00158	NCU00158.3
NCU00159	NCU00159.3
NCU00160	NCU00160.3
NCU00161	NCU00161.3
NCU00162	NCU00162.3
NCU00163	NCU00163.3
NCU00164	NCU00164.3
NCU00166	NCU00166.3
NCU00167	NCU00167.3
NCU00168	NCU00168.3
NCU00169	NCU00169.3
NCU00170	NCU00170.3
NCU00171	NCU00171.3
NCU00172	NCU00172.3
NCU00173	NCU00173.3
NCU00175	NCU00175.3
NCU00176	NCU00176.3
NCU00177	NCU00177.3
NCU00178	NCU00178.3
NCU00179	NCU00179.3
NCU00180	NCU00180.3
NCU00181	NCU00181.3
NCU00182	NCU00182.3
NCU00183	NCU00183.3
NCU00184	NCU00184.3
NCU00185	NCU00185.3
NCU00186	NCU00186.3
NCU00187	NCU00187.3
NCU00188	NCU00188.3
NCU00189	NCU00189.3
NCU00192	NCU00192.3
NCU00193	NCU00193.3
NCU00194	NCU00194.3
NCU00195	NCU00195.3
NCU00196	NCU00196.3
NCU00197	NCU00197.3
NCU00198	NCU00198.3
NCU00199	NCU00199.3
NCU00200	NCU00200.3
NCU00202	NCU00202.3
NCU00203	NCU00203.3
NCU00204	NCU00204.3
NCU00205	NCU00205.3
NCU00206	NCU00206.3
NCU00207	NCU00207.3
NCU00208	NCU00208.3
NCU00209	NCU00209.3
NCU00210	NCU00210.3
NCU00212	NCU00212.3
NCU00213	NCU00213.3
NCU00214	NCU00214.3
NCU00215	NCU00215.3
NCU00216	NCU00216.3
NCU16667	NCU00217.3
NCU16668	NCU00217.3
NCU00218	NCU00218.3
NCU00219	NCU00219.3
NCU00220	NCU00220.3
NCU00223	NCU00223.3
NCU00225	NCU00225.3
NCU00226	NCU00226.3
NCU00227	NCU00227.3
NCU00229	NCU00229.3
NCU00230	NCU00230.3
NCU00231	NCU00231.3
NCU00232	NCU00232.3
NCU00233	NCU00233.3
NCU00234	NCU00234.3
NCU00236	NCU00236.3
NCU00237	NCU00237.3
NCU00238	NCU00238.3
NCU00239	NCU00239.3
NCU00240	NCU00240.3
NCU00241	NCU00241.3
NCU00242	NCU00242.3
NCU00243	NCU00243.3
NCU00244	NCU00244.3
NCU00245	NCU00245.3
NCU00246	NCU00246.3
NCU00247	NCU00247.3
NCU00248	NCU00248.3
NCU00249	NCU00249.3
NCU00250	NCU00250.3
NCU00251	NCU00251.3
NCU00252	NCU00252.3
NCU00253	NCU00253.3
NCU00254	NCU00254.3
NCU15831	NCU00255.3
NCU15831	NCU00256.3
NCU00258	NCU00258.3
NCU00261	NCU00261.3
NCU00262	NCU00262.3
NCU00263	NCU00263.3
NCU00264	NCU00264.3
NCU00265	NCU00265.3
NCU00267	NCU00267.3
NCU00268	NCU00268.3
NCU00269	NCU00269.3
NCU00270	NCU00270.3
NCU00271	NCU00271.3
NCU00272	NCU00272.3
NCU00273	NCU00273.3
NCU00274	NCU00274.3
NCU00275	NCU00275.3
NCU00276	NCU00276.3
NCU00277	NCU00277.3
NCU00278	NCU00278.3
NCU00279	NCU00279.3
NCU00280	NCU00280.3
NCU00281	NCU00281.3
NCU00282	NCU00282.3
NCU00283	NCU00283.3
NCU00284	NCU00284.3
NCU00285	NCU00285.3
NCU00288	NCU00288.3
NCU00289	NCU00289.3
NCU00290	NCU00290.3
NCU00291	NCU00291.3
NCU00292	NCU00292.3
NCU00293	NCU00293.3
NCU00294	NCU00294.3
NCU00295	NCU00295.3
NCU00296	NCU00296.3
NCU00297	NCU00297.3
NCU00298	NCU00298.3
NCU00299	NCU00299.3
NCU00300	NCU00300.3
NCU00301	NCU00301.3
NCU00302	NCU00302.3
NCU00303	NCU00303.3
NCU00304	NCU00304.3
NCU00305	NCU00305.3
NCU00306	NCU00306.3
NCU00307	NCU00307.3
NCU00308	NCU00308.3
NCU00309	NCU00309.3
NCU00310	NCU00310.3
NCU00311	NCU00311.3
NCU00312	NCU00312.3
NCU00313	NCU00313.3
NCU00314	NCU00314.3
NCU00315	NCU00315.3
NCU00316	NCU00316.3
NCU00317	NCU00317.3
NCU00318	NCU00318.3
NCU00319	NCU00319.3
NCU00320	NCU00320.3
NCU00321	NCU00321.3
NCU00322	NCU00322.3
NCU00324	NCU00324.3
NCU00325	NCU00325.3
NCU00326	NCU00326.3
NCU00327	NCU00327.3
NCU00329	NCU00329.3
NCU00330	NCU00330.3
NCU00331	NCU00331.3
NCU00332	NCU00332.3
NCU00333	NCU00333.3
NCU00334	NCU00334.3
NCU00335	NCU00335.3
NCU00336	NCU00336.3
NCU00337	NCU00337.3
NCU00338	NCU00338.3
NCU00339	NCU00339.3
NCU00340	NCU00340.3
NCU00343	NCU00343.3
NCU00344	NCU00344.3
NCU00345	NCU00345.3
NCU00346	NCU00346.3
NCU00347	NCU00347.3
NCU00348	NCU00348.3
NCU00349	NCU00349.3
NCU00350	NCU00350.3
NCU00351	NCU00351.3
NCU00352	NCU00352.3
NCU00353	NCU00353.3
NCU00354	NCU00354.3
NCU00355	NCU00355.3
NCU00356	NCU00356.3
NCU00357	NCU00357.3
NCU00358	NCU00358.3
NCU00359	NCU00359.3
NCU00360	NCU00360.3
NCU00361	NCU00361.3
NCU00362	NCU00362.3
NCU00363	NCU00363.3
NCU00364	NCU00364.3
NCU00365	NCU00365.3
NCU00366	NCU00366.3
NCU00367	NCU00367.3
NCU00368	NCU00368.3
NCU00369	NCU00369.3
NCU00370	NCU00370.3
NCU00372	NCU00372.3
NCU00373	NCU00373.3
NCU00375	NCU00375.3
NCU00376	NCU00376.3
NCU00377	NCU00377.3
NCU00378	NCU00378.3
NCU00379	NCU00379.3
NCU00380	NCU00380.3
NCU00382	NCU00382.3
NCU00384	NCU00384.3
NCU00385	NCU00385.3
NCU00386	NCU00386.3
NCU00387	NCU00387.3
NCU00388	NCU00388.3
NCU00389	NCU00389.3
NCU00391	NCU00391.3
NCU00392	NCU00392.3
NCU16682	NCU00393.3
NCU16682	NCU00394.3
NCU00395	NCU00395.3
NCU00396	NCU00396.3
NCU00397	NCU00397.3
NCU00398	NCU00398.3
NCU00399	NCU00399.3
NCU00400	NCU00400.3
NCU00401	NCU00401.3
NCU00403	NCU00403.3
NCU00404	NCU00404.3
NCU00405	NCU00405.3
NCU00406	NCU00406.3
NCU00407	NCU00407.3
NCU00408	NCU00408.3
NCU00409	NCU00409.3
NCU00410	NCU00410.3
NCU00411	NCU00411.3
NCU00412	NCU00412.3
NCU00413	NCU00413.3
NCU00414	NCU00414.3
NCU00415	NCU00415.3
NCU00416	NCU00416.3
NCU00417	NCU00417.3
NCU00418	NCU00418.3
NCU00419	NCU00419.3
NCU00420	NCU00420.3
NCU00421	NCU00421.3
NCU00422	NCU00422.3
NCU00423	NCU00423.3
NCU00424	NCU00424.3
NCU00425	NCU00425.3
NCU00426	NCU00426.3
NCU00427	NCU00427.3
NCU00428	NCU00428.3
NCU00430	NCU00430.3
NCU00431	NCU00431.3
NCU00432	NCU00432.3
NCU00434	NCU00434.3
NCU00435	NCU00435.3
NCU00436	NCU00436.3
NCU00437	NCU00437.3
NCU00438	NCU00438.3
NCU00439	NCU00439.3
NCU00440	NCU00440.3
NCU00441	NCU00441.3
NCU00442	NCU00442.3
NCU00443	NCU00443.3
NCU00444	NCU00444.3
NCU00445	NCU00445.3
NCU00446	NCU00446.3
NCU00447	NCU00447.3
NCU00448	NCU00448.3
NCU00449	NCU00449.3
NCU00450	NCU00450.3
NCU00451	NCU00451.3
NCU00453	NCU00453.3
NCU00454	NCU00454.3
NCU00455	NCU00455.3
NCU00456	NCU00456.3
NCU00457	NCU00457.3
NCU00458	NCU00458.3
NCU00459	NCU00459.3
NCU00461	NCU00461.3
NCU00462	NCU00462.3
NCU00463	NCU00463.3
NCU00464	NCU00464.3
NCU00465	NCU00465.3
NCU00466	NCU00466.3
NCU00467	NCU00467.3
NCU00468	NCU00468.3
NCU00469	NCU00469.3
NCU00470	NCU00470.3
NCU00471	NCU00471.3
NCU00472	NCU00472.3
NCU00473	NCU00473.3
NCU00474	NCU00474.3
NCU00475	NCU00475.3
NCU00476	NCU00476.3
NCU00477	NCU00477.3
NCU00478	NCU00478.3
NCU00480	NCU00480.3
NCU00481	NCU00481.3
NCU00483	NCU00483.3
NCU00484	NCU00484.3
NCU00485	NCU00485.3
NCU00486	NCU00486.3
NCU00487	NCU00487.3
NCU00488	NCU00488.3
NCU00489	NCU00489.3
NCU00490	NCU00490.3
NCU00491	NCU00491.3
NCU00492	NCU00492.3
NCU00493	NCU00493.3
NCU00494	NCU00494.3
NCU00495	NCU00495.3
NCU00496	NCU00496.3
NCU00497	NCU00497.3
NCU00498	NCU00498.3
NCU00499	NCU00499.3
NCU00500	NCU00500.3
NCU00501	NCU00501.3
NCU00502	NCU00502.3
NCU00503	NCU00503.3
NCU00504	NCU00504.3
NCU00505	NCU00505.3
NCU00506	NCU00506.3
NCU00509	NCU00509.3
NCU00510	NCU00510.3
NCU00512	NCU00512.3
NCU00513	NCU00513.3
NCU00515	NCU00515.3
NCU00517	NCU00517.3
NCU00518	NCU00518.3
NCU00519	NCU00519.3
NCU00520	NCU00520.3
NCU00521	NCU00521.3
NCU00522	NCU00522.3
NCU00523	NCU00523.3
NCU00524	NCU00524.3
NCU00525	NCU00525.3
NCU00526	NCU00526.3
NCU00527	NCU00527.3
NCU00528	NCU00528.3
NCU00529	NCU00529.3
NCU00530	NCU00530.3
NCU00531	NCU00531.3
NCU00532	NCU00532.3
NCU00533	NCU00533.3
NCU00534	NCU00534.3
NCU00535	NCU00535.3
NCU00536	NCU00536.3
NCU00537	NCU00537.3
NCU00538	NCU00538.3
NCU00541	NCU00541.3
NCU00542	NCU00542.3
NCU00545	NCU00545.3
NCU00547	NCU00547.3
NCU00548	NCU00548.3
NCU00549	NCU00549.3
NCU00550	NCU00550.3
NCU00551	NCU00551.3
NCU00552	NCU00552.3
NCU00553	NCU00553.3
NCU00554	NCU00554.3
NCU00556	NCU00556.3
NCU00557	NCU00557.3
NCU00558	NCU00558.3
NCU00559	NCU00559.3
NCU00560	NCU00560.3
NCU00561	NCU00561.3
NCU00562	NCU00562.3
NCU00563	NCU00563.3
NCU00564	NCU00564.3
NCU00565	NCU00565.3
NCU00566	NCU00566.3
NCU00567	NCU00567.3
NCU00568	NCU00568.3
NCU00569	NCU00569.3
NCU00570	NCU00570.3
NCU00571	NCU00571.3
NCU00572	NCU00572.3
NCU00573	NCU00573.3
NCU00574	NCU00574.3
NCU00575	NCU00575.3
NCU00576	NCU00576.3
NCU00577	NCU00577.3
NCU00578	NCU00578.3
NCU00579	NCU00579.3
NCU00580	NCU00580.3
NCU00581	NCU00581.3
NCU00582	NCU00582.3
NCU00583	NCU00583.3
NCU00584	NCU00584.3
NCU00585	NCU00585.3
NCU00586	NCU00586.3
NCU00587	NCU00587.3
NCU00589	NCU00589.3
NCU00590	NCU00590.3
NCU00591	NCU00591.3
NCU00592	NCU00592.3
NCU00593	NCU00593.3
NCU00594	NCU00594.3
NCU00595	NCU00595.3
NCU00596	NCU00596.3
NCU00597	NCU00597.3
NCU00598	NCU00598.3
NCU00599	NCU00599.3
NCU00600	NCU00600.3
NCU00602	NCU00602.3
NCU00603	NCU00603.3
NCU00604	NCU00604.3
NCU00605	NCU00605.3
NCU00606	NCU00606.3
NCU00607	NCU00607.3
NCU00608	NCU00608.3
NCU00609	NCU00609.3
NCU00611	NCU00611.3
NCU00614	NCU00614.3
NCU00617	NCU00617.3
NCU00618	NCU00618.3
NCU00619	NCU00619.3
NCU00620	NCU00620.3
NCU00621	NCU00621.3
NCU00622	NCU00622.3
NCU00623	NCU00623.3
NCU00624	NCU00624.3
NCU00627	NCU00627.3
NCU00628	NCU00628.3
NCU00629	NCU00629.3
NCU00630	NCU00630.3
NCU00631	NCU00631.3
NCU00632	NCU00632.3
NCU00633	NCU00633.3
NCU00634	NCU00634.3
NCU00635	NCU00635.3
NCU00636	NCU00636.3
NCU00638	NCU00638.3
NCU00640	NCU00640.3
NCU00641	NCU00641.3
NCU00642	NCU00642.3
NCU00643	NCU00643.3
NCU00644	NCU00644.3
NCU00645	NCU00645.3
NCU00648	NCU00648.3
NCU00649	NCU00649.3
NCU00650	NCU00650.3
NCU00651	NCU00651.3
NCU00652	NCU00652.3
NCU00653	NCU00653.3
NCU00654	NCU00654.3
NCU00655	NCU00655.3
NCU00656	NCU00656.3
NCU00657	NCU00657.3
NCU00658	NCU00658.3
NCU00659	NCU00659.3
NCU00660	NCU00660.3
NCU00662	NCU00662.3
NCU00663	NCU00663.3
NCU00664	NCU00664.3
NCU00665	NCU00665.3
NCU00666	NCU00666.3
NCU00667	NCU00667.3
NCU00668	NCU00668.3
NCU00669	NCU00669.3
NCU00670	NCU00670.3
NCU00671	NCU00671.3
NCU00673	NCU00673.3
NCU00674	NCU00674.3
NCU00675	NCU00675.3
NCU00676	NCU00676.3
NCU00677	NCU00677.3
NCU00680	NCU00680.3
NCU00681	NCU00681.3
NCU00682	NCU00682.3
NCU00684	NCU00684.3
NCU00685	NCU00685.3
NCU00687	NCU00687.3
NCU00688	NCU00688.3
NCU00689	NCU00689.3
NCU00690	NCU00690.3
NCU00691	NCU00691.3
NCU00692	NCU00692.3
NCU00693	NCU00693.3
NCU00694	NCU00694.3
NCU00695	NCU00695.3
NCU00696	NCU00696.3
NCU00697	NCU00697.3
NCU00698	NCU00698.3
NCU00699	NCU00699.3
NCU00700	NCU00700.3
NCU00701	NCU00701.3
NCU00704	NCU00704.3
NCU00705	NCU00705.3
NCU00706	NCU00706.3
NCU00707	NCU00707.3
NCU00708	NCU00708.3
NCU00709	NCU00709.3
NCU00710	NCU00710.3
NCU00711	NCU00711.3
NCU00712	NCU00712.3
NCU00713	NCU00713.3
NCU00714	NCU00714.3
NCU00715	NCU00715.3
NCU00716	NCU00716.3
NCU00717	NCU00717.3
NCU00718	NCU00718.3
NCU00719	NCU00719.3
NCU00720	NCU00720.3
NCU00721	NCU00721.3
NCU00722	NCU00722.3
NCU00723	NCU00723.3
NCU00724	NCU00724.3
NCU00725	NCU00725.3
NCU00726	NCU00726.3
NCU00727	NCU00727.3
NCU00728	NCU00728.3
NCU00729	NCU00729.3
NCU00730	NCU00730.3
NCU00732	NCU00732.3
NCU00733	NCU00733.3
NCU00734	NCU00734.3
NCU00735	NCU00735.3
NCU00736	NCU00736.3
NCU00737	NCU00737.3
NCU00738	NCU00738.3
NCU00739	NCU00739.3
NCU00740	NCU00740.3
NCU00741	NCU00741.3
NCU00742	NCU00742.3
NCU00743	NCU00743.3
NCU00744	NCU00744.3
NCU00745	NCU00745.3
NCU00746	NCU00746.3
NCU00747	NCU00747.3
NCU00748	NCU00748.3
NCU00749	NCU00749.3
NCU00751	NCU00751.3
NCU00752	NCU00752.3
NCU00753	NCU00753.3
NCU00754	NCU00754.3
NCU00755	NCU00755.3
NCU00756	NCU00756.3
NCU00757	NCU00757.3
NCU00758	NCU00758.3
NCU00759	NCU00759.3
NCU00760	NCU00760.3
NCU00761	NCU00761.3
NCU00762	NCU00762.3
NCU00763	NCU00763.3
NCU00764	NCU00764.3
NCU00765	NCU00765.3
NCU00766	NCU00766.3
NCU16438	NCU00767.3
NCU16440	NCU00767.3
NCU00768	NCU00768.3
NCU00770	NCU00770.3
NCU00771	NCU00771.3
NCU00772	NCU00772.3
NCU00773	NCU00773.3
NCU00774	NCU00774.3
NCU00775	NCU00775.3
NCU00776	NCU00776.3
NCU00777	NCU00777.3
NCU00778	NCU00778.3
NCU00779	NCU00779.3
NCU00780	NCU00780.3
NCU00781	NCU00781.3
NCU00782	NCU00782.3
NCU00783	NCU00783.3
NCU00784	NCU00784.3
NCU00786	NCU00786.3
NCU00787	NCU00787.3
NCU00788	NCU00788.3
NCU00789	NCU00789.3
NCU00790	NCU00790.3
NCU00792	NCU00792.3
NCU00793	NCU00793.3
NCU00794	NCU00794.3
NCU00795	NCU00795.3
NCU00796	NCU00796.3
NCU00797	NCU00797.3
NCU00798	NCU00798.3
NCU00799	NCU00799.3
NCU00800	NCU00800.3
NCU00801	NCU00801.3
NCU00802	NCU00802.3
NCU00803	NCU00803.3
NCU00804	NCU00804.3
NCU00805	NCU00805.3
NCU00806	NCU00806.3
NCU00807	NCU00807.3
NCU00808	NCU00808.3
NCU00809	NCU00809.3
NCU00810	NCU00810.3
NCU00811	NCU00811.3
NCU00812	NCU00812.3
NCU00813	NCU00813.3
NCU00814	NCU00814.3
NCU00817	NCU00817.3
NCU00818	NCU00818.3
NCU00819	NCU00819.3
NCU00821	NCU00821.3
NCU00822	NCU00822.3
NCU00823	NCU00823.3
NCU00824	NCU00824.3
NCU00825	NCU00825.3
NCU00826	NCU00826.3
NCU00827	NCU00827.3
NCU00828	NCU00828.3
NCU00829	NCU00829.3
NCU00830	NCU00830.3
NCU00831	NCU00831.3
NCU00832	NCU00832.3
NCU00833	NCU00833.3
NCU00834	NCU00834.3
NCU00835	NCU00835.3
NCU00836	NCU00836.3
NCU00837	NCU00837.3
NCU00838	NCU00838.3
NCU00839	NCU00839.3
NCU00840	NCU00840.3
NCU00841	NCU00841.3
NCU00842	NCU00842.3
NCU00843	NCU00843.3
NCU00844	NCU00844.3
NCU00845	NCU00845.3
NCU00846	NCU00846.3
NCU00847	NCU00847.3
NCU00848	NCU00848.3
NCU00849	NCU00849.3
NCU00850	NCU00850.3
NCU00851	NCU00851.3
NCU00852	NCU00852.3
NCU00853	NCU00853.3
NCU00854	NCU00854.3
NCU00855	NCU00855.3
NCU00856	NCU00856.3
NCU00857	NCU00857.3
NCU00859	NCU00859.3
NCU00860	NCU00860.3
NCU00861	NCU00861.3
NCU00862	NCU00862.3
NCU00863	NCU00863.3
NCU00864	NCU00864.3
NCU00865	NCU00865.3
NCU00866	NCU00866.3
NCU00867	NCU00867.3
NCU00868	NCU00868.3
NCU00869	NCU00869.3
NCU00870	NCU00870.3
NCU00871	NCU00871.3
NCU00872	NCU00872.3
NCU00873	NCU00873.3
NCU00874	NCU00874.3
NCU00875	NCU00875.3
NCU00876	NCU00876.3
NCU00877	NCU00877.3
NCU00878	NCU00878.3
NCU00879	NCU00879.3
NCU00880	NCU00880.3
NCU00881	NCU00881.3
NCU00882	NCU00882.3
NCU00883	NCU00883.3
NCU00884	NCU00884.3
NCU00885	NCU00885.3
NCU00887	NCU00887.3
NCU00889	NCU00889.3
NCU00890	NCU00890.3
NCU00891	NCU00891.3
NCU00892	NCU00892.3
NCU00893	NCU00893.3
NCU00894	NCU00894.3
NCU00895	NCU00895.3
NCU00896	NCU00896.3
NCU00897	NCU00897.3
NCU00898	NCU00898.3
NCU00899	NCU00899.3
NCU00900	NCU00900.3
NCU00901	NCU00901.3
NCU00902	NCU00902.3
NCU00903	NCU00903.3
NCU00904	NCU00904.3
NCU00905	NCU00905.3
NCU00906	NCU00906.3
NCU00907	NCU00907.3
NCU00911	NCU00911.3
NCU00912	NCU00912.3
NCU00913	NCU00913.3
NCU00914	NCU00914.3
NCU00915	NCU00915.3
NCU00916	NCU00916.3
NCU00917	NCU00917.3
NCU00918	NCU00918.3
NCU00919	NCU00919.3
NCU00920	NCU00920.3
NCU00921	NCU00921.3
NCU00922	NCU00922.3
NCU00923	NCU00923.3
NCU00924	NCU00924.3
NCU00925	NCU00925.3
NCU00926	NCU00926.3
NCU00927	NCU00927.3
NCU00928	NCU00928.3
NCU00929	NCU00929.3
NCU00930	NCU00930.3
NCU00931	NCU00931.3
NCU00932	NCU00932.3
NCU00934	NCU00934.3
NCU00935	NCU00935.3
NCU00936	NCU00936.3
NCU00937	NCU00937.3
NCU00938	NCU00938.3
NCU00939	NCU00939.3
NCU00940	NCU00940.3
NCU00941	NCU00941.3
NCU16422	NCU00942.3
NCU16423	NCU00942.3
NCU00943	NCU00943.3
NCU00944	NCU00944.3
NCU00945	NCU00945.3
NCU00946	NCU00946.3
NCU00948	NCU00948.3
NCU00949	NCU00949.3
NCU00950	NCU00950.3
NCU00951	NCU00951.3
NCU00952	NCU00952.3
NCU00953	NCU00953.3
NCU00954	NCU00954.3
NCU00955	NCU00955.3
NCU00956	NCU00956.3
NCU00957	NCU00957.3
NCU00958	NCU00958.3
NCU00959	NCU00959.3
NCU00960	NCU00960.3
NCU00961	NCU00961.3
NCU00962	NCU00962.3
NCU00963	NCU00963.3
NCU00964	NCU00964.3
NCU00965	NCU00965.3
NCU00966	NCU00966.3
NCU00967	NCU00967.3
NCU00968	NCU00968.3
NCU00969	NCU00969.3
NCU00970	NCU00970.3
NCU00971	NCU00971.3
NCU00973	NCU00973.3
NCU00974	NCU00974.3
NCU00975	NCU00975.3
NCU00976	NCU00976.3
NCU00977	NCU00977.3
NCU00978	NCU00978.3
NCU00979	NCU00979.3
NCU00980	NCU00980.3
NCU00981	NCU00981.3
NCU00983	NCU00983.3
NCU00984	NCU00984.3
NCU00985	NCU00985.3
NCU00986	NCU00986.3
NCU00987	NCU00987.3
NCU00988	NCU00988.3
NCU00989	NCU00989.3
NCU00990	NCU00990.3
NCU00992	NCU00992.3
NCU00993	NCU00993.3
NCU00994	NCU00994.3
NCU00995	NCU00995.3
NCU01000	NCU01000.3
NCU01003	NCU01003.3
NCU01006	NCU01006.3
NCU01007	NCU01007.3
NCU01008	NCU01008.3
NCU01009	NCU01009.3
NCU01010	NCU01010.3
NCU01011	NCU01011.3
NCU01012	NCU01012.3
NCU01013	NCU01013.3
NCU01014	NCU01014.3
NCU01015	NCU01015.3
NCU01016	NCU01016.3
NCU01017	NCU01017.3
NCU01019	NCU01019.3
NCU01021	NCU01021.3
NCU01022	NCU01022.3
NCU01023	NCU01023.3
NCU01024	NCU01024.3
NCU01025	NCU01025.3
NCU01026	NCU01026.3
NCU01027	NCU01027.3
NCU01032	NCU01032.3
NCU01033	NCU01033.3
NCU01036	NCU01036.3
NCU01038	NCU01038.3
NCU01039	NCU01039.3
NCU01041	NCU01041.3
NCU01042	NCU01042.3
NCU01043	NCU01043.3
NCU01044	NCU01044.3
NCU01045	NCU01045.3
NCU16971	NCU01046.3
NCU16972	NCU01046.3
NCU01047	NCU01047.3
NCU01048	NCU01048.3
NCU01049	NCU01049.3
NCU01050	NCU01050.3
NCU01051	NCU01051.3
NCU01052	NCU01052.3
NCU01053	NCU01053.3
NCU01054	NCU01054.3
NCU01055	NCU01055.3
NCU01056	NCU01056.3
NCU01057	NCU01057.3
NCU01058	NCU01058.3
NCU01059	NCU01059.3
NCU01060	NCU01060.3
NCU01061	NCU01061.3
NCU01063	NCU01063.3
NCU01064	NCU01064.3
NCU01065	NCU01065.3
NCU01066	NCU01066.3
NCU01067	NCU01067.3
NCU01068	NCU01068.3
NCU01069	NCU01069.3
NCU01070	NCU01070.3
NCU01071	NCU01071.3
NCU01072	NCU01072.3
NCU01073	NCU01073.3
NCU01074	NCU01074.3
NCU01075	NCU01075.3
NCU01076	NCU01076.3
NCU01077	NCU01077.3
NCU01078	NCU01078.3
NCU01079	NCU01079.3
NCU01080	NCU01080.3
NCU01081	NCU01081.3
NCU01082	NCU01082.3
NCU01083	NCU01083.3
NCU01084	NCU01084.3
NCU01085	NCU01085.3
NCU01086	NCU01086.3
NCU01087	NCU01087.3
NCU01088	NCU01088.3
NCU01089	NCU01089.3
NCU01090	NCU01090.3
NCU01091	NCU01091.3
NCU01092	NCU01092.3
NCU01093	NCU01093.3
NCU01094	NCU01094.3
NCU01095	NCU01095.3
NCU01096	NCU01096.3
NCU01097	NCU01097.3
NCU01098	NCU01098.3
NCU01099	NCU01099.3
NCU01100	NCU01100.3
NCU01101	NCU01101.3
NCU01102	NCU01102.3
NCU01103	NCU01103.3
NCU01104	NCU01104.3
NCU01105	NCU01105.3
NCU01106	NCU01106.3
NCU01107	NCU01107.3
NCU01108	NCU01108.3
NCU01109	NCU01109.3
NCU01111	NCU01111.3
NCU01112	NCU01112.3
NCU01113	NCU01113.3
NCU01114	NCU01114.3
NCU01115	NCU01115.3
NCU01116	NCU01116.3
NCU01118	NCU01118.3
NCU01119	NCU01119.3
NCU01120	NCU01120.3
