geneid	geneidv2
NCU00108	NCU00108.2
NCU00109	NCU00109.2
NCU00110	NCU00110.2
NCU00111	NCU00111.2
NCU00112	NCU00112.2
NCU16656	NCU00113.2
NCU16657	NCU00113.2
NCU00114	NCU00114.2
NCU00115	NCU00115.2
NCU00116	NCU00116.2
NCU00117	NCU00117.2
NCU00118	NCU00118.2
NCU00119	NCU00119.2
NCU00120	NCU00120.2
NCU00121	NCU00121.2
NCU00122	NCU00122.2
NCU00123	NCU00123.2
NCU00124	NCU00124.2
NCU00125	NCU00125.2
NCU00126	NCU00126.2
NCU00127	NCU00127.2
NCU00128	NCU00128.2
NCU00129	NCU00129.2
NCU00130	NCU00130.2
NCU00132	NCU00132.2
NCU00135	NCU00135.2
NCU00138	NCU00138.2
NCU00142	NCU00142.2
NCU00143	NCU00143.2
NCU00144	NCU00144.2
NCU00145	NCU00145.2
NCU00146	NCU00146.2
NCU00147	NCU00147.2
NCU00148	NCU00148.2
NCU00149	NCU00149.2
NCU00150	NCU00150.2
NCU00151	NCU00151.2
NCU00152	NCU00152.2
NCU00153	NCU00153.2
NCU00154	NCU00154.2
NCU00155	NCU00155.2
NCU00157	NCU00157.2
NCU00158	NCU00158.2
NCU00159	NCU00159.2
NCU00160	NCU00160.2
NCU00161	NCU00161.2
NCU00162	NCU00162.2
NCU00163	NCU00163.2
NCU00164	NCU00164.2
NCU11172	NCU00165.2
NCU11173	NCU00165.2
NCU00166	NCU00166.2
NCU00167	NCU00167.2
NCU00168	NCU00168.2
NCU00169	NCU00169.2
NCU00170	NCU00170.2
NCU00171	NCU00171.2
NCU00172	NCU00172.2
NCU00173	NCU00173.2
NCU00175	NCU00175.2
NCU00176	NCU00176.2
NCU00177	NCU00177.2
NCU00178	NCU00178.2
NCU00179	NCU00179.2
NCU00180	NCU00180.2
NCU00181	NCU00181.2
NCU00182	NCU00182.2
NCU00183	NCU00183.2
NCU00184	NCU00184.2
NCU00185	NCU00185.2
NCU00186	NCU00186.2
NCU00187	NCU00187.2
NCU00188	NCU00188.2
NCU00189	NCU00189.2
NCU00192	NCU00192.2
NCU00193	NCU00193.2
NCU00194	NCU00194.2
NCU00195	NCU00195.2
NCU00196	NCU00196.2
NCU00197	NCU00197.2
NCU00198	NCU00198.2
NCU00199	NCU00199.2
NCU00200	NCU00200.2
NCU00202	NCU00202.2
NCU00203	NCU00203.2
NCU00204	NCU00204.2
NCU00205	NCU00205.2
NCU00206	NCU00206.2
NCU00207	NCU00207.2
NCU00208	NCU00208.2
NCU00209	NCU00209.2
NCU00210	NCU00210.2
NCU00211	NCU00211.2
NCU00212	NCU00212.2
NCU00213	NCU00213.2
NCU00214	NCU00214.2
NCU00215	NCU00215.2
NCU00216	NCU00216.2
NCU16667	NCU00217.2
NCU16668	NCU00217.2
NCU00218	NCU00218.2
NCU00219	NCU00219.2
NCU00220	NCU00220.2
NCU00223	NCU00223.2
NCU00225	NCU00225.2
NCU00226	NCU00226.2
NCU00227	NCU00227.2
NCU00229	NCU00229.2
NCU00230	NCU00230.2
NCU00231	NCU00231.2
NCU00232	NCU00232.2
NCU00233	NCU00233.2
NCU00234	NCU00234.2
NCU11175	NCU00235.2
NCU11176	NCU00235.2
NCU00236	NCU00236.2
NCU00237	NCU00237.2
NCU00238	NCU00238.2
NCU00239	NCU00239.2
NCU00240	NCU00240.2
NCU00241	NCU00241.2
NCU00242	NCU00242.2
NCU00243	NCU00243.2
NCU00244	NCU00244.2
NCU00245	NCU00245.2
NCU00246	NCU00246.2
NCU00247	NCU00247.2
NCU00248	NCU00248.2
NCU00249	NCU00249.2
NCU00250	NCU00250.2
NCU00251	NCU00251.2
NCU00252	NCU00252.2
NCU00253	NCU00253.2
NCU00254	NCU00254.2
NCU15831	NCU00255.2
NCU15831	NCU00256.2
NCU00258	NCU00258.2
NCU00261	NCU00261.2
NCU00262	NCU00262.2
NCU00263	NCU00263.2
NCU00264	NCU00264.2
NCU00265	NCU00265.2
NCU00267	NCU00267.2
NCU00268	NCU00268.2
NCU00269	NCU00269.2
NCU00270	NCU00270.2
NCU00271	NCU00271.2
NCU00272	NCU00272.2
NCU00273	NCU00273.2
NCU00274	NCU00274.2
NCU00275	NCU00275.2
NCU00276	NCU00276.2
NCU00277	NCU00277.2
NCU00278	NCU00278.2
NCU00279	NCU00279.2
NCU00280	NCU00280.2
NCU00281	NCU00281.2
NCU00282	NCU00282.2
NCU00283	NCU00283.2
NCU00284	NCU00284.2
NCU00285	NCU00285.2
NCU00288	NCU00288.2
NCU00289	NCU00289.2
NCU00290	NCU00290.2
NCU00291	NCU00291.2
NCU00292	NCU00292.2
NCU00293	NCU00293.2
NCU00294	NCU00294.2
NCU00295	NCU00295.2
NCU00296	NCU00296.2
NCU00297	NCU00297.2
NCU00298	NCU00298.2
NCU00299	NCU00299.2
NCU00300	NCU00300.2
NCU00301	NCU00301.2
NCU00302	NCU00302.2
NCU16676	NCU00302.2
NCU00303	NCU00303.2
NCU00304	NCU00304.2
NCU00305	NCU00305.2
NCU00306	NCU00306.2
NCU00307	NCU00307.2
NCU00308	NCU00308.2
NCU00309	NCU00309.2
NCU00310	NCU00310.2
NCU00311	NCU00311.2
NCU00312	NCU00312.2
NCU00313	NCU00313.2
NCU00314	NCU00314.2
NCU00315	NCU00315.2
NCU00316	NCU00316.2
NCU00317	NCU00317.2
NCU00318	NCU00318.2
NCU00319	NCU00319.2
NCU00320	NCU00320.2
NCU00321	NCU00321.2
NCU00322	NCU00322.2
NCU00324	NCU00324.2
NCU00325	NCU00325.2
NCU00326	NCU00326.2
NCU00327	NCU00327.2
NCU00329	NCU00329.2
NCU00330	NCU00330.2
NCU00331	NCU00331.2
NCU00332	NCU00332.2
NCU00333	NCU00333.2
NCU00334	NCU00334.2
NCU00335	NCU00335.2
NCU00336	NCU00336.2
NCU00337	NCU00337.2
NCU00338	NCU00338.2
NCU00339	NCU00339.2
NCU00340	NCU00340.2
NCU00343	NCU00343.2
NCU00344	NCU00344.2
NCU00345	NCU00345.2
NCU00346	NCU00346.2
NCU00347	NCU00347.2
NCU00348	NCU00348.2
NCU00349	NCU00349.2
NCU00350	NCU00350.2
NCU00351	NCU00351.2
NCU00352	NCU00352.2
NCU00353	NCU00353.2
NCU00354	NCU00354.2
NCU00355	NCU00355.2
NCU00356	NCU00356.2
NCU00357	NCU00357.2
NCU00358	NCU00358.2
NCU00359	NCU00359.2
NCU00360	NCU00360.2
NCU00361	NCU00361.2
NCU00362	NCU00362.2
NCU00363	NCU00363.2
NCU00364	NCU00364.2
NCU00365	NCU00365.2
NCU00366	NCU00366.2
NCU00367	NCU00367.2
NCU00368	NCU00368.2
NCU00369	NCU00369.2
NCU00370	NCU00370.2
NCU00372	NCU00372.2
NCU00373	NCU00373.2
NCU00375	NCU00375.2
NCU00376	NCU00376.2
NCU00377	NCU00377.2
NCU00378	NCU00378.2
NCU00379	NCU00379.2
NCU00380	NCU00380.2
NCU11180	NCU00381.2
NCU11181	NCU00381.2
NCU00382	NCU00382.2
NCU00384	NCU00384.2
NCU00385	NCU00385.2
NCU00386	NCU00386.2
NCU00387	NCU00387.2
NCU00388	NCU00388.2
NCU00389	NCU00389.2
NCU00391	NCU00391.2
NCU00392	NCU00392.2
NCU16682	NCU00393.2
NCU16682	NCU00394.2
NCU00395	NCU00395.2
NCU00396	NCU00396.2
NCU00397	NCU00397.2
NCU00398	NCU00398.2
NCU00399	NCU00399.2
NCU00400	NCU00400.2
NCU00401	NCU00401.2
NCU00403	NCU00403.2
NCU00404	NCU00404.2
NCU00405	NCU00405.2
NCU00406	NCU00406.2
NCU00407	NCU00407.2
NCU00408	NCU00408.2
NCU00409	NCU00409.2
NCU00410	NCU00410.2
NCU00411	NCU00411.2
NCU00412	NCU00412.2
NCU00413	NCU00413.2
NCU00414	NCU00414.2
NCU00415	NCU00415.2
NCU00416	NCU00416.2
NCU00417	NCU00417.2
NCU00418	NCU00418.2
NCU00419	NCU00419.2
NCU00420	NCU00420.2
NCU00421	NCU00421.2
NCU00422	NCU00422.2
NCU00423	NCU00423.2
NCU00424	NCU00424.2
NCU00425	NCU00425.2
NCU00426	NCU00426.2
NCU00427	NCU00427.2
NCU00428	NCU00428.2
NCU00430	NCU00430.2
NCU00431	NCU00431.2
NCU00432	NCU00432.2
NCU00434	NCU00434.2
NCU00435	NCU00435.2
NCU00436	NCU00436.2
NCU00437	NCU00437.2
NCU00438	NCU00438.2
NCU00439	NCU00439.2
NCU00440	NCU00440.2
NCU00441	NCU00441.2
NCU00442	NCU00442.2
NCU00443	NCU00443.2
NCU00444	NCU00444.2
NCU00445	NCU00445.2
NCU00446	NCU00446.2
NCU00447	NCU00447.2
NCU00448	NCU00448.2
NCU00449	NCU00449.2
NCU00450	NCU00450.2
NCU00451	NCU00451.2
NCU00453	NCU00453.2
NCU00454	NCU00454.2
NCU00455	NCU00455.2
NCU00456	NCU00456.2
NCU00457	NCU00457.2
NCU00458	NCU00458.2
NCU00459	NCU00459.2
NCU00461	NCU00461.2
NCU00462	NCU00462.2
NCU00463	NCU00463.2
NCU00464	NCU00464.2
NCU00465	NCU00465.2
NCU00466	NCU00466.2
NCU00467	NCU00467.2
NCU00468	NCU00468.2
NCU00469	NCU00469.2
NCU00470	NCU00470.2
NCU00471	NCU00471.2
NCU00472	NCU00472.2
NCU00473	NCU00473.2
NCU00474	NCU00474.2
NCU00475	NCU00475.2
NCU00476	NCU00476.2
NCU00477	NCU00477.2
NCU00478	NCU00478.2
NCU00480	NCU00480.2
NCU00481	NCU00481.2
NCU00483	NCU00483.2
NCU00484	NCU00484.2
NCU00485	NCU00485.2
NCU00486	NCU00486.2
NCU00487	NCU00487.2
NCU00488	NCU00488.2
NCU00489	NCU00489.2
NCU00490	NCU00490.2
NCU00491	NCU00491.2
NCU00492	NCU00492.2
NCU00493	NCU00493.2
NCU00494	NCU00494.2
NCU00495	NCU00495.2
NCU00496	NCU00496.2
NCU00497	NCU00497.2
NCU00498	NCU00498.2
NCU00499	NCU00499.2
NCU00500	NCU00500.2
NCU00501	NCU00501.2
NCU00502	NCU00502.2
NCU00503	NCU00503.2
NCU00504	NCU00504.2
NCU00505	NCU00505.2
NCU00506	NCU00506.2
NCU00509	NCU00509.2
NCU00510	NCU00510.2
NCU00512	NCU00512.2
NCU00513	NCU00513.2
NCU00515	NCU00515.2
NCU00517	NCU00517.2
NCU00518	NCU00518.2
NCU00519	NCU00519.2
NCU00520	NCU00520.2
NCU00521	NCU00521.2
NCU00522	NCU00522.2
NCU00523	NCU00523.2
NCU16457	NCU00523.2
NCU00524	NCU00524.2
NCU00525	NCU00525.2
NCU00526	NCU00526.2
NCU00527	NCU00527.2
NCU00528	NCU00528.2
NCU00529	NCU00529.2
NCU00530	NCU00530.2
NCU00531	NCU00531.2
NCU00532	NCU00532.2
NCU00533	NCU00533.2
NCU00534	NCU00534.2
NCU00535	NCU00535.2
NCU00536	NCU00536.2
NCU00537	NCU00537.2
NCU00538	NCU00538.2
NCU00541	NCU00541.2
NCU00542	NCU00542.2
NCU00545	NCU00545.2
NCU00547	NCU00547.2
NCU00548	NCU00548.2
NCU00549	NCU00549.2
NCU16455	NCU00549.2
NCU00550	NCU00550.2
NCU00551	NCU00551.2
NCU00552	NCU00552.2
NCU00553	NCU00553.2
NCU00554	NCU00554.2
NCU00556	NCU00556.2
NCU00557	NCU00557.2
NCU00558	NCU00558.2
NCU00559	NCU00559.2
NCU00560	NCU00560.2
NCU00561	NCU00561.2
NCU00562	NCU00562.2
NCU00563	NCU00563.2
NCU00564	NCU00564.2
NCU00565	NCU00565.2
NCU00566	NCU00566.2
NCU00567	NCU00567.2
NCU00568	NCU00568.2
NCU00569	NCU00569.2
NCU00570	NCU00570.2
NCU00571	NCU00571.2
NCU00572	NCU00572.2
NCU00573	NCU00573.2
NCU00574	NCU00574.2
NCU00575	NCU00575.2
NCU00576	NCU00576.2
NCU00577	NCU00577.2
NCU00578	NCU00578.2
NCU00579	NCU00579.2
NCU00580	NCU00580.2
NCU00581	NCU00581.2
NCU00582	NCU00582.2
NCU00583	NCU00583.2
NCU00584	NCU00584.2
NCU00585	NCU00585.2
NCU00586	NCU00586.2
NCU00587	NCU00587.2
NCU00589	NCU00589.2
NCU00590	NCU00590.2
NCU00591	NCU00591.2
NCU00592	NCU00592.2
NCU00593	NCU00593.2
NCU00594	NCU00594.2
NCU00595	NCU00595.2
NCU00596	NCU00596.2
NCU00597	NCU00597.2
NCU00598	NCU00598.2
NCU00599	NCU00599.2
NCU00600	NCU00600.2
NCU00602	NCU00602.2
NCU00603	NCU00603.2
NCU00604	NCU00604.2
NCU00605	NCU00605.2
NCU00606	NCU00606.2
NCU00607	NCU00607.2
NCU00608	NCU00608.2
NCU00609	NCU00609.2
NCU00611	NCU00611.2
NCU00614	NCU00614.2
NCU00617	NCU00617.2
NCU00618	NCU00618.2
NCU00619	NCU00619.2
NCU00620	NCU00620.2
NCU00621	NCU00621.2
NCU00622	NCU00622.2
NCU00623	NCU00623.2
NCU00624	NCU00624.2
NCU11187	NCU00625.2
NCU11188	NCU00625.2
NCU16448	NCU00625.2
NCU00627	NCU00627.2
NCU00628	NCU00628.2
NCU00629	NCU00629.2
NCU00630	NCU00630.2
NCU00631	NCU00631.2
NCU00632	NCU00632.2
NCU00633	NCU00633.2
NCU00634	NCU00634.2
NCU00635	NCU00635.2
NCU00636	NCU00636.2
NCU00638	NCU00638.2
NCU00640	NCU00640.2
NCU00641	NCU00641.2
NCU00642	NCU00642.2
NCU00643	NCU00643.2
NCU00644	NCU00644.2
NCU00645	NCU00645.2
NCU00648	NCU00648.2
NCU00649	NCU00649.2
NCU00650	NCU00650.2
NCU00651	NCU00651.2
NCU00652	NCU00652.2
NCU00653	NCU00653.2
NCU00654	NCU00654.2
NCU00655	NCU00655.2
NCU00656	NCU00656.2
NCU00657	NCU00657.2
NCU00658	NCU00658.2
NCU00659	NCU00659.2
NCU00660	NCU00660.2
NCU00662	NCU00662.2
NCU00663	NCU00663.2
NCU00664	NCU00664.2
NCU00665	NCU00665.2
NCU00666	NCU00666.2
NCU00667	NCU00667.2
NCU00668	NCU00668.2
NCU00669	NCU00669.2
NCU00670	NCU00670.2
NCU00671	NCU00671.2
NCU00673	NCU00673.2
NCU00674	NCU00674.2
NCU00675	NCU00675.2
NCU00676	NCU00676.2
NCU00677	NCU00677.2
NCU00680	NCU00680.2
NCU00681	NCU00681.2
NCU00682	NCU00682.2
NCU00684	NCU00684.2
NCU00685	NCU00685.2
NCU00687	NCU00687.2
NCU00688	NCU00688.2
NCU00689	NCU00689.2
NCU00690	NCU00690.2
NCU00691	NCU00691.2
NCU00692	NCU00692.2
NCU00693	NCU00693.2
NCU00694	NCU00694.2
NCU00695	NCU00695.2
NCU00696	NCU00696.2
NCU00697	NCU00697.2
NCU00698	NCU00698.2
NCU00699	NCU00699.2
NCU00700	NCU00700.2
NCU00701	NCU00701.2
NCU00704	NCU00704.2
NCU00705	NCU00705.2
NCU00706	NCU00706.2
NCU00707	NCU00707.2
NCU00708	NCU00708.2
NCU00709	NCU00709.2
NCU00710	NCU00710.2
NCU00711	NCU00711.2
NCU00712	NCU00712.2
NCU00713	NCU00713.2
NCU00714	NCU00714.2
NCU00715	NCU00715.2
NCU00716	NCU00716.2
NCU00717	NCU00717.2
NCU00718	NCU00718.2
NCU00719	NCU00719.2
NCU00720	NCU00720.2
NCU00721	NCU00721.2
NCU00722	NCU00722.2
NCU00723	NCU00723.2
NCU00724	NCU00724.2
NCU00725	NCU00725.2
NCU00726	NCU00726.2
NCU00727	NCU00727.2
NCU00728	NCU00728.2
NCU00729	NCU00729.2
NCU00730	NCU00730.2
NCU00732	NCU00732.2
NCU00733	NCU00733.2
NCU00734	NCU00734.2
NCU00735	NCU00735.2
NCU00736	NCU00736.2
NCU00737	NCU00737.2
NCU00738	NCU00738.2
NCU00739	NCU00739.2
NCU00740	NCU00740.2
NCU00741	NCU00741.2
NCU00742	NCU00742.2
NCU00743	NCU00743.2
NCU00744	NCU00744.2
NCU00745	NCU00745.2
NCU00746	NCU00746.2
NCU00747	NCU00747.2
NCU00748	NCU00748.2
NCU00749	NCU00749.2
NCU00751	NCU00751.2
NCU00752	NCU00752.2
NCU00753	NCU00753.2
NCU00754	NCU00754.2
NCU00755	NCU00755.2
NCU00756	NCU00756.2
NCU00757	NCU00757.2
NCU00758	NCU00758.2
NCU00759	NCU00759.2
NCU00760	NCU00760.2
NCU00761	NCU00761.2
NCU00762	NCU00762.2
NCU00763	NCU00763.2
NCU00764	NCU00764.2
NCU00765	NCU00765.2
NCU00766	NCU00766.2
NCU16438	NCU00767.2
NCU16440	NCU00767.2
NCU00768	NCU00768.2
NCU00770	NCU00770.2
NCU00771	NCU00771.2
NCU00772	NCU00772.2
NCU00773	NCU00773.2
NCU00774	NCU00774.2
NCU00775	NCU00775.2
NCU00776	NCU00776.2
NCU00777	NCU00777.2
NCU00778	NCU00778.2
NCU00779	NCU00779.2
NCU00780	NCU00780.2
NCU00781	NCU00781.2
NCU00782	NCU00782.2
NCU00783	NCU00783.2
NCU00784	NCU00784.2
NCU00786	NCU00786.2
NCU00787	NCU00787.2
NCU00788	NCU00788.2
NCU00789	NCU00789.2
NCU00790	NCU00790.2
NCU00792	NCU00792.2
NCU00793	NCU00793.2
NCU00794	NCU00794.2
NCU00795	NCU00795.2
NCU00796	NCU00796.2
NCU00797	NCU00797.2
NCU00798	NCU00798.2
NCU00799	NCU00799.2
NCU00800	NCU00800.2
NCU00801	NCU00801.2
NCU00802	NCU00802.2
NCU00803	NCU00803.2
NCU00804	NCU00804.2
NCU00805	NCU00805.2
NCU00806	NCU00806.2
NCU00807	NCU00807.2
NCU00808	NCU00808.2
NCU00809	NCU00809.2
NCU00810	NCU00810.2
NCU00811	NCU00811.2
NCU00812	NCU00812.2
NCU00813	NCU00813.2
NCU00814	NCU00814.2
NCU00817	NCU00817.2
NCU00818	NCU00818.2
NCU00819	NCU00819.2
NCU00821	NCU00821.2
NCU00822	NCU00822.2
NCU00823	NCU00823.2
NCU00824	NCU00824.2
NCU00825	NCU00825.2
NCU00826	NCU00826.2
NCU00827	NCU00827.2
NCU00828	NCU00828.2
NCU00829	NCU00829.2
NCU00830	NCU00830.2
NCU00831	NCU00831.2
NCU00832	NCU00832.2
NCU00833	NCU00833.2
NCU00834	NCU00834.2
NCU00835	NCU00835.2
NCU00836	NCU00836.2
NCU00837	NCU00837.2
NCU00838	NCU00838.2
NCU00839	NCU00839.2
NCU00840	NCU00840.2
NCU00841	NCU00841.2
NCU00842	NCU00842.2
NCU00843	NCU00843.2
NCU00844	NCU00844.2
NCU00845	NCU00845.2
NCU00846	NCU00846.2
NCU00847	NCU00847.2
NCU00848	NCU00848.2
NCU00849	NCU00849.2
NCU00850	NCU00850.2
NCU00851	NCU00851.2
NCU00852	NCU00852.2
NCU00853	NCU00853.2
NCU00854	NCU00854.2
NCU00855	NCU00855.2
NCU00856	NCU00856.2
NCU00857	NCU00857.2
NCU00859	NCU00859.2
NCU00860	NCU00860.2
NCU00861	NCU00861.2
NCU00862	NCU00862.2
NCU00863	NCU00863.2
NCU00864	NCU00864.2
NCU00865	NCU00865.2
NCU00866	NCU00866.2
NCU00867	NCU00867.2
NCU00868	NCU00868.2
NCU00869	NCU00869.2
NCU00870	NCU00870.2
NCU00871	NCU00871.2
NCU00872	NCU00872.2
NCU00873	NCU00873.2
NCU00874	NCU00874.2
NCU00875	NCU00875.2
NCU00876	NCU00876.2
NCU00877	NCU00877.2
NCU00878	NCU00878.2
NCU00879	NCU00879.2
NCU00880	NCU00880.2
NCU00881	NCU00881.2
NCU00882	NCU00882.2
NCU00883	NCU00883.2
NCU00884	NCU00884.2
NCU00885	NCU00885.2
NCU00887	NCU00887.2
NCU11195	NCU00888.2
NCU11196	NCU00888.2
NCU00889	NCU00889.2
NCU00890	NCU00890.2
NCU00891	NCU00891.2
NCU00892	NCU00892.2
NCU00893	NCU00893.2
NCU00894	NCU00894.2
NCU00895	NCU00895.2
NCU00896	NCU00896.2
NCU00897	NCU00897.2
NCU00898	NCU00898.2
NCU00899	NCU00899.2
NCU00900	NCU00900.2
NCU00901	NCU00901.2
NCU00902	NCU00902.2
NCU00903	NCU00903.2
NCU00904	NCU00904.2
NCU00905	NCU00905.2
NCU00906	NCU00906.2
NCU00907	NCU00907.2
NCU00911	NCU00911.2
NCU00912	NCU00912.2
NCU00913	NCU00913.2
NCU00914	NCU00914.2
NCU00915	NCU00915.2
NCU00916	NCU00916.2
NCU00917	NCU00917.2
NCU00918	NCU00918.2
NCU00919	NCU00919.2
NCU00920	NCU00920.2
NCU00921	NCU00921.2
NCU00922	NCU00922.2
NCU00923	NCU00923.2
NCU00924	NCU00924.2
NCU00925	NCU00925.2
NCU00926	NCU00926.2
NCU00927	NCU00927.2
NCU00928	NCU00928.2
NCU00929	NCU00929.2
NCU00930	NCU00930.2
NCU00931	NCU00931.2
NCU00932	NCU00932.2
NCU00934	NCU00934.2
NCU00935	NCU00935.2
NCU00936	NCU00936.2
NCU00937	NCU00937.2
NCU00938	NCU00938.2
NCU00939	NCU00939.2
NCU00940	NCU00940.2
NCU00941	NCU00941.2
NCU16422	NCU00942.2
NCU16423	NCU00942.2
NCU00943	NCU00943.2
NCU00944	NCU00944.2
NCU00945	NCU00945.2
NCU00946	NCU00946.2
NCU00948	NCU00948.2
NCU00949	NCU00949.2
NCU00950	NCU00950.2
NCU00951	NCU00951.2
NCU00952	NCU00952.2
NCU00953	NCU00953.2
NCU00954	NCU00954.2
NCU00955	NCU00955.2
NCU00956	NCU00956.2
NCU00957	NCU00957.2
NCU00958	NCU00958.2
NCU00959	NCU00959.2
NCU00960	NCU00960.2
NCU00961	NCU00961.2
NCU00962	NCU00962.2
NCU00963	NCU00963.2
NCU00964	NCU00964.2
NCU00965	NCU00965.2
NCU00966	NCU00966.2
NCU00967	NCU00967.2
NCU00968	NCU00968.2
NCU00969	NCU00969.2
NCU00970	NCU00970.2
NCU00971	NCU00971.2
NCU00973	NCU00973.2
NCU00974	NCU00974.2
NCU00975	NCU00975.2
NCU00976	NCU00976.2
NCU00977	NCU00977.2
NCU00978	NCU00978.2
NCU00979	NCU00979.2
NCU00980	NCU00980.2
NCU00981	NCU00981.2
NCU00983	NCU00983.2
NCU00984	NCU00984.2
NCU00985	NCU00985.2
NCU00986	NCU00986.2
NCU00987	NCU00987.2
NCU00988	NCU00988.2
NCU00989	NCU00989.2
NCU00990	NCU00990.2
NCU00992	NCU00992.2
NCU00993	NCU00993.2
NCU00994	NCU00994.2
NCU00995	NCU00995.2
NCU01000	NCU01000.2
NCU01003	NCU01003.2
NCU01006	NCU01006.2
NCU01007	NCU01007.2
NCU01008	NCU01008.2
NCU01009	NCU01009.2
NCU01010	NCU01010.2
NCU01011	NCU01011.2
NCU01012	NCU01012.2
NCU01013	NCU01013.2
NCU01014	NCU01014.2
NCU01015	NCU01015.2
NCU01016	NCU01016.2
NCU01017	NCU01017.2
NCU01019	NCU01019.2
NCU01021	NCU01021.2
NCU01022	NCU01022.2
NCU01023	NCU01023.2
NCU01024	NCU01024.2
NCU01025	NCU01025.2
NCU01026	NCU01026.2
NCU01027	NCU01027.2
NCU01032	NCU01032.2
NCU01033	NCU01033.2
NCU01034	NCU01034.2
NCU01036	NCU01036.2
NCU01038	NCU01038.2
NCU01039	NCU01039.2
NCU01041	NCU01041.2
NCU01042	NCU01042.2
NCU01043	NCU01043.2
NCU01044	NCU01044.2
NCU01045	NCU01045.2
NCU16971	NCU01046.2
NCU16972	NCU01046.2
NCU01047	NCU01047.2
NCU01048	NCU01048.2
NCU01049	NCU01049.2
NCU01050	NCU01050.2
NCU01051	NCU01051.2
NCU01052	NCU01052.2
NCU01053	NCU01053.2
NCU01054	NCU01054.2
NCU01055	NCU01055.2
NCU01056	NCU01056.2
NCU01057	NCU01057.2
NCU01058	NCU01058.2
NCU01059	NCU01059.2
NCU01060	NCU01060.2
NCU01061	NCU01061.2
NCU01063	NCU01063.2
NCU01064	NCU01064.2
NCU01065	NCU01065.2
NCU01066	NCU01066.2
NCU01067	NCU01067.2
NCU01068	NCU01068.2
NCU01069	NCU01069.2
NCU01070	NCU01070.2
NCU01071	NCU01071.2
NCU01072	NCU01072.2
NCU01073	NCU01073.2
NCU01074	NCU01074.2
NCU01075	NCU01075.2
NCU01076	NCU01076.2
NCU01077	NCU01077.2
NCU01078	NCU01078.2
NCU01079	NCU01079.2
NCU01080	NCU01080.2
NCU01081	NCU01081.2
NCU01082	NCU01082.2
NCU01083	NCU01083.2
NCU01084	NCU01084.2
NCU01085	NCU01085.2
NCU01086	NCU01086.2
NCU01087	NCU01087.2
NCU01088	NCU01088.2
NCU01089	NCU01089.2
NCU01090	NCU01090.2
NCU01091	NCU01091.2
NCU01092	NCU01092.2
NCU01093	NCU01093.2
NCU01094	NCU01094.2
NCU01095	NCU01095.2
NCU01096	NCU01096.2
NCU01097	NCU01097.2
NCU01098	NCU01098.2
NCU01099	NCU01099.2
NCU01100	NCU01100.2
NCU01101	NCU01101.2
NCU01102	NCU01102.2
