geneid	geneidv2
NCU02595	NCU02595.2
NCU02596	NCU02596.2
NCU02597	NCU02597.2
NCU02598	NCU02598.2
NCU02599	NCU02599.2
NCU02600	NCU02600.2
NCU02601	NCU02601.2
NCU02602	NCU02602.2
NCU02603	NCU02603.2
NCU02604	NCU02604.2
NCU02605	NCU02605.2
NCU02606	NCU02606.2
NCU02607	NCU02607.2
NCU02608	NCU02608.2
NCU02609	NCU02609.2
NCU02610	NCU02610.2
NCU02611	NCU02611.2
NCU02612	NCU02612.2
NCU02613	NCU02613.2
NCU02614	NCU02614.2
NCU02615	NCU02615.2
NCU02616	NCU02616.2
NCU02617	NCU02617.2
NCU02618	NCU02618.2
NCU02619	NCU02619.2
NCU02620	NCU02620.2
NCU02621	NCU02621.2
NCU02622	NCU02622.2
NCU02623	NCU02623.2
NCU02624	NCU02624.2
NCU02625	NCU02625.2
NCU02626	NCU02626.2
NCU02627	NCU02627.2
NCU02628	NCU02628.2
NCU02629	NCU02629.2
NCU02630	NCU02630.2
NCU02631	NCU02631.2
NCU02632	NCU02632.2
NCU02633	NCU02633.2
NCU02634	NCU02634.2
NCU02635	NCU02635.2
NCU02636	NCU02636.2
NCU02637	NCU02637.2
NCU02639	NCU02639.2
NCU02640	NCU02640.2
NCU02641	NCU02641.2
NCU02643	NCU02643.2
NCU02644	NCU02644.2
NCU02648	NCU02648.2
NCU02650	NCU02650.2
NCU02651	NCU02651.2
NCU02652	NCU02652.2
NCU02653	NCU02653.2
NCU02654	NCU02654.2
NCU02655	NCU02655.2
NCU02656	NCU02656.2
NCU02657	NCU02657.2
NCU02658	NCU02658.2
NCU02659	NCU02659.2
NCU02660	NCU02660.2
NCU02661	NCU02661.2
NCU02663	NCU02663.2
NCU02664	NCU02664.2
NCU02665	NCU02665.2
NCU02666	NCU02666.2
NCU02668	NCU02668.2
NCU02669	NCU02669.2
NCU02670	NCU02670.2
NCU02671	NCU02671.2
NCU02672	NCU02672.2
NCU02673	NCU02673.2
NCU02674	NCU02674.2
NCU02675	NCU02675.2
NCU02676	NCU02676.2
NCU02677	NCU02677.2
NCU02678	NCU02678.2
NCU02679	NCU02679.2
NCU02680	NCU02680.2
NCU02681	NCU02681.2
NCU02682	NCU02682.2
NCU02683	NCU02683.2
NCU02684	NCU02684.2
NCU02685	NCU02685.2
NCU02686	NCU02686.2
NCU02687	NCU02687.2
NCU02688	NCU02688.2
NCU02689	NCU02689.2
NCU02690	NCU02690.2
NCU02691	NCU02691.2
NCU02692	NCU02692.2
NCU02693	NCU02693.2
NCU02694	NCU02694.2
NCU02695	NCU02695.2
NCU02696	NCU02696.2
NCU02697	NCU02697.2
NCU02698	NCU02698.2
NCU02699	NCU02699.2
NCU02700	NCU02700.2
NCU02701	NCU02701.2
NCU02702	NCU02702.2
NCU02703	NCU02703.2
NCU02704	NCU02704.2
NCU02705	NCU02705.2
NCU02706	NCU02706.2
NCU02707	NCU02707.2
NCU02711	NCU02711.2
NCU02712	NCU02712.2
NCU02713	NCU02713.2
NCU02716	NCU02716.2
NCU02717	NCU02717.2
NCU02718	NCU02718.2
NCU02719	NCU02719.2
NCU02720	NCU02720.2
NCU02721	NCU02721.2
NCU02722	NCU02722.2
NCU02723	NCU02723.2
NCU02724	NCU02724.2
NCU02725	NCU02725.2
NCU02726	NCU02726.2
NCU02727	NCU02727.2
NCU02728	NCU02728.2
NCU02729	NCU02729.2
NCU02730	NCU02730.2
NCU02731	NCU02731.2
NCU02732	NCU02732.2
NCU02733	NCU02733.2
NCU02734	NCU02734.2
NCU02735	NCU02735.2
NCU02736	NCU02736.2
NCU02737	NCU02737.2
NCU02738	NCU02738.2
NCU02740	NCU02740.2
NCU02741	NCU02741.2
NCU02742	NCU02742.2
NCU02743	NCU02743.2
NCU02744	NCU02744.2
NCU02745	NCU02745.2
NCU02746	NCU02746.2
NCU02747	NCU02747.2
NCU02748	NCU02748.2
NCU02749	NCU02749.2
NCU02750	NCU02750.2
NCU02751	NCU02751.2
NCU02752	NCU02752.2
NCU02753	NCU02753.2
NCU02754	NCU02754.2
NCU02755	NCU02755.2
NCU02757	NCU02757.2
NCU02758	NCU02758.2
NCU02759	NCU02759.2
NCU02761	NCU02761.2
NCU02762	NCU02762.2
NCU02764	NCU02764.2
NCU02765	NCU02765.2
NCU02767	NCU02767.2
NCU16491	NCU02768.2
NCU16492	NCU02768.2
NCU02769	NCU02769.2
NCU02770	NCU02770.2
NCU02771	NCU02771.2
NCU02772	NCU02772.2
NCU02773	NCU02773.2
NCU02774	NCU02774.2
NCU02775	NCU02775.2
NCU02776	NCU02776.2
NCU02777	NCU02777.2
NCU02778	NCU02778.2
NCU02779	NCU02779.2
NCU02780	NCU02780.2
NCU02781	NCU02781.2
NCU02784	NCU02784.2
NCU02785	NCU02785.2
NCU02786	NCU02786.2
NCU02787	NCU02787.2
NCU02788	NCU02788.2
NCU02789	NCU02789.2
NCU02790	NCU02790.2
NCU02791	NCU02791.2
NCU02793	NCU02793.2
NCU02794	NCU02794.2
NCU02795	NCU02795.2
NCU16490	NCU02795.2
NCU02796	NCU02796.2
NCU02797	NCU02797.2
NCU02798	NCU02798.2
NCU02799	NCU02799.2
NCU02800	NCU02800.2
NCU02801	NCU02801.2
NCU02802	NCU02802.2
NCU02803	NCU02803.2
NCU02804	NCU02804.2
NCU02805	NCU02805.2
NCU02806	NCU02806.2
NCU02807	NCU02807.2
NCU02808	NCU02808.2
NCU02809	NCU02809.2
NCU02810	NCU02810.2
NCU02811	NCU02811.2
NCU02812	NCU02812.2
NCU02813	NCU02813.2
NCU02814	NCU02814.2
NCU02815	NCU02815.2
NCU02817	NCU02817.2
NCU02818	NCU02818.2
NCU02819	NCU02819.2
NCU02826	NCU02826.2
NCU02828	NCU02828.2
NCU02829	NCU02829.2
NCU02830	NCU02830.2
NCU02833	NCU02833.2
NCU02834	NCU02834.2
NCU02837	NCU02837.2
NCU02838	NCU02838.2
NCU02839	NCU02839.2
NCU02840	NCU02840.2
NCU02842	NCU02842.2
NCU02843	NCU02843.2
NCU02846	NCU02846.2
NCU02847	NCU02847.2
NCU02849	NCU02849.2
NCU02853	NCU02853.2
NCU02854	NCU02854.2
NCU02855	NCU02855.2
NCU02856	NCU02856.2
NCU02857	NCU02857.2
NCU02858	NCU02858.2
NCU02860	NCU02860.2
NCU02861	NCU02861.2
NCU02864	NCU02864.2
NCU02865	NCU02865.2
NCU02866	NCU02866.2
NCU02867	NCU02867.2
NCU02868	NCU02868.2
NCU02869	NCU02869.2
NCU02870	NCU02870.2
NCU02872	NCU02872.2
NCU02873	NCU02873.2
NCU02875	NCU02875.2
NCU02876	NCU02876.2
NCU02877	NCU02877.2
NCU02878	NCU02878.2
NCU02879	NCU02879.2
NCU02880	NCU02880.2
NCU02882	NCU02882.2
NCU02883	NCU02883.2
NCU02884	NCU02884.2
NCU02885	NCU02885.2
NCU02886	NCU02886.2
NCU02887	NCU02887.2
NCU02888	NCU02888.2
NCU02889	NCU02889.2
NCU02890	NCU02890.2
NCU02894	NCU02894.2
NCU02895	NCU02895.2
NCU02896	NCU02896.2
NCU02897	NCU02897.2
NCU02898	NCU02898.2
NCU02899	NCU02899.2
NCU02900	NCU02900.2
NCU02901	NCU02901.2
NCU02902	NCU02902.2
NCU02903	NCU02903.2
NCU02904	NCU02904.2
NCU02905	NCU02905.2
NCU02906	NCU02906.2
NCU02908	NCU02908.2
NCU02909	NCU02909.2
NCU16474	NCU02909.2
NCU02910	NCU02910.2
NCU16472	NCU02912.2
NCU16473	NCU02912.2
NCU02913	NCU02913.2
NCU02914	NCU02914.2
NCU02915	NCU02915.2
NCU02916	NCU02916.2
NCU02917	NCU02917.2
NCU02918	NCU02918.2
NCU02919	NCU02919.2
NCU02920	NCU02920.2
NCU02921	NCU02921.2
NCU02922	NCU02922.2
NCU02923	NCU02923.2
NCU02924	NCU02924.2
NCU02925	NCU02925.2
NCU02926	NCU02926.2
NCU02927	NCU02927.2
NCU02928	NCU02928.2
NCU02929	NCU02929.2
NCU02930	NCU02930.2
NCU02931	NCU02931.2
NCU02932	NCU02932.2
NCU02934	NCU02934.2
NCU02935	NCU02935.2
NCU02936	NCU02936.2
NCU02937	NCU02937.2
NCU02938	NCU02938.2
NCU02939	NCU02939.2
NCU02940	NCU02940.2
NCU02941	NCU02941.2
NCU02942	NCU02942.2
NCU02943	NCU02943.2
NCU02944	NCU02944.2
NCU02945	NCU02945.2
NCU02946	NCU02946.2
NCU02947	NCU02947.2
NCU02948	NCU02948.2
NCU02949	NCU02949.2
NCU02950	NCU02950.2
NCU02951	NCU02951.2
NCU02952	NCU02952.2
NCU02953	NCU02953.2
NCU02954	NCU02954.2
NCU02955	NCU02955.2
NCU02956	NCU02956.2
NCU02957	NCU02957.2
NCU02959	NCU02959.2
NCU02960	NCU02960.2
NCU02961	NCU02961.2
NCU02962	NCU02962.2
NCU02963	NCU02963.2
NCU02964	NCU02964.2
NCU02965	NCU02965.2
NCU02966	NCU02966.2
NCU02967	NCU02967.2
NCU02968	NCU02968.2
NCU02969	NCU02969.2
NCU02970	NCU02970.2
NCU02972	NCU02972.2
NCU02973	NCU02973.2
NCU02974	NCU02974.2
NCU02975	NCU02975.2
NCU02976	NCU02976.2
NCU02977	NCU02977.2
NCU02978	NCU02978.2
NCU02979	NCU02979.2
NCU02980	NCU02980.2
NCU02982	NCU02982.2
NCU02983	NCU02983.2
NCU02984	NCU02984.2
NCU02988	NCU02988.2
NCU02989	NCU02989.2
NCU02990	NCU02990.2
NCU02991	NCU02991.2
NCU02994	NCU02994.2
NCU02995	NCU02995.2
NCU02996	NCU02996.2
NCU02997	NCU02997.2
NCU02998	NCU02998.2
NCU03000	NCU03000.2
NCU03001	NCU03001.2
NCU03003	NCU03003.2
NCU03004	NCU03004.2
NCU03006	NCU03006.2
NCU03007	NCU03007.2
NCU03008	NCU03008.2
NCU03009	NCU03009.2
NCU03010	NCU03010.2
NCU03011	NCU03011.2
NCU03013	NCU03013.2
NCU03014	NCU03014.2
NCU03015	NCU03014.2
NCU03014	NCU03015.2
NCU03015	NCU03015.2
NCU03016	NCU03016.2
NCU03017	NCU03017.2
NCU03018	NCU03018.2
NCU03019	NCU03019.2
NCU03020	NCU03020.2
NCU03021	NCU03021.2
NCU03022	NCU03022.2
NCU03023	NCU03023.2
NCU03024	NCU03024.2
NCU03026	NCU03026.2
NCU03028	NCU03028.2
NCU03029	NCU03029.2
NCU03030	NCU03030.2
NCU03031	NCU03031.2
NCU03032	NCU03032.2
NCU03033	NCU03033.2
NCU03034	NCU03034.2
NCU03035	NCU03035.2
NCU03036	NCU03036.2
NCU03037	NCU03037.2
NCU03038	NCU03038.2
NCU03039	NCU03039.2
NCU03040	NCU03040.2
NCU03041	NCU03041.2
NCU03042	NCU03042.2
NCU03043	NCU03043.2
NCU03044	NCU03044.2
NCU03045	NCU03045.2
NCU11240	NCU03046.2
NCU11241	NCU03046.2
NCU16461	NCU03046.2
NCU03047	NCU03047.2
NCU03048	NCU03048.2
NCU03049	NCU03049.2
NCU03050	NCU03050.2
NCU03051	NCU03051.2
NCU03052	NCU03052.2
NCU03053	NCU03053.2
NCU03054	NCU03054.2
NCU03055	NCU03055.2
NCU03056	NCU03056.2
NCU03057	NCU03057.2
NCU03058	NCU03058.2
NCU03059	NCU03059.2
NCU03060	NCU03060.2
NCU03061	NCU03061.2
NCU03062	NCU03062.2
NCU03063	NCU03063.2
NCU03064	NCU03064.2
NCU03065	NCU03065.2
NCU03066	NCU03066.2
NCU03067	NCU03067.2
NCU03068	NCU03068.2
NCU03070	NCU03070.2
NCU03071	NCU03071.2
NCU03072	NCU03072.2
NCU03073	NCU03073.2
NCU03074	NCU03074.2
NCU03076	NCU03076.2
NCU03077	NCU03077.2
NCU03078	NCU03078.2
NCU03079	NCU03079.2
NCU03080	NCU03080.2
NCU03081	NCU03081.2
NCU03082	NCU03082.2
NCU03083	NCU03083.2
NCU03084	NCU03084.2
NCU03085	NCU03085.2
NCU03086	NCU03086.2
NCU03087	NCU03087.2
NCU03088	NCU03088.2
NCU03089	NCU03089.2
NCU03091	NCU03091.2
NCU03092	NCU03092.2
NCU03093	NCU03093.2
NCU03094	NCU03094.2
NCU03095	NCU03095.2
NCU03096	NCU03096.2
NCU03097	NCU03097.2
NCU03098	NCU03098.2
NCU03099	NCU03099.2
NCU03100	NCU03100.2
NCU03101	NCU03101.2
NCU03102	NCU03102.2
NCU03103	NCU03103.2
NCU03104	NCU03104.2
NCU03105	NCU03105.2
NCU03106	NCU03106.2
NCU03107	NCU03107.2
NCU03108	NCU03108.2
NCU03109	NCU03109.2
NCU03110	NCU03110.2
NCU03111	NCU03111.2
NCU03112	NCU03112.2
NCU03113	NCU03113.2
NCU03114	NCU03114.2
NCU03115	NCU03115.2
NCU03116	NCU03116.2
NCU03117	NCU03117.2
NCU03118	NCU03118.2
NCU03120	NCU03120.2
NCU03121	NCU03121.2
NCU03122	NCU03122.2
NCU03123	NCU03123.2
NCU03124	NCU03124.2
NCU03125	NCU03125.2
NCU03126	NCU03126.2
NCU03127	NCU03127.2
NCU03128	NCU03128.2
NCU03129	NCU03129.2
NCU03130	NCU03130.2
NCU03131	NCU03131.2
NCU03132	NCU03132.2
NCU03133	NCU03133.2
NCU03134	NCU03134.2
NCU03135	NCU03135.2
NCU03136	NCU03136.2
NCU03137	NCU03137.2
NCU03138	NCU03138.2
NCU03139	NCU03139.2
NCU03140	NCU03140.2
NCU03141	NCU03141.2
NCU03142	NCU03142.2
NCU03145	NCU03145.2
NCU03146	NCU03146.2
NCU03147	NCU03147.2
NCU03148	NCU03148.2
NCU03149	NCU03149.2
NCU03150	NCU03150.2
NCU03151	NCU03151.2
NCU03152	NCU03152.2
NCU03153	NCU03153.2
NCU03154	NCU03154.2
NCU03155	NCU03155.2
NCU03156	NCU03156.2
NCU03157	NCU03157.2
NCU03158	NCU03158.2
NCU03159	NCU03159.2
NCU03160	NCU03160.2
NCU03161	NCU03161.2
NCU03162	NCU03162.2
NCU03163	NCU03163.2
NCU03164	NCU03164.2
NCU03165	NCU03165.2
NCU03166	NCU03166.2
NCU03167	NCU03167.2
NCU03168	NCU03168.2
NCU03169	NCU03169.2
NCU03170	NCU03170.2
NCU03171	NCU03171.2
NCU03172	NCU03172.2
NCU03173	NCU03173.2
NCU03174	NCU03174.2
NCU03175	NCU03175.2
NCU03176	NCU03176.2
NCU03177	NCU03177.2
NCU03178	NCU03178.2
NCU03179	NCU03179.2
NCU03180	NCU03180.2
NCU03181	NCU03181.2
NCU03182	NCU03182.2
NCU03183	NCU03183.2
NCU03184	NCU03184.2
NCU03186	NCU03186.2
NCU03187	NCU03187.2
NCU03188	NCU03188.2
NCU03189	NCU03189.2
NCU03190	NCU03190.2
NCU03191	NCU03191.2
NCU03192	NCU03192.2
NCU03193	NCU03193.2
NCU03194	NCU03194.2
NCU03195	NCU03195.2
NCU11251	NCU03196.2
NCU11252	NCU03196.2
NCU03197	NCU03197.2
NCU03198	NCU03198.2
NCU03199	NCU03199.2
NCU03200	NCU03200.2
NCU03200	NCU03201.2
NCU03202	NCU03202.2
NCU03203	NCU03203.2
NCU03204	NCU03204.2
NCU03205	NCU03205.2
NCU03206	NCU03206.2
NCU03207	NCU03207.2
NCU03208	NCU03208.2
NCU03209	NCU03209.2
NCU03210	NCU03210.2
NCU03211	NCU03211.2
NCU03212	NCU03212.2
NCU03213	NCU03213.2
NCU03214	NCU03214.2
NCU03215	NCU03215.2
NCU03216	NCU03216.2
NCU03217	NCU03217.2
NCU03218	NCU03218.2
NCU03219	NCU03219.2
NCU03220	NCU03220.2
NCU03221	NCU03221.2
NCU03222	NCU03222.2
NCU03223	NCU03223.2
NCU11248	NCU03224.2
NCU11249	NCU03224.2
NCU03225	NCU03225.2
NCU03226	NCU03226.2
NCU03228	NCU03228.2
NCU03229	NCU03229.2
NCU03230	NCU03230.2
NCU03231	NCU03231.2
NCU03232	NCU03232.2
NCU03233	NCU03233.2
NCU03234	NCU03234.2
NCU03235	NCU03235.2
NCU03237	NCU03237.2
NCU03238	NCU03238.2
NCU03239	NCU03239.2
NCU03240	NCU03240.2
NCU03241	NCU03241.2
NCU03242	NCU03242.2
NCU03243	NCU03243.2
NCU03244	NCU03244.2
NCU03246	NCU03246.2
NCU03247	NCU03247.2
NCU03248	NCU03248.2
NCU03250	NCU03250.2
NCU03253	NCU03253.2
NCU03254	NCU03254.2
NCU16391	NCU03254.2
NCU03255	NCU03255.2
NCU03257	NCU03257.2
NCU03258	NCU03258.2
NCU03260	NCU03260.2
NCU03261	NCU03261.2
NCU03263	NCU03263.2
NCU03264	NCU03264.2
NCU03265	NCU03265.2
NCU03266	NCU03266.2
NCU03267	NCU03267.2
NCU03268	NCU03268.2
NCU03269	NCU03269.2
NCU03270	NCU03270.2
NCU03271	NCU03271.2
NCU03273	NCU03273.2
NCU03274	NCU03274.2
NCU03275	NCU03275.2
NCU03276	NCU03276.2
NCU03277	NCU03277.2
NCU03278	NCU03278.2
NCU03279	NCU03279.2
NCU03280	NCU03280.2
NCU03281	NCU03281.2
NCU03282	NCU03282.2
NCU03283	NCU03283.2
NCU03284	NCU03284.2
NCU03285	NCU03285.2
NCU03286	NCU03286.2
NCU03287	NCU03287.2
NCU03288	NCU03288.2
NCU16394	NCU03288.2
NCU03289	NCU03289.2
NCU03290	NCU03290.2
NCU03291	NCU03291.2
NCU03292	NCU03292.2
NCU03293	NCU03293.2
NCU03294	NCU03294.2
NCU03295	NCU03295.2
NCU03296	NCU03296.2
NCU03297	NCU03297.2
NCU03298	NCU03298.2
NCU03299	NCU03299.2
NCU03300	NCU03300.2
NCU03302	NCU03302.2
NCU03303	NCU03303.2
NCU03304	NCU03304.2
NCU03305	NCU03305.2
NCU03306	NCU03306.2
NCU03307	NCU03307.2
NCU03308	NCU03308.2
NCU03309	NCU03309.2
NCU03310	NCU03310.2
NCU03311	NCU03311.2
NCU03312	NCU03312.2
NCU03313	NCU03313.2
NCU03314	NCU03314.2
NCU03315	NCU03315.2
NCU03316	NCU03316.2
NCU03317	NCU03317.2
NCU03318	NCU03318.2
NCU03319	NCU03319.2
NCU03320	NCU03320.2
NCU03321	NCU03321.2
NCU03322	NCU03322.2
NCU03323	NCU03323.2
NCU03325	NCU03325.2
NCU03328	NCU03328.2
NCU03329	NCU03329.2
NCU03330	NCU03330.2
NCU03331	NCU03331.2
NCU03332	NCU03332.2
NCU03333	NCU03333.2
NCU03334	NCU03334.2
NCU03335	NCU03335.2
NCU03336	NCU03336.2
NCU03337	NCU03337.2
NCU03338	NCU03338.2
NCU03339	NCU03339.2
NCU03340	NCU03340.2
NCU03341	NCU03341.2
NCU03342	NCU03342.2
NCU03343	NCU03343.2
NCU03344	NCU03344.2
NCU03345	NCU03345.2
NCU03346	NCU03346.2
NCU03347	NCU03347.2
NCU03348	NCU03348.2
NCU03350	NCU03350.2
NCU03351	NCU03351.2
NCU03352	NCU03352.2
NCU03354	NCU03354.2
NCU03355	NCU03355.2
NCU03356	NCU03356.2
NCU03357	NCU03357.2
NCU03358	NCU03358.2
NCU03359	NCU03359.2
NCU03360	NCU03360.2
NCU03361	NCU03361.2
NCU03362	NCU03362.2
NCU03363	NCU03363.2
NCU03364	NCU03364.2
NCU03365	NCU03365.2
NCU03366	NCU03366.2
NCU03367	NCU03367.2
NCU03368	NCU03368.2
NCU03369	NCU03369.2
NCU03370	NCU03370.2
NCU03372	NCU03372.2
NCU03373	NCU03373.2
NCU03374	NCU03374.2
NCU03375	NCU03375.2
NCU03376	NCU03376.2
NCU03378	NCU03378.2
NCU03379	NCU03379.2
NCU03380	NCU03380.2
NCU03381	NCU03381.2
NCU03382	NCU03382.2
NCU03383	NCU03383.2
NCU03384	NCU03384.2
NCU03385	NCU03385.2
NCU03386	NCU03386.2
NCU03387	NCU03387.2
NCU03388	NCU03388.2
NCU03390	NCU03390.2
NCU03392	NCU03392.2
NCU03393	NCU03393.2
NCU03394	NCU03394.2
NCU03395	NCU03395.2
NCU03396	NCU03396.2
NCU03398	NCU03398.2
NCU03399	NCU03399.2
NCU03400	NCU03400.2
NCU03401	NCU03401.2
NCU03402	NCU03402.2
NCU03403	NCU03403.2
NCU03404	NCU03404.2
NCU03405	NCU03405.2
NCU03406	NCU03406.2
NCU03407	NCU03407.2
NCU03408	NCU03408.2
NCU03409	NCU03409.2
NCU03410	NCU03410.2
NCU03411	NCU03411.2
NCU03412	NCU03412.2
NCU03413	NCU03413.2
NCU03414	NCU03414.2
NCU03415	NCU03415.2
NCU03416	NCU03416.2
NCU03417	NCU03417.2
NCU03418	NCU03418.2
NCU03420	NCU03420.2
NCU03421	NCU03421.2
NCU03422	NCU03422.2
NCU03423	NCU03423.2
NCU03424	NCU03424.2
NCU03425	NCU03425.2
NCU03426	NCU03426.2
NCU03427	NCU03427.2
NCU03428	NCU03428.2
NCU03429	NCU03429.2
NCU03430	NCU03430.2
NCU03433	NCU03433.2
NCU03435	NCU03435.2
NCU03436	NCU03436.2
NCU03437	NCU03437.2
NCU03438	NCU03438.2
NCU03439	NCU03439.2
NCU03440	NCU03440.2
NCU03441	NCU03441.2
NCU03444	NCU03444.2
NCU03445	NCU03445.2
NCU03446	NCU03446.2
NCU03448	NCU03448.2
NCU03449	NCU03449.2
NCU03451	NCU03451.2
NCU03452	NCU03452.2
NCU03456	NCU03456.2
NCU03458	NCU03458.2
NCU03459	NCU03459.2
NCU03460	NCU03460.2
NCU03461	NCU03461.2
NCU03462	NCU03462.2
NCU03463	NCU03463.2
NCU03464	NCU03464.2
NCU03465	NCU03465.2
NCU03466	NCU03466.2
NCU03467	NCU03467.2
NCU03468	NCU03468.2
NCU03469	NCU03469.2
NCU03472	NCU03472.2
NCU03474	NCU03474.2
NCU03475	NCU03475.2
NCU03476	NCU03476.2
NCU03477	NCU03477.2
NCU03478	NCU03478.2
NCU03479	NCU03479.2
NCU03480	NCU03480.2
NCU03481	NCU03481.2
NCU03482	NCU03482.2
NCU03483	NCU03483.2
NCU03484	NCU03484.2
NCU03485	NCU03485.2
NCU03486	NCU03486.2
NCU03488	NCU03488.2
NCU03489	NCU03489.2
NCU03490	NCU03490.2
NCU03491	NCU03491.2
NCU03492	NCU03492.2
NCU03493	NCU03493.2
NCU03494	NCU03494.2
NCU03495	NCU03495.2
NCU03496	NCU03496.2
NCU03497	NCU03497.2
NCU03498	NCU03498.2
NCU03499	NCU03499.2
NCU03500	NCU03500.2
NCU03501	NCU03501.2
NCU03502	NCU03502.2
NCU03503	NCU03503.2
NCU03504	NCU03504.2
NCU03505	NCU03505.2
NCU03506	NCU03506.2
NCU03507	NCU03507.2
NCU03509	NCU03509.2
NCU03511	NCU03511.2
NCU03512	NCU03512.2
NCU03513	NCU03513.2
NCU03514	NCU03514.2
NCU03515	NCU03515.2
NCU03516	NCU03516.2
NCU03517	NCU03517.2
NCU03518	NCU03518.2
NCU03520	NCU03520.2
NCU03523	NCU03523.2
NCU03525	NCU03525.2
NCU03526	NCU03526.2
NCU03527	NCU03527.2
NCU03528	NCU03528.2
NCU03529	NCU03529.2
NCU03530	NCU03530.2
NCU03531	NCU03531.2
NCU03532	NCU03532.2
NCU03533	NCU03533.2
NCU03534	NCU03534.2
NCU03535	NCU03535.2
NCU03536	NCU03536.2
NCU03537	NCU03537.2
NCU03538	NCU03538.2
NCU03539	NCU03539.2
NCU03540	NCU03540.2
NCU03541	NCU03541.2
NCU03542	NCU03542.2
NCU03543	NCU03543.2
NCU03544	NCU03544.2
NCU03545	NCU03545.2
NCU03546	NCU03546.2
NCU03547	NCU03547.2
NCU03548	NCU03548.2
NCU03549	NCU03549.2
NCU03550	NCU03550.2
NCU03551	NCU03551.2
NCU03552	NCU03552.2
NCU03553	NCU03553.2
NCU03554	NCU03554.2
NCU03555	NCU03555.2
NCU03556	NCU03556.2
NCU03557	NCU03557.2
NCU03558	NCU03558.2
NCU03559	NCU03559.2
NCU03560	NCU03560.2
NCU03561	NCU03561.2
NCU03562	NCU03562.2
NCU03563	NCU03563.2
NCU03564	NCU03564.2
NCU03565	NCU03565.2
NCU03566	NCU03566.2
NCU03567	NCU03567.2
NCU03568	NCU03568.2
NCU03569	NCU03569.2
NCU03570	NCU03570.2
NCU03571	NCU03571.2
NCU03572	NCU03572.2
NCU03573	NCU03573.2
NCU03574	NCU03574.2
NCU03575	NCU03575.2
NCU03576	NCU03576.2
NCU03577	NCU03577.2
NCU03578	NCU03578.2
NCU03579	NCU03579.2
NCU03580	NCU03580.2
NCU03581	NCU03581.2
NCU03582	NCU03582.2
NCU03583	NCU03583.2
NCU03584	NCU03584.2
NCU03585	NCU03585.2
NCU03588	NCU03588.2
NCU03589	NCU03589.2
NCU03590	NCU03590.2
NCU03591	NCU03591.2
NCU03592	NCU03592.2
NCU03593	NCU03593.2
NCU03596	NCU03596.2
NCU03597	NCU03597.2
NCU03598	NCU03598.2
NCU03599	NCU03599.2
NCU03600	NCU03600.2
NCU03601	NCU03601.2
NCU03602	NCU03602.2
NCU03603	NCU03603.2
NCU03604	NCU03604.2
NCU03605	NCU03605.2
NCU03606	NCU03606.2
NCU03607	NCU03607.2
NCU03608	NCU03608.2
NCU03610	NCU03610.2
NCU03611	NCU03611.2
NCU03613	NCU03613.2
NCU03614	NCU03614.2
NCU03616	NCU03616.2
NCU03617	NCU03617.2
NCU03618	NCU03618.2
NCU03620	NCU03620.2
NCU03621	NCU03621.2
NCU03622	NCU03622.2
NCU03623	NCU03623.2
NCU03624	NCU03624.2
NCU03625	NCU03625.2
NCU03626	NCU03626.2
NCU03627	NCU03627.2
NCU03628	NCU03628.2
NCU03629	NCU03629.2
NCU03630	NCU03630.2
NCU03631	NCU03631.2
NCU03632	NCU03632.2
NCU03633	NCU03633.2
NCU03634	NCU03634.2
NCU03635	NCU03635.2
NCU03636	NCU03636.2
NCU03637	NCU03637.2
NCU03638	NCU03638.2
NCU03639	NCU03639.2
NCU03640	NCU03640.2
NCU03641	NCU03641.2
NCU03643	NCU03643.2
NCU03644	NCU03644.2
NCU03645	NCU03645.2
NCU03646	NCU03646.2
NCU03647	NCU03647.2
NCU03648	NCU03648.2
NCU03649	NCU03649.2
NCU03650	NCU03650.2
NCU03651	NCU03651.2
NCU03652	NCU03652.2
NCU03653	NCU03653.2
NCU03654	NCU03654.2
NCU03657	NCU03657.2
NCU03658	NCU03658.2
NCU03659	NCU03659.2
NCU03660	NCU03660.2
NCU03661	NCU03661.2
NCU03662	NCU03662.2
NCU03665	NCU03665.2
NCU03667	NCU03667.2
NCU03668	NCU03668.2
NCU03669	NCU03669.2
NCU03670	NCU03670.2
NCU03675	NCU03675.2
NCU03678	NCU03678.2
NCU03679	NCU03679.2
NCU03681	NCU03681.2
NCU03682	NCU03682.2
NCU03684	NCU03684.2
NCU03685	NCU03685.2
NCU03686	NCU03686.2
NCU03689	NCU03689.2
NCU03690	NCU03690.2
NCU03691	NCU03691.2
NCU03692	NCU03692.2
NCU03693	NCU03693.2
NCU03694	NCU03694.2
NCU03695	NCU03695.2
NCU03696	NCU03696.2
NCU03697	NCU03697.2
NCU03698	NCU03698.2
NCU03699	NCU03699.2
NCU03700	NCU03700.2
NCU03701	NCU03701.2
NCU03702	NCU03702.2
NCU03703	NCU03703.2
NCU03704	NCU03704.2
NCU03707	NCU03707.2
NCU03708	NCU03708.2
NCU03709	NCU03709.2
NCU03710	NCU03710.2
NCU03711	NCU03711.2
NCU03712	NCU03712.2
NCU03713	NCU03713.2
NCU03714	NCU03714.2
NCU03715	NCU03715.2
NCU03716	NCU03716.2
NCU03717	NCU03717.2
NCU03718	NCU03718.2
NCU03719	NCU03719.2
NCU03721	NCU03721.2
NCU03725	NCU03725.2
NCU03726	NCU03726.2
NCU03727	NCU03727.2
