geneid	funcatid	gotermid	pubmedid
NCU02407	02.10	 GO:0006099	PMID:15486203
NCU02407	10.03.01.01.03	 GO:0000082	PMID:15486203
NCU02407	70.16	 GO:0005739	PMID:15486203
NCU02411	16.01	 GO:0005515	PMID:15486203
NCU02414	12.04.01	 GO:0006413	PMID:15486203
NCU02414	12.07	 GO:0006445	PMID:15486203
NCU02414	70.03	 GO:0005737	PMID:15486203
NCU02416	01.06	 GO:0006629	PMID:15486203
NCU02421	20.09.07.05	 GO:0006891	PMID:15486203
NCU02423	11.04.03.01	 GO:0008380	PMID:15486203
NCU02423	20.09.04	 GO:0006839	PMID:15486203
NCU02423	70.16	 GO:0005739	PMID:15486203
NCU02424	18.02.01.02	 GO:0004857	PMID:15486203
NCU02430	01.01	 GO:0006520	PMID:15486203
NCU02430	01.01.06.04.01	 GO:0009088	PMID:15486203
NCU02430	01.01.06.04.02	 GO:0006567	PMID:15486203
NCU02430	01.01.06.05.02	 GO:0009087	PMID:15486203
NCU02430	01.01.09.01.02	 GO:0006546	PMID:15486203
NCU02430	01.01.09.02.01	 GO:0006564	PMID:15486203
NCU02430	01.01.09.02.02	 GO:0006565	PMID:15486203
NCU02430	01.02	 GO:0006807	PMID:15486203
NCU02433	14.13.04	 GO:0007039	PMID:15486203
NCU02433	20.09.14	 GO:0030705	PMID:15486203
NCU02435	10.03.04.03	 GO:0030261	PMID:15486203
NCU02435	70.10.03	 GO:0005694	PMID:15486203
NCU02437	10.03.04.03	 GO:0030261	PMID:15486203
NCU02437	70.10.03	 GO:0005694	PMID:15486203
NCU02438	01.05	 GO:0005975	PMID:15486203
NCU02438	02.10	 GO:0006099	PMID:15486203
NCU02438	70.16	 GO:0005739	PMID:15486203
NCU02455	14.01	 GO:0006457	PMID:15486203
NCU02464	01.05.25	 GO:0043609	PMID:15486203
NCU02464	10.03.01	 GO:0000074	PMID:15486203
NCU02464	10.03.03	 GO:0000910	PMID:15486203
NCU02464	34.11.03.07	 GO:0019236	PMID:15486203
NCU02468	40.10	 GO:0008219	PMID:15486203
NCU02472	20.01.15	 GO:0006818	PMID:15486203
NCU02472	70.16	 GO:0005739	PMID:15486203
NCU02473	20.09.01	 GO:0051169	PMID:15486203
NCU02473	70.10	 GO:0005634	PMID:15486203
NCU02475	01.01.09.01.01	 GO:0006545	PMID:15486203
NCU02475	01.01.09.01.02	 GO:0006546	PMID:15486203
NCU02475	01.01.09.02.01	 GO:0006564	PMID:15486203
NCU02475	01.01.09.02.02	 GO:0006565	PMID:15486203
NCU02475	01.02	 GO:0006807	PMID:15486203
NCU02475	01.07	 GO:0006732	PMID:15486203
NCU02478	42.01	 GO:0007047	PMID:15486203
NCU02479	01.01.03.01.01	 GO:0006542	PMID:15486203
NCU02479	01.01.03.01.02	 GO:0006543	PMID:15486203
NCU02479	01.02	 GO:0006807	PMID:15486203
NCU02481	01.05.06.07	 GO:0016054	PMID:15486203
NCU02481	02.04	 GO:0006097	PMID:15486203
NCU02482	01.05.06.07	 GO:0016054	PMID:15486203
NCU02482	02.04	 GO:0006097	PMID:15486203
NCU02485	01.01.09.04.01	 GO:0009094	PMID:15486203
NCU02485	01.01.09.04.02	 GO:0006559	PMID:15486203
NCU02493	14.13.01.01	 GO:0043161	PMID:15486203
NCU02496	10.03.01.01.11	 GO:0007067	PMID:15486203
NCU02496	30.01.05.01	 GO:0007243	PMID:15486203
NCU02497	10.01.03	 GO:0006260	PMID:15486203
NCU02500	34.11.03.07	 GO:0019236	PMID:15486203
NCU02500	34.11.11	 GO:0048511	PMID:15486203
NCU02502	01.06.06.11	 GO:0006694	PMID:15486203
NCU02505	01.05	 GO:0005975	PMID:15486203
NCU02505	01.06.05	 GO:0006633	PMID:15486203
NCU02505	01.07	 GO:0006732	PMID:15486203
NCU02505	02.01	 GO:0006096	PMID:15486203
NCU02505	16.19.03	 GO:0005524	PMID:15486203
NCU02508	11.04.03.01	 GO:0008380	PMID:15486203
NCU02508	70.10	 GO:0005634	PMID:15486203
NCU02509	70.03	 GO:0005737	PMID:15486203
NCU02510	14.04	 GO:0006605	PMID:15486203
NCU02510	70.03	 GO:0005737	PMID:15486203
NCU02511	11.04.01	 GO:0006364	PMID:15486203
NCU02511	12.01	 GO:0007046	PMID:15486203
NCU02511	14.10	 GO:0006461	PMID:15486203
NCU02511	70.10	 GO:0005634	PMID:15486203
NCU02514	02.45.15	 GO:0006091	PMID:15486203
NCU02514	20.01.01.01	 GO:0006812	PMID:15486203
NCU02514	20.03.22	 GO:0042626	PMID:15486203
NCU02514	20.09.04	 GO:0006839	PMID:15486203
NCU02514	34.01.01.03	 GO:0030641	PMID:15486203
NCU02515	14.13.04.02	 GO:0007039	PMID:15486203
NCU02515	70.25	 GO:0005764	PMID:15486203
NCU02522	20.01.27	 GO:0015893	PMID:15486203
NCU02530	02.13	 GO:0045333	PMID:15486203
NCU02530	14.10	 GO:0006461	PMID:15486203
NCU02530	70.16	 GO:0005739	PMID:15486203
NCU02532	14.07.05	 GO:0016579	PMID:15486203
NCU02533	11.02.01	 GO:0009303	PMID:15486203
NCU02533	11.02.02	 GO:0009304	PMID:15486203
NCU02533	16.03.01	 GO:0003677	PMID:15486203
NCU02533	70.10	 GO:0005634	PMID:15486203
NCU02536	01.07.01	 GO:0051188	PMID:15486203
NCU02538	20.09.07	 GO:0016192	PMID:15486203
NCU02538	70.09	 GO:0030133	PMID:15486203
NCU02539	10.01.03	 GO:0006260	PMID:15486203
NCU02539	10.03.01	 GO:0000074	PMID:15486203
NCU02539	70.10	 GO:0005634	PMID:15486203
NCU02541	14.07.02	 GO:0006486	PMID:15486203
NCU02541	20.09.16	 GO:0046903	PMID:15486203
NCU02542	01.05	 GO:0005975	PMID:15486203
NCU02542	02.01	 GO:0006096	PMID:15486203
NCU02542	70.03	 GO:0005737	PMID:15486203
NCU02543	01.01.03.05.01	 GO:0006526	PMID:15486203
NCU02546	16.19.05	 GO:0005525	PMID:15486203
NCU02549	14.07.11	 GO:0016485	PMID:15486203
NCU02549	70.16	 GO:0005739	PMID:15486203
NCU02550	01.05	 GO:0005975	PMID:15486203
NCU02555	10.03.01	 GO:0000074	PMID:15486203
NCU02555	20.09.14	 GO:0030705	PMID:15486203
NCU02563	11.02.03.01	 GO:0006350	PMID:15486203
NCU02563	70.10	 GO:0005634	PMID:15486203
NCU02564	01.01.09.03.01	 GO:0019344	PMID:15486203
NCU02566	12.10	 GO:0004812	PMID:15486203
NCU02580	02.10	 GO:0006099	PMID:15486203
NCU02580	16.21.05	 GO:0050660	PMID:15486203
NCU02582	20.01.03	 GO:0008643	PMID:15486203
NCU02583	01.05.03	 GO:0000272	PMID:15486203
NCU02585	12.10	 GO:0004812	PMID:15486203
NCU02585	70.16	 GO:0005739	PMID:15486203
NCU02586	14.10	 GO:0006461	PMID:15486203
NCU02586	16.01	 GO:0005515	PMID:15486203
NCU02586	20.09.18.09.01	 GO:0006897	PMID:15486203
NCU02587	10.01.05.01	 GO:0006281	PMID:15486203
NCU02587	11.02.03.01.01	 GO:0006352	PMID:15486203
NCU02587	11.02.03.04	 GO:0045449	PMID:15486203
NCU02587	14.10	 GO:0006461	PMID:15486203
NCU02588	10.03.04.09	 GO:0007097	PMID:15486203
NCU02591	20.01.03	 GO:0008643	PMID:15486203
NCU02591	20.03.02.02.01	 GO:0015295	PMID:15486203
NCU02592	01.05.25	 GO:0043609	PMID:15486203
NCU02592	18.02.01	 GO:0050790	PMID:15486203
NCU02592	42.01	 GO:0007047	PMID:15486203
NCU02599	70.07	 GO:0005783	PMID:15486203
NCU02604	11.04.01	 GO:0006364	PMID:15486203
NCU02604	70.10	 GO:0005634	PMID:15486203
NCU02605	11.02.01	 GO:0009303	PMID:15486203
NCU02605	11.02.02	 GO:0009304	PMID:15486203
NCU02605	11.02.03.01	 GO:0006350	PMID:15486203
NCU02614	14.01	 GO:0006457	PMID:15486203
NCU02615	11.02.03.01	 GO:0006350	PMID:15486203
NCU02621	11.02.03.04	 GO:0045449	PMID:15486203
NCU02624	01.06.06.11	 GO:0006694	PMID:15486203
NCU02629	01.03.01.03	 GO:0006164	PMID:15486203
NCU02630	14.01	 GO:0006457	PMID:15486203
NCU02630	14.13	 GO:0030163	PMID:15486203
NCU02630	32.01	 GO:0006950	PMID:15486203
NCU02633	11.04.03.01	 GO:0008380	PMID:15486203
NCU02633	16.03.03	 GO:0003723	PMID:15486203
NCU02633	70.10	 GO:0005634	PMID:15486203
NCU02635	14.07.02	 GO:0006486	PMID:15486203
NCU02635	42.01	 GO:0007047	PMID:15486203
NCU02635	70.08	 GO:0005794	PMID:15486203
NCU02640	70.10.07	 GO:0005730	PMID:15486203
NCU02650	14.10	 GO:0006461	PMID:15486203
NCU02650	14.13.01.01	 GO:0043161	PMID:15486203
NCU02653	20.01.23	 GO:0015720	PMID:15486203
NCU02657	01.01.06.05.02	 GO:0009087	PMID:15486203
NCU02669	14.04	 GO:0006605	PMID:15486203
NCU02669	20.09.07	 GO:0016192	PMID:15486203
NCU02669	20.09.13	 GO:0007034	PMID:15486203
NCU02671	11.02.03.04	 GO:0045449	PMID:15486203
NCU02675	11.04.01	 GO:0006364	PMID:15486203
NCU02680	14.04	 GO:0006605	PMID:15486203
NCU02680	20.09.01	 GO:0051169	PMID:15486203
NCU02681	14.04	 GO:0006605	PMID:15486203
NCU02681	70.07	 GO:0005783	PMID:15486203
NCU02683	10.01.03	 GO:0006260	PMID:15486203
NCU02683	34.11.03.07	 GO:0019236	PMID:15486203
NCU02693	01.06	 GO:0006629	PMID:15486203
NCU02702	01.05	 GO:0005975	PMID:15486203
NCU02702	02.07	 GO:0006098	PMID:15486203
NCU02704	01.01	 GO:0006520	PMID:15486203
NCU02704	01.05	 GO:0005975	PMID:15486203
NCU02705	14.10	 GO:0006461	PMID:15486203
NCU02706	14.04	 GO:0006605	PMID:15486203
NCU02706	20.09.07	 GO:0016192	PMID:15486203
NCU02706	70.08	 GO:0005794	PMID:15486203
NCU02712	01.05	 GO:0005975	PMID:15486203
NCU02712	14.07.03	 GO:0006468	PMID:15486203
NCU02713	11.02.03.04.03	 GO:0016564	PMID:15486203
NCU02716	11.04.03.01	 GO:0008380	PMID:15486203
NCU02716	70.10	 GO:0005634	PMID:15486203
NCU02717	11.04.03.01	 GO:0008380	PMID:15486203
NCU02717	14.10	 GO:0006461	PMID:15486203
NCU02717	70.10	 GO:0005634	PMID:15486203
NCU02724	11.02.03.04	 GO:0045449	PMID:15486203
NCU02724	16.03.01	 GO:0003677	PMID:15486203
NCU02726	01.06.02.01	 GO:0008654	PMID:15486203
NCU02727	01.01.09.01.02	 GO:0006546	PMID:15486203
NCU02728	11.04.03.01	 GO:0008380	PMID:15486203
NCU02728	70.10	 GO:0005634	PMID:15486203
NCU02729	11.02.03.04	 GO:0045449	PMID:15486203
NCU02729	40.01.05	 GO:0008361	PMID:15486203
NCU02729	70.10	 GO:0005634	PMID:15486203
NCU02734	02.10	 GO:0006099	PMID:15486203
NCU02738	16.17.01	 GO:0005509	PMID:15486203
NCU02738	30.01	 GO:0007242	PMID:15486203
NCU02738	40.10.02	 GO:0006915	PMID:15486203
NCU02741	10.01.05	 GO:0006281	PMID:15486203
NCU02741	70.10	 GO:0005634	PMID:15486203
NCU02744	70.03	 GO:0005737	PMID:15486203
NCU02746	02.45.15	 GO:0006091	PMID:15486203
NCU02746	20.01.01.01	 GO:0006812	PMID:15486203
NCU02746	20.03.22	 GO:0042626	PMID:15486203
NCU02746	20.09.13	 GO:0007034	PMID:15486203
NCU02746	34.01.01.03	 GO:0030641	PMID:15486203
NCU02746	70.25	 GO:0005764	PMID:15486203
NCU02751	14.07.03	 GO:0006468	PMID:15486203
NCU02752	11.02.03.04.01	 GO:0016563	PMID:15486203
NCU02754	14.07.03	 GO:0006468	PMID:15486203
NCU02754	34.11.11	 GO:0048511	PMID:15486203
NCU02757	70.16	 GO:0005739	PMID:15486203
NCU02771	01.07.01	 GO:0051188	PMID:15486203
NCU02771	01.20.19.01	 GO:0006779	PMID:15486203
NCU02771	70.03	 GO:0005737	PMID:15486203
NCU02776	10.03.01.01.05	 GO:0000084	PMID:15486203
NCU02778	01.05	 GO:0005975	PMID:15486203
NCU02778	14.07	 GO:0006464	PMID:15486203
NCU02778	70.07	 GO:0005783	PMID:15486203
NCU02780	11.04.03.01	 GO:0008380	PMID:15486203
NCU02781	40.01	 GO:0016049	PMID:15486203
NCU02781	42.04.03	 GO:0030036	PMID:15486203
NCU02781	70.04	 GO:0005856	PMID:15486203
NCU02783	20.01.07	 GO:0006865	PMID:15486203
NCU02785	01.05.11.04	 GO:0019438	PMID:15486203
NCU02787	11.02.03.04	 GO:0045449	PMID:15486203
NCU02787	16.03.01	 GO:0003677	PMID:15486203
NCU02789	42.10.03	 GO:0051276	PMID:15486203
NCU02795	10.01.09.05	 GO:0006265	PMID:15486203
NCU02795	11.02.03.04	 GO:0045449	PMID:15486203
NCU02795	14.07	 GO:0006464	PMID:15486203
NCU02795	42.10.03	 GO:0051276	PMID:15486203
NCU02795	70.10.03	 GO:0005694	PMID:15486203
NCU02797	01.05	 GO:0005975	PMID:15486203
NCU02802	01.01	 GO:0006520	PMID:15486203
NCU02802	20.01.07	 GO:0006865	PMID:15486203
NCU02802	20.09.04	 GO:0006839	PMID:15486203
NCU02802	70.16	 GO:0005739	PMID:15486203
NCU02803	11.04.03.01	 GO:0008380	PMID:15486203
NCU02803	16.19.03	 GO:0005524	PMID:15486203
NCU02804	70.16	 GO:0005739	PMID:15486203
NCU02807	02.13	 GO:0045333	PMID:15486203
NCU02807	18.02.01	 GO:0050790	PMID:15486203
NCU02807	70.16	 GO:0005739	PMID:15486203
NCU02808	20.09.01	 GO:0051169	PMID:15486203
NCU02808	70.10	 GO:0005634	PMID:15486203
NCU02810	12.04.01	 GO:0006413	PMID:15486203
NCU02810	16.19.05	 GO:0005525	PMID:15486203
NCU02810	70.03	 GO:0005737	PMID:15486203
NCU02814	10.03.01.03	 GO:0000075	PMID:15486203
NCU02814	14.07.03	 GO:0006468	PMID:15486203
NCU02814	30.01	 GO:0007242	PMID:15486203
NCU02814	70.10	 GO:0005634	PMID:15486203
NCU02815	14.07.03	 GO:0006468	PMID:15486203
NCU02815	30.05.01.10	 GO:0000160	PMID:15486203
NCU02815	34.11.03.13	 GO:0005034	PMID:15486203
NCU02815	42.01	 GO:0007047	PMID:15486203
NCU02815	43.01.03.06	 GO:0030448	PMID:15486203
NCU02829	01.05	 GO:0005975	PMID:15486203
NCU02839	14.01	 GO:0006457	PMID:15486203
NCU02839	70.03	 GO:0005737	PMID:15486203
NCU02850	01.05	 GO:0005975	PMID:15486203
NCU02850	02.16	 GO:0006113	PMID:15486203
NCU02852	01.20	 GO:0019748	PMID:15486203
NCU02855	01.05	 GO:0005975	PMID:15486203
NCU02885	14.07.03	 GO:0006468	PMID:15486203
NCU02885	30.01	 GO:0007242	PMID:15486203
NCU02887	20.03.01.01	 GO:0005216	PMID:15486203
NCU02887	34.01.01.01	 GO:0006875	PMID:15486203
NCU02894	01.06	 GO:0006629	PMID:15486203
NCU02903	30.01	 GO:0007242	PMID:15486203
NCU02904	01.05.11.07.01	 GO:0019439	PMID:15486203
NCU02904	01.20	 GO:0019748	PMID:15486203
NCU02905	70.03	 GO:0005737	PMID:15486203
NCU02906	01.05	 GO:0005975	PMID:15486203
NCU02906	70.16	 GO:0005739	PMID:15486203
NCU02909	01.05.03	 GO:0000272	PMID:15486203
NCU02913	11.02.03.04	 GO:0045449	PMID:15486203
NCU02914	14.07.05	 GO:0016579	PMID:15486203
NCU02916	01.05.03	 GO:0000272	PMID:15486203
NCU02922	01.05	 GO:0005975	PMID:15486203
NCU02923	01.05	 GO:0005975	PMID:15486203
NCU02924	01.05	 GO:0005975	PMID:15486203
NCU02925	01.05	 GO:0005975	PMID:15486203
NCU02925	01.20	 GO:0019748	PMID:15486203
NCU02926	01.05	 GO:0005975	PMID:15486203
NCU02926	01.20	 GO:0019748	PMID:15486203
NCU02926	16.21.05	 GO:0050660	PMID:15486203
NCU02927	01.05	 GO:0005975	PMID:15486203
NCU02930	01.07.01	 GO:0051188	PMID:15486203
NCU02930	01.07.03	 GO:0009111	PMID:15486203
NCU02934	11.02.03.04.01	 GO:0016563	PMID:15486203
NCU02934	70.10	 GO:0005634	PMID:15486203
NCU02936	01.01	 GO:0006520	PMID:15486203
NCU02948	01.05.11.07.01	 GO:0019439	PMID:15486203
NCU02954	01.01.11.02.01	 GO:0009097	PMID:15486203
NCU02954	01.01.11.03.01	 GO:0009099	PMID:15486203
NCU02954	01.01.11.04.01	 GO:0009098	PMID:15486203
NCU02955	12.04.02	 GO:0006414	PMID:15486203
NCU02955	70.16	 GO:0005739	PMID:15486203
NCU02956	14.13	 GO:0030163	PMID:15486203
NCU02961	01.03.16.01	 GO:0006401	PMID:15486203
NCU02963	11.02.03.04.03	 GO:0016564	PMID:15486203
NCU02963	14.01	 GO:0006457	PMID:15486203
NCU02965	10.01.03	 GO:0006260	PMID:15486203
NCU02965	70.10	 GO:0005634	PMID:15486203
NCU02966	30.01	 GO:0007242	PMID:15486203
NCU02967	14.13	 GO:0030163	PMID:15486203
NCU02968	11.02.03.04	 GO:0045449	PMID:15486203
NCU02970	14.01	 GO:0006457	PMID:15486203
NCU02970	32.01	 GO:0006950	PMID:15486203
NCU02979	01.03.01	 GO:0006163	PMID:15486203
NCU02980	01.05	 GO:0005975	PMID:15486203
NCU02980	14.07	 GO:0006464	PMID:15486203
NCU02980	20.01.03	 GO:0008643	PMID:15486203
NCU02980	70.08	 GO:0005794	PMID:15486203
NCU02982	14.13	 GO:0030163	PMID:15486203
NCU02988	40.01	 GO:0016049	PMID:15486203
NCU02988	70.04	 GO:0005856	PMID:15486203
NCU03001	10.03.01.03	 GO:0000075	PMID:15486203
NCU03004	01.05	 GO:0005975	PMID:15486203
NCU03004	02.01	 GO:0006096	PMID:15486203
NCU03004	70.16	 GO:0005739	PMID:15486203
NCU03006	01.06	 GO:0006629	PMID:15486203
NCU03009	70.10.03	 GO:0005694	PMID:15486203
NCU03010	01.01	 GO:0006520	PMID:15486203
NCU03010	70.03	 GO:0005737	PMID:15486203
NCU03011	14.07	 GO:0006464	PMID:15486203
NCU03011	18.02.01.01	 GO:0043085	PMID:15486203
NCU03013	32.01	 GO:0006950	PMID:15486203
NCU03015	34.11.03.07	 GO:0019236	PMID:15486203
NCU03021	20.09.16	 GO:0046903	PMID:15486203
NCU03021	34.11.03.11	 GO:0009268	PMID:15486203
NCU03023	01.05.11.07.01	 GO:0019439	PMID:15486203
NCU03024	20.09.07	 GO:0016192	PMID:15486203
NCU03024	70.08	 GO:0005794	PMID:15486203
NCU03026	01.05.09.04	 GO:0046349	PMID:15486203
NCU03026	01.05.09.07	 GO:0046348	PMID:15486203
NCU03028	10.03.01	 GO:0000074	PMID:15486203
NCU03029	01.02.07	 GO:0006792	PMID:15486203
NCU03030	11.02.03	 GO:0009299	PMID:15486203
NCU03030	11.04.03.01	 GO:0008380	PMID:15486203
NCU03030	12.10	 GO:0004812	PMID:15486203
NCU03030	70.16	 GO:0005739	PMID:15486203
NCU03031	01.05	 GO:0005975	PMID:15486203
NCU03031	02.10	 GO:0006099	PMID:15486203
NCU03031	02.13	 GO:0045333	PMID:15486203
NCU03031	70.16	 GO:0005739	PMID:15486203
NCU03032	01.06	 GO:0006629	PMID:15486203
NCU03033	11.02.03.04	 GO:0045449	PMID:15486203
NCU03037	10.01.09.05	 GO:0006265	PMID:15486203
NCU03037	14.07.09	 GO:0018126	PMID:15486203
NCU03038	70.03	 GO:0005737	PMID:15486203
NCU03039	11.04.03.01	 GO:0008380	PMID:15486203
NCU03039	16.03.03	 GO:0003723	PMID:15486203
NCU03042	11.04.03.01	 GO:0008380	PMID:15486203
NCU03042	70.10.09	 GO:0016607	PMID:15486203
NCU03043	11.02.03.04	 GO:0045449	PMID:15486203
NCU03043	16.03.01	 GO:0003677	PMID:15486203
NCU03043	70.10	 GO:0005634	PMID:15486203
NCU03050	14.10	 GO:0006461	PMID:15486203
NCU03050	42.04.03	 GO:0030036	PMID:15486203
NCU03050	70.04.03	 GO:0015629	PMID:15486203
NCU03051	11.04.01	 GO:0006364	PMID:15486203
NCU03051	16.03.03	 GO:0003723	PMID:15486203
NCU03051	70.10	 GO:0005634	PMID:15486203
NCU03055	01.05	 GO:0005975	PMID:15486203
NCU03055	14.07.02.02	 GO:0006487	PMID:15486203
NCU03055	42.01	 GO:0007047	PMID:15486203
NCU03055	42.04.03	 GO:0030036	PMID:15486203
NCU03059	10.01.09.05	 GO:0006265	PMID:15486203
NCU03059	11.02.03.04	 GO:0045449	PMID:15486203
NCU03059	14.07.04	 GO:0006473	PMID:15486203
NCU03062	11.04.03.01	 GO:0008380	PMID:15486203
NCU03062	70.10	 GO:0005634	PMID:15486203
NCU03065	10.03.01	 GO:0000074	PMID:15486203
NCU03066	12.01	 GO:0007046	PMID:15486203
NCU03066	16.19.05	 GO:0005525	PMID:15486203
NCU03066	70.10	 GO:0005634	PMID:15486203
NCU03071	14.07.03	 GO:0006468	PMID:15486203
NCU03071	18.02.01.01	 GO:0043085	PMID:15486203
NCU03071	30.01.05.01.03	 GO:0000165	PMID:15486203
NCU03071	32.01	 GO:0006950	PMID:15486203
NCU03076	01.01.03.02.01	 GO:0006537	PMID:15486203
NCU03080	14.07.11	 GO:0016485	PMID:15486203
NCU03080	70.16	 GO:0005739	PMID:15486203
NCU03087	30.01	 GO:0007242	PMID:15486203
NCU03089	42.04.03	 GO:0030036	PMID:15486203
NCU03089	70.04.03	 GO:0015629	PMID:15486203
NCU03092	11.02.03	 GO:0009299	PMID:15486203
NCU03092	11.04.03	 GO:0006397	PMID:15486203
NCU03092	16.03.03	 GO:0003723	PMID:15486203
NCU03092	42.10	 GO:0006997	PMID:15486203
NCU03095	11.02.03.01	 GO:0006350	PMID:15486203
NCU03095	70.10	 GO:0005634	PMID:15486203
NCU03096	11.02.03.01	 GO:0006350	PMID:15486203
NCU03096	11.02.03.04	 GO:0045449	PMID:15486203
NCU03099	16.03.03	 GO:0003723	PMID:15486203
NCU03102	70.03	 GO:0005737	PMID:15486203
NCU03103	42.05	 GO:0051297	PMID:15486203
NCU03103	70.05	 GO:0005813	PMID:15486203
NCU03112	02.13	 GO:0045333	PMID:15486203
NCU03112	20.01.15	 GO:0006818	PMID:15486203
NCU03112	70.16	 GO:0005739	PMID:15486203
NCU03113	14.10	 GO:0006461	PMID:15486203
NCU03114	11.02.03.04	 GO:0045449	PMID:15486203
NCU03114	70.10	 GO:0005634	PMID:15486203
NCU03115	34.11.03.07	 GO:0019236	PMID:15486203
NCU03115	40.01.03	 GO:0051211	PMID:15486203
NCU03116	10.03.05.03	 GO:0030037	PMID:15486203
NCU03116	42.04	 GO:0007010	PMID:15486203
NCU03117	01.03.01.03	 GO:0006164	PMID:15486203
NCU03118	01.01.06.06.01	 GO:0009085	PMID:15486203
NCU03118	01.01.06.06.02	 GO:0006554	PMID:15486203
NCU03118	16.21.07	 GO:0051287	PMID:15486203
NCU03118	70.03	 GO:0005737	PMID:15486203
NCU03120	01.02.02.06	 GO:0019676	PMID:15486203
NCU03120	11.02.03.04.01	 GO:0016563	PMID:15486203
NCU03126	11.02.03.04	 GO:0045449	PMID:15486203
NCU03126	16.03.01	 GO:0003677	PMID:15486203
NCU03126	40.01	 GO:0016049	PMID:15486203
NCU03126	70.10.03	 GO:0005694	PMID:15486203
NCU03127	01.01.05.03	 GO:0000050	PMID:15486203
NCU03134	01.05	 GO:0005975	PMID:15486203
NCU03138	11.02.03.01	 GO:0006350	PMID:15486203
NCU03139	01.01.09.07.01	 GO:0000105	PMID:15486203
NCU03141	01.06	 GO:0006629	PMID:15486203
NCU03147	02.13	 GO:0045333	PMID:15486203
NCU03147	14.10	 GO:0006461	PMID:15486203
NCU03150	12.01	 GO:0007046	PMID:15486203
NCU03150	70.03	 GO:0005737	PMID:15486203
NCU03154	01.07.01	 GO:0051188	PMID:15486203
NCU03156	02.13.03	 GO:0009060	PMID:15486203
NCU03156	20.01.15	 GO:0006818	PMID:15486203
NCU03156	70.16	 GO:0005739	PMID:15486203
NCU03159	11.04.01	 GO:0006364	PMID:15486203
NCU03164	14.07.03	 GO:0006468	PMID:15486203
NCU03164	30.05.01.10	 GO:0000160	PMID:15486203
NCU03166	01.03.01	 GO:0006163	PMID:15486203
NCU03168	14.13	 GO:0030163	PMID:15486203
NCU03169	16.03.03	 GO:0003723	PMID:15486203
NCU03170	01.07.01	 GO:0051188	PMID:15486203
NCU03171	34.11.03.07	 GO:0019236	PMID:15486203
NCU03177	14.10	 GO:0006461	PMID:15486203
NCU03177	34.01.01.01	 GO:0006875	PMID:15486203
NCU03177	70.16	 GO:0005739	PMID:15486203
NCU03184	11.02.03.04	 GO:0045449	PMID:15486203
NCU03184	70.10	 GO:0005634	PMID:15486203
NCU03187	10.03.01.01.07	 GO:0000085	PMID:15486203
NCU03187	14.07.03	 GO:0006468	PMID:15486203
NCU03187	30.01.05.01	 GO:0007243	PMID:15486203
NCU03188	01.05	 GO:0005975	PMID:15486203
NCU03188	01.07.01	 GO:0051188	PMID:15486203
NCU03190	10.03.02	 GO:0007126	PMID:15486203
NCU03190	10.03.04.05	 GO:0007059	PMID:15486203
NCU03190	70.10	 GO:0005634	PMID:15486203
NCU03191	01.06	 GO:0006629	PMID:15486203
NCU03191	14.07	 GO:0006464	PMID:15486203
NCU03194	01.03.01	 GO:0006163	PMID:15486203
NCU03197	14.07.03	 GO:0006468	PMID:15486203
NCU03197	30.01	 GO:0007242	PMID:15486203
NCU03199	20.03.22	 GO:0042626	PMID:15486203
NCU03199	34.01.01.03	 GO:0030641	PMID:15486203
NCU03204	70.10	 GO:0005634	PMID:15486203
NCU03207	11.04.01	 GO:0006364	PMID:15486203
NCU03207	11.04.02	 GO:0008033	PMID:15486203
NCU03207	20.01.21	 GO:0050658	PMID:15486203
NCU03207	70.03	 GO:0005737	PMID:15486203
NCU03214	20.09.07	 GO:0016192	PMID:15486203
NCU03214	70.07	 GO:0005783	PMID:15486203
NCU03216	01.03.01	 GO:0006163	PMID:15486203
NCU03217	11.04.03.01	 GO:0008380	PMID:15486203
NCU03218	14.04	 GO:0006605	PMID:15486203
NCU03219	14.07.11	 GO:0016485	PMID:15486203
NCU03223	01.06	 GO:0006629	PMID:15486203
NCU03223	70.07	 GO:0005783	PMID:15486203
NCU03225	30.01	 GO:0007242	PMID:15486203
NCU03226	16.03.03	 GO:0003723	PMID:15486203
NCU03228	16.19.03	 GO:0005524	PMID:15486203
NCU03228	32.01	 GO:0006950	PMID:15486203
NCU03229	14.04	 GO:0006605	PMID:15486203
NCU03229	20.09.04	 GO:0006839	PMID:15486203
NCU03229	70.16	 GO:0005739	PMID:15486203
NCU03230	70.16	 GO:0005739	PMID:15486203
NCU03231	14.10	 GO:0006461	PMID:15486203
NCU03231	20.03.22	 GO:0042626	PMID:15486203
NCU03231	70.16	 GO:0005739	PMID:15486203
NCU03233	02.13	 GO:0045333	PMID:15486203
NCU03233	70.16	 GO:0005739	PMID:15486203
NCU03235	01.02	 GO:0006807	PMID:15486203
NCU03235	20.01.01.07.05	 GO:0008272	PMID:15486203
NCU03235	34.01.03.01	 GO:0030642	PMID:15486203
NCU03237	10.03.01.03	 GO:0000075	PMID:15486203
NCU03241	14.01	 GO:0006457	PMID:15486203
NCU03241	16.01	 GO:0005515	PMID:15486203
NCU03243	01.06	 GO:0006629	PMID:15486203
NCU03243	16.17.07	 GO:0000287	PMID:15486203
NCU03254	01.05.03	 GO:0000272	PMID:15486203
NCU03255	01.04	 GO:0006796	PMID:15486203
NCU03257	20.01.01.01	 GO:0006812	PMID:15486203
