geneid	geneidv1
NCU00216	NCU00216.1
NCU16667	NCU00217.1
NCU16668	NCU00217.1
NCU00218	NCU00218.1
NCU00219	NCU00219.1
NCU00220	NCU00220.1
NCU00221	NCU00221.1
NCU00222	NCU00222.1
NCU00223	NCU00223.1
NCU00224	NCU00224.1
NCU00225	NCU00225.1
NCU00226	NCU00226.1
NCU00227	NCU00227.1
NCU00229	NCU00229.1
NCU00230	NCU00230.1
NCU00231	NCU00231.1
NCU00232	NCU00232.1
NCU00233	NCU00233.1
NCU00234	NCU00234.1
NCU11175	NCU00235.1
NCU11176	NCU00235.1
NCU00236	NCU00236.1
NCU00237	NCU00237.1
NCU00238	NCU00238.1
NCU00239	NCU00239.1
NCU00240	NCU00240.1
NCU00241	NCU00241.1
NCU00242	NCU00242.1
NCU00243	NCU00243.1
NCU00244	NCU00244.1
NCU00245	NCU00245.1
NCU00246	NCU00246.1
NCU00247	NCU00247.1
NCU00248	NCU00248.1
NCU00249	NCU00249.1
NCU00250	NCU00250.1
NCU00251	NCU00251.1
NCU00252	NCU00252.1
NCU00253	NCU00253.1
NCU00254	NCU00254.1
NCU15831	NCU00255.1
NCU15831	NCU00256.1
NCU00257	NCU00257.1
NCU00258	NCU00258.1
NCU00259	NCU00259.1
NCU00260	NCU00260.1
NCU00261	NCU00261.1
NCU00262	NCU00262.1
NCU00263	NCU00263.1
NCU00264	NCU00264.1
NCU00265	NCU00265.1
NCU00267	NCU00267.1
NCU00268	NCU00268.1
NCU00269	NCU00269.1
NCU00270	NCU00270.1
NCU00271	NCU00271.1
NCU00272	NCU00272.1
NCU00273	NCU00273.1
NCU00274	NCU00274.1
NCU00275	NCU00275.1
NCU00276	NCU00276.1
NCU00277	NCU00277.1
NCU00278	NCU00278.1
NCU00279	NCU00279.1
NCU00280	NCU00280.1
NCU00281	NCU00281.1
NCU00282	NCU00282.1
NCU00283	NCU00283.1
NCU00284	NCU00284.1
NCU00285	NCU00285.1
NCU00287	NCU00287.1
NCU00288	NCU00288.1
NCU00289	NCU00289.1
NCU00290	NCU00290.1
NCU00291	NCU00291.1
NCU00292	NCU00292.1
NCU00293	NCU00293.1
NCU00294	NCU00294.1
NCU00295	NCU00295.1
NCU00296	NCU00296.1
NCU00297	NCU00297.1
NCU00298	NCU00298.1
NCU00299	NCU00299.1
NCU00300	NCU00300.1
NCU00301	NCU00301.1
NCU00302	NCU00302.1
NCU16676	NCU00302.1
NCU00303	NCU00303.1
NCU00304	NCU00304.1
NCU00305	NCU00305.1
NCU00306	NCU00306.1
NCU00307	NCU00307.1
NCU00308	NCU00308.1
NCU00309	NCU00309.1
NCU00310	NCU00310.1
NCU00311	NCU00311.1
NCU00312	NCU00312.1
NCU00313	NCU00313.1
NCU00314	NCU00314.1
NCU00315	NCU00315.1
NCU00316	NCU00316.1
NCU00317	NCU00317.1
NCU00318	NCU00318.1
NCU00319	NCU00319.1
NCU00320	NCU00320.1
NCU00321	NCU00321.1
NCU00322	NCU00322.1
NCU00324	NCU00324.1
NCU00325	NCU00325.1
NCU00326	NCU00326.1
NCU00327	NCU00327.1
NCU00329	NCU00329.1
NCU00330	NCU00330.1
NCU00331	NCU00331.1
NCU00332	NCU00332.1
NCU00333	NCU00333.1
NCU00334	NCU00334.1
NCU00335	NCU00335.1
NCU00336	NCU00336.1
NCU00337	NCU00337.1
NCU00338	NCU00338.1
NCU00339	NCU00339.1
NCU00340	NCU00340.1
NCU00343	NCU00343.1
NCU00344	NCU00344.1
NCU00345	NCU00345.1
NCU00346	NCU00346.1
NCU00347	NCU00347.1
NCU00348	NCU00348.1
NCU00349	NCU00349.1
NCU00350	NCU00350.1
NCU00351	NCU00351.1
NCU00352	NCU00352.1
NCU00353	NCU00353.1
NCU00354	NCU00354.1
NCU00355	NCU00355.1
NCU00356	NCU00356.1
NCU00357	NCU00357.1
NCU00358	NCU00358.1
NCU00359	NCU00359.1
NCU00360	NCU00360.1
NCU00361	NCU00361.1
NCU00362	NCU00362.1
NCU00363	NCU00363.1
NCU00364	NCU00364.1
NCU00365	NCU00365.1
NCU00366	NCU00366.1
NCU00367	NCU00367.1
NCU00368	NCU00368.1
NCU00369	NCU00369.1
NCU00370	NCU00370.1
NCU00371	NCU00371.1
NCU00372	NCU00372.1
NCU00373	NCU00373.1
NCU00375	NCU00375.1
NCU00376	NCU00376.1
NCU00377	NCU00377.1
NCU00378	NCU00378.1
NCU00379	NCU00379.1
NCU00380	NCU00380.1
NCU11180	NCU00381.1
NCU11181	NCU00381.1
NCU00382	NCU00382.1
NCU00384	NCU00384.1
NCU00385	NCU00385.1
NCU00386	NCU00386.1
NCU00387	NCU00387.1
NCU00388	NCU00388.1
NCU00389	NCU00389.1
NCU00391	NCU00391.1
NCU00392	NCU00392.1
NCU16682	NCU00393.1
NCU16682	NCU00394.1
NCU00395	NCU00395.1
NCU00396	NCU00396.1
NCU00397	NCU00397.1
NCU00398	NCU00398.1
NCU00399	NCU00399.1
NCU00400	NCU00400.1
NCU00401	NCU00401.1
NCU00403	NCU00403.1
NCU00404	NCU00404.1
NCU00405	NCU00405.1
NCU00406	NCU00406.1
NCU00407	NCU00407.1
NCU00408	NCU00408.1
NCU00409	NCU00409.1
NCU00410	NCU00410.1
NCU00411	NCU00411.1
NCU00412	NCU00412.1
NCU00413	NCU00413.1
NCU00414	NCU00414.1
NCU00415	NCU00415.1
NCU00416	NCU00416.1
NCU00417	NCU00417.1
NCU00418	NCU00418.1
NCU00419	NCU00419.1
NCU00420	NCU00420.1
NCU00421	NCU00421.1
NCU00422	NCU00422.1
NCU00423	NCU00423.1
NCU00424	NCU00424.1
NCU00425	NCU00425.1
NCU00426	NCU00426.1
NCU00427	NCU00427.1
NCU00428	NCU00428.1
NCU00430	NCU00430.1
NCU00431	NCU00431.1
NCU00432	NCU00432.1
NCU00434	NCU00434.1
NCU00435	NCU00435.1
NCU00436	NCU00436.1
NCU00437	NCU00437.1
NCU00438	NCU00438.1
NCU00439	NCU00439.1
NCU00440	NCU00440.1
NCU00441	NCU00441.1
NCU00442	NCU00442.1
NCU00443	NCU00443.1
NCU00444	NCU00444.1
NCU00445	NCU00445.1
NCU00446	NCU00446.1
NCU00447	NCU00447.1
NCU00448	NCU00448.1
NCU00449	NCU00449.1
NCU00450	NCU00450.1
NCU00451	NCU00451.1
NCU00453	NCU00453.1
NCU00454	NCU00454.1
NCU00455	NCU00455.1
NCU00456	NCU00456.1
NCU00457	NCU00457.1
NCU00458	NCU00458.1
NCU00459	NCU00459.1
NCU00461	NCU00461.1
NCU00462	NCU00462.1
NCU00463	NCU00463.1
NCU00464	NCU00464.1
NCU00465	NCU00465.1
NCU00466	NCU00466.1
NCU00467	NCU00467.1
NCU00468	NCU00468.1
NCU00469	NCU00469.1
NCU00470	NCU00470.1
NCU00471	NCU00471.1
NCU00472	NCU00472.1
NCU00473	NCU00473.1
NCU00474	NCU00474.1
NCU00475	NCU00475.1
NCU00476	NCU00476.1
NCU00477	NCU00477.1
NCU00478	NCU00478.1
NCU00480	NCU00480.1
NCU00481	NCU00481.1
NCU00483	NCU00483.1
NCU00484	NCU00484.1
NCU00485	NCU00485.1
NCU00486	NCU00486.1
NCU00487	NCU00487.1
NCU00488	NCU00488.1
NCU11185	NCU00488.1
NCU00489	NCU00489.1
NCU00490	NCU00490.1
NCU00491	NCU00491.1
NCU00492	NCU00492.1
NCU00493	NCU00493.1
NCU00494	NCU00494.1
NCU00495	NCU00495.1
NCU00496	NCU00496.1
NCU00497	NCU00497.1
NCU00498	NCU00498.1
NCU00499	NCU00499.1
NCU00500	NCU00500.1
NCU00501	NCU00501.1
NCU00502	NCU00502.1
NCU00503	NCU00503.1
NCU00504	NCU00504.1
NCU00505	NCU00505.1
NCU00506	NCU00506.1
NCU00509	NCU00509.1
NCU00510	NCU00510.1
NCU00512	NCU00512.1
NCU00513	NCU00513.1
NCU00515	NCU00515.1
NCU00517	NCU00517.1
NCU00518	NCU00518.1
NCU00519	NCU00519.1
NCU00520	NCU00520.1
NCU00521	NCU00521.1
NCU00522	NCU00522.1
NCU00523	NCU00523.1
NCU16457	NCU00523.1
NCU00524	NCU00524.1
NCU00525	NCU00525.1
NCU00526	NCU00526.1
NCU00527	NCU00527.1
NCU00528	NCU00528.1
NCU00529	NCU00529.1
NCU00530	NCU00530.1
NCU00531	NCU00531.1
NCU00532	NCU00532.1
NCU00533	NCU00533.1
NCU00534	NCU00534.1
NCU00535	NCU00535.1
NCU00536	NCU00536.1
NCU00537	NCU00537.1
NCU00538	NCU00538.1
NCU00541	NCU00541.1
NCU00542	NCU00542.1
NCU10916	NCU00543.1
NCU10916	NCU00544.1
NCU00545	NCU00545.1
NCU00547	NCU00547.1
NCU00548	NCU00548.1
NCU00549	NCU00549.1
NCU16455	NCU00549.1
NCU00550	NCU00550.1
NCU00551	NCU00551.1
NCU00552	NCU00552.1
NCU00553	NCU00553.1
NCU00554	NCU00554.1
NCU00556	NCU00556.1
NCU00557	NCU00557.1
NCU00558	NCU00558.1
NCU00559	NCU00559.1
NCU00560	NCU00560.1
NCU00561	NCU00561.1
NCU00562	NCU00562.1
NCU00563	NCU00563.1
NCU00564	NCU00564.1
NCU00565	NCU00565.1
NCU00566	NCU00566.1
NCU00567	NCU00567.1
NCU00568	NCU00568.1
NCU00569	NCU00569.1
NCU00570	NCU00570.1
NCU00571	NCU00571.1
NCU00572	NCU00572.1
NCU00573	NCU00573.1
NCU00574	NCU00574.1
NCU00575	NCU00575.1
NCU00576	NCU00576.1
NCU00577	NCU00577.1
NCU00578	NCU00578.1
NCU00579	NCU00579.1
NCU00580	NCU00580.1
NCU00581	NCU00581.1
NCU00582	NCU00582.1
NCU00583	NCU00583.1
NCU00584	NCU00584.1
NCU00585	NCU00585.1
NCU00586	NCU00586.1
NCU00587	NCU00587.1
NCU00589	NCU00589.1
NCU00590	NCU00590.1
NCU00591	NCU00591.1
NCU00592	NCU00592.1
NCU00593	NCU00593.1
NCU00594	NCU00594.1
NCU00595	NCU00595.1
NCU00596	NCU00596.1
NCU00597	NCU00597.1
NCU00598	NCU00598.1
NCU00599	NCU00599.1
NCU00600	NCU00600.1
NCU00602	NCU00602.1
NCU00603	NCU00603.1
NCU00604	NCU00604.1
NCU00605	NCU00605.1
NCU00606	NCU00606.1
NCU00607	NCU00607.1
NCU00608	NCU00608.1
NCU00609	NCU00609.1
NCU00611	NCU00611.1
NCU00614	NCU00614.1
NCU00616	NCU00616.1
NCU00617	NCU00617.1
NCU00618	NCU00618.1
NCU00619	NCU00619.1
NCU00620	NCU00620.1
NCU00621	NCU00621.1
NCU00622	NCU00622.1
NCU00623	NCU00623.1
NCU00624	NCU00624.1
NCU11187	NCU00625.1
NCU11188	NCU00625.1
NCU16448	NCU00625.1
NCU00627	NCU00627.1
NCU00628	NCU00628.1
NCU00629	NCU00629.1
NCU00630	NCU00630.1
NCU00631	NCU00631.1
NCU00632	NCU00632.1
NCU00633	NCU00633.1
NCU00634	NCU00634.1
NCU00635	NCU00635.1
NCU00636	NCU00636.1
NCU00638	NCU00638.1
NCU00640	NCU00640.1
NCU00641	NCU00641.1
NCU00642	NCU00642.1
NCU00643	NCU00643.1
NCU00644	NCU00644.1
NCU00645	NCU00645.1
NCU00646	NCU00646.1
NCU00648	NCU00648.1
NCU00649	NCU00649.1
NCU00650	NCU00650.1
NCU00651	NCU00651.1
NCU00652	NCU00652.1
NCU00653	NCU00653.1
NCU00654	NCU00654.1
NCU00655	NCU00655.1
NCU00656	NCU00656.1
NCU00657	NCU00657.1
NCU00658	NCU00658.1
NCU00659	NCU00659.1
NCU00660	NCU00660.1
NCU00662	NCU00662.1
NCU00663	NCU00663.1
NCU00664	NCU00664.1
NCU00665	NCU00665.1
NCU00666	NCU00666.1
NCU00667	NCU00667.1
NCU00668	NCU00668.1
NCU00669	NCU00669.1
NCU00670	NCU00670.1
NCU00671	NCU00671.1
NCU00673	NCU00673.1
NCU00674	NCU00674.1
NCU00675	NCU00675.1
NCU00676	NCU00676.1
NCU00677	NCU00677.1
NCU00678	NCU00678.1
NCU00679	NCU00679.1
NCU00680	NCU00680.1
NCU00681	NCU00681.1
NCU00682	NCU00682.1
NCU00684	NCU00684.1
NCU00685	NCU00685.1
NCU00687	NCU00687.1
NCU00688	NCU00688.1
NCU00689	NCU00689.1
NCU00690	NCU00690.1
NCU00691	NCU00691.1
NCU00692	NCU00692.1
NCU00693	NCU00693.1
NCU00694	NCU00694.1
NCU00695	NCU00695.1
NCU00696	NCU00696.1
NCU00697	NCU00697.1
NCU00698	NCU00698.1
NCU00699	NCU00699.1
NCU00700	NCU00700.1
NCU00701	NCU00701.1
NCU00704	NCU00704.1
NCU00705	NCU00705.1
NCU00706	NCU00706.1
NCU00707	NCU00707.1
NCU00708	NCU00708.1
NCU00709	NCU00709.1
NCU00710	NCU00710.1
NCU00711	NCU00711.1
NCU00712	NCU00712.1
NCU00713	NCU00713.1
NCU00714	NCU00714.1
NCU00715	NCU00715.1
NCU00716	NCU00716.1
NCU00717	NCU00717.1
NCU00718	NCU00718.1
NCU00719	NCU00719.1
NCU00720	NCU00720.1
NCU00721	NCU00721.1
NCU00722	NCU00722.1
NCU00723	NCU00723.1
NCU00724	NCU00724.1
NCU00725	NCU00725.1
NCU00726	NCU00726.1
NCU00727	NCU00727.1
NCU00728	NCU00728.1
NCU00729	NCU00729.1
NCU00730	NCU00730.1
NCU00732	NCU00732.1
NCU00733	NCU00733.1
NCU00734	NCU00734.1
NCU00735	NCU00735.1
NCU00736	NCU00736.1
NCU00737	NCU00737.1
NCU00738	NCU00738.1
NCU00739	NCU00739.1
NCU00740	NCU00740.1
NCU00741	NCU00741.1
NCU00742	NCU00742.1
NCU00743	NCU00743.1
NCU00744	NCU00744.1
NCU00745	NCU00745.1
NCU00746	NCU00746.1
NCU00747	NCU00747.1
NCU00748	NCU00748.1
NCU00749	NCU00749.1
NCU00751	NCU00751.1
NCU00752	NCU00752.1
NCU00753	NCU00753.1
NCU00754	NCU00754.1
NCU00755	NCU00755.1
NCU00756	NCU00756.1
NCU00757	NCU00757.1
NCU00758	NCU00758.1
NCU00759	NCU00759.1
NCU00760	NCU00760.1
NCU00761	NCU00761.1
NCU00762	NCU00762.1
NCU00763	NCU00763.1
NCU00764	NCU00764.1
NCU00765	NCU00765.1
NCU00766	NCU00766.1
NCU16438	NCU00767.1
NCU16440	NCU00767.1
NCU00768	NCU00768.1
NCU00770	NCU00770.1
NCU00771	NCU00771.1
NCU00772	NCU00772.1
NCU00773	NCU00773.1
NCU00774	NCU00774.1
NCU00775	NCU00775.1
NCU00776	NCU00776.1
NCU00777	NCU00777.1
NCU00778	NCU00778.1
NCU00779	NCU00779.1
NCU00780	NCU00780.1
NCU00781	NCU00781.1
NCU00782	NCU00782.1
NCU00783	NCU00783.1
NCU00784	NCU00784.1
NCU00786	NCU00786.1
NCU00787	NCU00787.1
NCU00788	NCU00788.1
NCU00789	NCU00789.1
NCU00790	NCU00790.1
NCU00792	NCU00792.1
NCU00793	NCU00793.1
NCU00794	NCU00794.1
NCU00795	NCU00795.1
NCU00796	NCU00796.1
NCU00797	NCU00797.1
NCU00798	NCU00798.1
NCU00799	NCU00799.1
NCU00800	NCU00800.1
NCU00801	NCU00801.1
NCU00802	NCU00802.1
NCU00803	NCU00803.1
NCU00804	NCU00804.1
NCU00805	NCU00805.1
NCU00806	NCU00806.1
NCU00807	NCU00807.1
NCU00808	NCU00808.1
NCU00809	NCU00809.1
NCU00810	NCU00810.1
NCU00811	NCU00811.1
NCU00812	NCU00812.1
NCU00813	NCU00813.1
NCU00814	NCU00814.1
NCU00817	NCU00817.1
NCU00818	NCU00818.1
NCU00819	NCU00819.1
NCU00821	NCU00821.1
NCU00822	NCU00822.1
NCU00823	NCU00823.1
NCU00824	NCU00824.1
NCU00825	NCU00825.1
NCU00826	NCU00826.1
NCU00827	NCU00827.1
NCU00828	NCU00828.1
NCU00829	NCU00829.1
NCU00830	NCU00830.1
NCU00831	NCU00831.1
NCU00832	NCU00832.1
NCU00833	NCU00833.1
NCU00834	NCU00834.1
NCU00835	NCU00835.1
NCU00836	NCU00836.1
NCU00837	NCU00837.1
NCU00838	NCU00838.1
NCU00839	NCU00839.1
NCU00840	NCU00840.1
NCU00841	NCU00841.1
NCU00842	NCU00842.1
NCU00843	NCU00843.1
NCU00844	NCU00844.1
NCU00845	NCU00845.1
NCU00846	NCU00846.1
NCU00847	NCU00847.1
NCU00848	NCU00848.1
NCU00849	NCU00849.1
NCU00850	NCU00850.1
NCU00851	NCU00851.1
NCU00852	NCU00852.1
NCU00853	NCU00853.1
NCU00854	NCU00854.1
NCU00855	NCU00855.1
NCU00856	NCU00856.1
NCU00857	NCU00857.1
NCU00859	NCU00859.1
NCU00860	NCU00860.1
NCU00861	NCU00861.1
NCU00862	NCU00862.1
NCU00863	NCU00863.1
NCU00864	NCU00864.1
NCU00865	NCU00865.1
NCU00866	NCU00866.1
NCU00867	NCU00867.1
NCU00868	NCU00868.1
NCU00869	NCU00869.1
NCU00870	NCU00870.1
NCU00871	NCU00871.1
NCU00872	NCU00872.1
NCU00873	NCU00873.1
NCU00874	NCU00874.1
NCU00875	NCU00875.1
NCU00876	NCU00876.1
NCU00877	NCU00877.1
NCU00878	NCU00878.1
NCU00879	NCU00879.1
NCU00880	NCU00880.1
NCU00881	NCU00881.1
NCU00882	NCU00882.1
NCU00883	NCU00883.1
NCU00884	NCU00884.1
NCU00885	NCU00885.1
NCU00886	NCU00886.1
NCU00887	NCU00887.1
NCU11195	NCU00888.1
NCU11196	NCU00888.1
NCU00889	NCU00889.1
NCU00890	NCU00890.1
NCU00891	NCU00891.1
NCU00892	NCU00892.1
NCU00893	NCU00893.1
NCU00894	NCU00894.1
NCU00895	NCU00895.1
NCU00896	NCU00896.1
NCU00897	NCU00897.1
NCU00898	NCU00898.1
NCU00899	NCU00899.1
NCU00900	NCU00900.1
NCU00901	NCU00901.1
NCU00902	NCU00902.1
NCU00903	NCU00903.1
NCU00904	NCU00904.1
NCU00905	NCU00905.1
NCU00906	NCU00906.1
NCU00907	NCU00907.1
NCU00911	NCU00911.1
NCU00912	NCU00912.1
NCU00913	NCU00913.1
NCU00914	NCU00914.1
NCU00915	NCU00915.1
NCU00916	NCU00916.1
NCU00917	NCU00917.1
NCU00918	NCU00918.1
NCU00919	NCU00919.1
NCU00920	NCU00920.1
NCU00921	NCU00921.1
NCU00922	NCU00922.1
NCU00923	NCU00923.1
NCU00924	NCU00924.1
NCU00925	NCU00925.1
NCU00926	NCU00926.1
NCU00927	NCU00927.1
NCU00928	NCU00928.1
NCU00929	NCU00929.1
NCU00930	NCU00930.1
NCU00931	NCU00931.1
NCU00932	NCU00932.1
NCU00934	NCU00934.1
NCU00935	NCU00935.1
NCU00936	NCU00936.1
NCU00937	NCU00937.1
NCU00938	NCU00938.1
NCU00939	NCU00939.1
NCU00940	NCU00940.1
NCU00941	NCU00941.1
NCU16422	NCU00942.1
NCU16423	NCU00942.1
NCU00943	NCU00943.1
NCU00944	NCU00944.1
NCU00945	NCU00945.1
NCU00946	NCU00946.1
NCU00947	NCU00947.1
NCU00948	NCU00948.1
NCU00949	NCU00949.1
NCU00950	NCU00950.1
NCU00951	NCU00951.1
NCU00952	NCU00952.1
NCU00953	NCU00953.1
NCU00954	NCU00954.1
NCU00955	NCU00955.1
NCU00956	NCU00956.1
NCU00957	NCU00957.1
NCU00958	NCU00958.1
NCU00959	NCU00959.1
NCU00960	NCU00960.1
NCU00961	NCU00961.1
NCU00962	NCU00962.1
NCU00963	NCU00963.1
NCU00964	NCU00964.1
NCU00965	NCU00965.1
NCU00966	NCU00966.1
NCU00967	NCU00967.1
NCU00968	NCU00968.1
NCU00969	NCU00969.1
NCU00970	NCU00970.1
NCU00971	NCU00971.1
NCU00972	NCU00972.1
NCU00973	NCU00973.1
NCU00974	NCU00974.1
NCU00975	NCU00975.1
NCU00976	NCU00976.1
NCU00977	NCU00977.1
NCU00978	NCU00978.1
NCU00979	NCU00979.1
NCU00980	NCU00980.1
NCU00981	NCU00981.1
NCU00983	NCU00983.1
NCU00984	NCU00984.1
NCU00985	NCU00985.1
NCU00986	NCU00986.1
NCU00987	NCU00987.1
NCU00988	NCU00988.1
NCU00989	NCU00989.1
NCU00990	NCU00990.1
NCU00992	NCU00992.1
NCU00993	NCU00993.1
NCU00994	NCU00994.1
NCU00995	NCU00995.1
NCU11278	NCU00997.1
NCU11279	NCU00997.1
NCU00998	NCU00998.1
NCU00999	NCU00999.1
NCU01000	NCU01000.1
NCU01001	NCU01001.1
NCU01002	NCU01002.1
NCU01003	NCU01003.1
NCU01004	NCU01004.1
NCU01005	NCU01005.1
NCU01006	NCU01006.1
NCU01007	NCU01007.1
NCU01008	NCU01008.1
NCU01009	NCU01009.1
NCU01010	NCU01010.1
NCU01011	NCU01011.1
NCU01012	NCU01012.1
NCU01013	NCU01013.1
NCU01014	NCU01014.1
NCU01015	NCU01015.1
NCU01016	NCU01016.1
NCU01017	NCU01017.1
NCU01019	NCU01019.1
NCU01021	NCU01021.1
NCU01022	NCU01022.1
NCU01023	NCU01023.1
NCU01024	NCU01024.1
NCU01025	NCU01025.1
NCU01026	NCU01026.1
NCU01027	NCU01027.1
NCU01032	NCU01032.1
NCU01033	NCU01033.1
NCU01034	NCU01034.1
NCU01036	NCU01036.1
NCU01038	NCU01038.1
NCU01039	NCU01039.1
NCU01041	NCU01041.1
NCU01042	NCU01042.1
NCU01043	NCU01043.1
NCU01044	NCU01044.1
NCU01045	NCU01045.1
NCU16971	NCU01046.1
NCU16972	NCU01046.1
NCU01047	NCU01047.1
NCU01048	NCU01048.1
NCU01049	NCU01049.1
NCU01050	NCU01050.1
NCU01051	NCU01051.1
NCU01052	NCU01052.1
NCU01053	NCU01053.1
NCU01054	NCU01054.1
NCU01055	NCU01055.1
NCU01056	NCU01056.1
NCU01057	NCU01057.1
NCU01058	NCU01058.1
NCU01059	NCU01059.1
NCU01060	NCU01060.1
NCU01061	NCU01061.1
NCU10448	NCU01062.1
NCU10449	NCU01062.1
NCU01063	NCU01063.1
NCU01064	NCU01064.1
NCU01065	NCU01065.1
NCU01066	NCU01066.1
NCU01067	NCU01067.1
NCU01068	NCU01068.1
