geneid	geneidv4
NCU02193	NCU02193.4
NCU09570	NCU09570.4
NCU02588	NCU02588.4
NCU07413	NCU07413.4
NCU08355	NCU08355.4
NCU01977	NCU11204.4
NCU08066	NCU08066.4
NCU01918	NCU01918.4
NCU00515	NCU00515.4
NCU02542	NCU02542.4
NCU09079	NCU09079.4
NCU00931	NCU00931.4
NCU11426	NCU11426.4
NCU01548	NCU01548.4
NCU05526	NCU05526.4
NCU08331	NCU08331.4
NCU07703	NCU07703.4
NCU07326	NCU07326.4
NCU06382	NCU06382.4
NCU09693	NCU09693.4
NCU09823	NCU09823.4
NCU17019	NCU11670.4
NCU07745	NCU07745.4
NCU04290	NCU04290.4
NCU05718	NCU05718.4
NCU06191	NCU06191.4
NCU09152	NCU09152.4
NCU00028	NCU00028.4
NCU00468	NCU00468.4
NCU10169	NCU10169.4
NCU00207	NCU00207.4
NCU00277	NCU00277.4
NCU00480	NCU00480.4
NCU06030	NCU06030.4
NCU09271	NCU09271.4
NCU06025	NCU06025.4
NCU00575	NCU00575.4
NCU00845	NCU00845.4
NCU01878	NCU01878.4
NCU03314	NCU03314.4
NCU03099	NCU03099.4
NCU01958	NCU01958.4
NCU00710	NCU00710.4
NCU02532	NCU02532.4
NCU07425	NCU07425.4
NCU02150	NCU02150.4
NCU01976	NCU01976.4
NCU01678	NCU01678.4
NCU06832	NCU06832.4
NCU08440	NCU08440.4
NCU03965	NCU03965.4
NCU04791	NCU04791.4
NCU03870	NCU03870.4
NCU10477	NCU10477.4
NCU03894	NCU03894.4
NCU08686	NCU08686.4
NCU07724	NCU07724.4
NCU07343	NCU07343.4
NCU05232	NCU05232.4
NCU07694	NCU07694.4
NCU06315	NCU06315.4
NCU04149	NCU04149.4
NCU03804	NCU03804.4
NCU01283	NCU01283.4
NCU04096	NCU04096.4
NCU01057	NCU01057.4
NCU08227	NCU08227.4
NCU08564	NCU08564.4
NCU00239	NCU00239.4
NCU00376	NCU00376.4
NCU08224	NCU08224.4
NCU00080	NCU00080.4
NCU02409	NCU02409.4
NCU06077	NCU06077.4
NCU02265	NCU02265.4
NCU02283	NCU02283.4
NCU06049	NCU06049.4
NCU02316	NCU02316.4
NCU08380	NCU08380.4
NCU00916	NCU00916.4
NCU02528	NCU02528.4
NCU10789	NCU10789.4
NCU00699	NCU00699.4
NCU08637	NCU08637.4
NCU09118	NCU09118.4
NCU02733	NCU02733.4
NCU02750	NCU02750.4
NCU02639	NCU02639.4
NCU00897	NCU00897.4
NCU01613	NCU01613.4
NCU05539	NCU05539.4
NCU03928	NCU03928.4
NCU04994	NCU12187.4
NCU05968	NCU05968.4
NCU10046	NCU10046.4
NCU05199	NCU05199.4
NCU04403	NCU04403.4
NCU16769	NCU11730.4
NCU11347	NCU11347.4
NCU06314	NCU06314.4
NCU06319	NCU06319.4
NCU07604	NCU07604.4
NCU06593	NCU06593.4
NCU03816	NCU03816.4
NCU01366	NCU01366.4
NCU01270	NCU01270.4
NCU00237	NCU00237.4
NCU06406	NCU06406.4
NCU08998	NCU08998.4
NCU00289	NCU00289.4
NCU06454	NCU06454.4
NCU00223	NCU00223.4
NCU09162	NCU09162.4
NCU00497	NCU00497.4
NCU08136	NCU08136.4
NCU02254	NCU02254.4
NCU11000	NCU11000.4
NCU06927	NCU06927.4
NCU09560	NCU09560.4
NCU17281	NCU12004.4
NCU05833	NCU05833.4
NCU08367	NCU08367.4
NCU07401	NCU11522.4
NCU02556	NCU02556.4
NCU02738	NCU02738.4
NCU11251	NCU11251.4
NCU09310	NCU09310.4
NCU09971	NCU09971.4
NCU00772	NCU00772.4
NCU08091	NCU08091.4
NCU01788	NCU01788.4
NCU08726	NCU08726.4
NCU01701	NCU01701.4
NCU06766	NCU06766.4
NCU03421	NCU03421.4
NCU05356	NCU05356.4
NCU16498	NCU11909.4
NCU04823	NCU04823.4
NCU05988	NCU05988.4
NCU04808	NCU04808.4
NCU08650	NCU08650.4
NCU06401	NCU06401.4
NCU06389	NCU11748.4
NCU08000	NCU08000.4
NCU04194	NCU04194.4
NCU01036	NCU01036.4
NCU03641	NCU03641.4
NCU01456	NCU01456.4
NCU04132	NCU04132.4
NCU04292	NCU04292.4
NCU08986	NCU08986.4
NCU09005	NCU09005.4
NCU00006	NCU00006.4
NCU11292	NCU11292.4
NCU05728	NCU05728.4
NCU02194	NCU02194.4
NCU06863	NCU06863.4
NCU10015	NCU10015.4
NCU05836	NCU05836.4
NCU08149	NCU08149.4
NCU06037	NCU06037.4
NCU02389	NCU02389.4
NCU16448	NCU11552.4
NCU09104	NCU09104.4
NCU02752	NCU02752.4
NCU00994	NCU00994.4
NCU03265	NCU03265.4
NCU09112	NCU09112.4
NCU02608	NCU02608.4
NCU03290	NCU03290.4
NCU09202	NCU09202.4
NCU02092	NCU02092.4
NCU09874	NCU09874.4
NCU03054	NCU03054.4
NCU01754	NCU01754.4
NCU10809	NCU10809.4
NCU09627	NCU09627.4
NCU01489	NCU01489.4
NCU03386	NCU03386.4
NCU04991	NCU04991.4
NCU05131	NCU05131.4
NCU09861	NCU09861.4
NCU04486	NCU04486.4
NCU07983	NCU07983.4
NCU16793	NCU11749.4
NCU05291	NCU05291.4
NCU07927	NCU07927.4
NCU03675	NCU03675.4
NCU01378	NCU01378.4
NCU04607	NCU04607.4
NCU08949	NCU08949.4
NCU03657	NCU03657.4
NCU16659	NCU11865.4
NCU06220	NCU06220.4
NCU06201	NCU06201.4
NCU07544	NCU07544.4
NCU02310	NCU02310.4
NCU02281	NCU02281.4
NCU09036	NCU09036.4
NCU02397	NCU02397.4
NCU05840	NCU05840.4
NCU02450	NCU11384.4
NCU03063	NCU03063.4
NCU02858	NCU02858.4
NCU03220	NCU03220.4
NCU16396	NCU11508.4
NCU03275	NCU03275.4
NCU02120	NCU02120.4
NCU07485	NCU07485.4
NCU01926	NCU01926.4
NCU01534	NCU01534.4
NCU01668	NCU01668.4
NCU03526	NCU03526.4
NCU05354	NCU05354.4
NCU04834	NCU04834.4
NCU04340	NCU04340.4
NCU04498	NCU04498.4
NCU04347	NCU04347.4
NCU09746	NCU09746.4
NCU08317	NCU08317.4
NCU04101	NCU04101.4
NCU16966	NCU11631.4
NCU03698	NCU03698.4
NCU05723	NCU05723.4
NCU00320	NCU00320.4
NCU00246	NCU00246.4
NCU00166	NCU00166.4
NCU02432	NCU02432.4
NCU05625	NCU05625.4
NCU07341	NCU07341.4
NCU00616	NCU11065.4
NCU00505	NCU00505.4
NCU09975	NCU09975.4
NCU08362	NCU11326.4
NCU00689	NCU00689.4
NCU00579	NCU00579.4
NCU00751	NCU00751.4
NCU03337	NCU11927.4
NCU06791	NCU06791.4
NCU03418	NCU03418.4
NCU05392	NCU11933.4
NCU03854	NCU03854.4
NCU07127	NCU07127.4
NCU05083	NCU05083.4
NCU05243	NCU05243.4
NCU06999	NCU06999.4
NCU07042	NCU07042.4
NCU05195	NCU05195.4
NCU03750	NCU03750.4
NCU06716	NCU06716.4
NCU11309	NCU11309.4
NCU00037	NCU00037.4
NCU00470	NCU00470.4
NCU06249	NCU06249.4
NCU06211	NCU06211.4
NCU08793	NCU08793.4
NCU02315	NCU02315.4
NCU09061	NCU09061.4
NCU05783	NCU05783.4
NCU10538	NCU10538.4
NCU06067	NCU06067.4
NCU16374	NCU11488.4
NCU02665	NCU02665.4
NCU08378	NCU08378.4
NCU00874	NCU00874.4
NCU00913	NCU00913.4
NCU03015	NCU03015.4
NCU10043	NCU10043.4
NCU02799	NCU02799.4
NCU07446	NCU07446.4
NCU00949	NCU00949.4
NCU09205	NCU09205.4
NCU09805	NCU09805.4
NCU03564	NCU03564.4
NCU04727	NCU04727.4
NCU10733	NCU10733.4
NCU06963	NCU06963.4
NCU07010	NCU07010.4
NCU04857	NCU04857.4
NCU07333	NCU07333.4
NCU07260	NCU11794.4
NCU01296	NCU01296.4
NCU01278	NCU01278.4
NCU04116	NCU04116.4
NCU04223	NCU04223.4
NCU04224	NCU04224.4
NCU07842	NCU07842.4
NCU06199	NCU06199.4
NCU05685	NCU05685.4
NCU06260	NCU06260.4
NCU16656	NCU11863.4
NCU05757	NCU05757.4
NCU06869	NCU06869.4
NCU09566	NCU09566.4
NCU16720	NCU11700.4
NCU08820	NCU08820.4
NCU03200	NCU03200.4
NCU09197	NCU09197.4
NCU03120	NCU03120.4
NCU02495	NCU02495.4
NCU01882	NCU01882.4
NCU00936	NCU00936.4
NCU02955	NCU02955.4
NCU10507	NCU10507.4
NCU16597	NCU11994.4
NCU05906	NCU05906.4
NCU17088	NCU12133.4
NCU09727	NCU09727.4
NCU04421	NCU04421.4
NCU07015	NCU07015.4
NCU06638	NCU06638.4
NCU03768	NCU03768.4
NCU01288	NCU01288.4
NCU04670	NCU04670.4
NCU00252	NCU00252.4
NCU06247	NCU06247.4
NCU02136	NCU02136.4
NCU09215	NCU09215.4
NCU09319	NCU09319.4
NCU02153	NCU02153.4
NCU03019	NCU03019.4
NCU02046	NCU02046.4
NCU02954	NCU02954.4
NCU02680	NCU02680.4
NCU00723	NCU00723.4
NCU03504	NCU03504.4
NCU05389	NCU05389.4
NCU03406	NCU03406.4
NCU01679	NCU01679.4
NCU03360	NCU03360.4
NCU03331	NCU03331.4
NCU07122	NCU07122.4
NCU05114	NCU05114.4
NCU07075	NCU07075.4
NCU05130	NCU05130.4
NCU07692	NCU07692.4
NCU11369	NCU11369.4
NCU04950	NCU04950.4
NCU06733	NCU06733.4
NCU01077	NCU01077.4
NCU04105	NCU04105.4
NCU08857	NCU08857.4
NCU07528	NCU07528.4
NCU00222	NCU11872.4
NCU00196	NCU00196.4
NCU02644	NCU02644.4
NCU00992	NCU00992.4
NCU09069	NCU11438.4
NCU02793	NCU02793.4
NCU16378	NCU11494.4
NCU01898	NCU01898.4
NCU02184	NCU02184.4
NCU00849	NCU00849.4
NCU06844	NCU06844.4
NCU01729	NCU01729.4
NCU04748	NCU04748.4
NCU05989	NCU05989.4
NCU04045	NCU04045.4
NCU06320	NCU06320.4
NCU06584	NCU06584.4
NCU03751	NCU03751.4
NCU04102	NCU04102.4
NCU04147	NCU11671.4
NCU04095	NCU04095.4
NCU07241	NCU07241.4
NCU09216	NCU09216.4
NCU01891	NCU01891.4
NCU09368	NCU09368.4
NCU02165	NCU02165.4
NCU00684	NCU00684.4
NCU10529	NCU11580.4
NCU02158	NCU02158.4
NCU07445	NCU07445.4
NCU02572	NCU02572.4
NCU03223	NCU03223.4
NCU02585	NCU02585.4
NCU09974	NCU09974.4
NCU07505	NCU07505.4
NCU00862	NCU00862.4
NCU01907	NCU01907.4
NCU03169	NCU03169.4
NCU00962	NCU00962.4
NCU07506	NCU07506.4
NCU01584	NCU11967.4
NCU09467	NCU09467.4
NCU05622	NCU05622.4
NCU06338	NCU06338.4
NCU07695	NCU07695.4
NCU16861	NCU11798.4
NCU06582	NCU06582.4
NCU08307	NCU08307.4
NCU07945	NCU07945.4
NCU16890	NCU11810.4
NCU07187	NCU07187.4
NCU01432	NCU01432.4
