geneid	pubmedid	annotationmethod	annotationsource
NCU02027	22462823	Manual	Broad_CAP
NCU02028	16287898	Manual	Broad_CAP
NCU02030	22445960	Manual	Broad_CAP
NCU02030	23733042	Manual	Broad_CAP
NCU02031	16287898	Manual	Broad_CAP
NCU02031	19696111	Manual	Broad_CAP
NCU02031	22152473	Manual	Broad_CAP
NCU02032	22701726	Manual	Broad_CAP
NCU02033	22345350	Manual	Broad_CAP
NCU02034	22469835	Manual	Broad_CAP
NCU02035	22152473	Manual	Broad_CAP
NCU02035	22345350	Manual	Broad_CAP
NCU02038	23782882	Manual	Broad_CAP
NCU02041	16287898	Manual	Broad_CAP
NCU02041	22152473	Manual	Broad_CAP
NCU02041	22469835	Manual	Broad_CAP
NCU02041	22879952	Manual	Broad_CAP
NCU02042	22345350	Manual	Broad_CAP
NCU02043	22462823	Manual	Broad_CAP
NCU02044	16287898	Manual	Broad_CAP
NCU02044	19696111	Manual	Broad_CAP
NCU02044	23589521	Manual	Broad_CAP
NCU02044	23125351	Manual	Broad_CAP
NCU02046	16287898	Manual	Broad_CAP
NCU02046	19696111	Manual	Broad_CAP
NCU02046	22152473	Manual	Broad_CAP
NCU02046	23589521	Manual	Broad_CAP
NCU02046	23733042	Manual	Broad_CAP
NCU02046	24037267	Manual	Broad_CAP
NCU02048	23733042	Manual	Broad_CAP
NCU02049	22152473	Manual	Broad_CAP
NCU02051	22152473	Manual	Broad_CAP
NCU02052	16287898	Manual	Broad_CAP
NCU02053	15007097	Manual	Broad_CAP
NCU02053	22152473	Manual	Broad_CAP
NCU02057	14665450	Manual	Broad_CAP
NCU02057	19520721	Manual	Broad_CAP
NCU02057	22152473	Manual	Broad_CAP
NCU02059	15007097	Manual	Broad_CAP
NCU02059	20018766	Manual	Broad_CAP
NCU02059	19696111	Manual	Broad_CAP
NCU02059	21980519	Manual	Broad_CAP
NCU02059	22152473	Manual	Broad_CAP
NCU02059	22462823	Manual	Broad_CAP
NCU02059	22474347	Manual	Broad_CAP
NCU02059	22532664	Manual	Broad_CAP
NCU02059	23733042	Manual	Broad_CAP
NCU02059	24037267	Manual	Broad_CAP
NCU02061	22469835	Manual	Broad_CAP
NCU02061	22474347	Manual	Broad_CAP
NCU02061	23125351	Manual	Broad_CAP
NCU02063	19520721	Manual	Broad_CAP
NCU02065	19696111	Manual	Broad_CAP
NCU02065	22469835	Manual	Broad_CAP
NCU02065	23589521	Manual	Broad_CAP
NCU02066	19230635	Manual	Broad_CAP
NCU02066	22152473	Manual	Broad_CAP
NCU02067	19520721	Manual	Broad_CAP
NCU02067	22469835	Manual	Broad_CAP
NCU02067	23940790	Manual	Broad_CAP
NCU02070	12589072	Manual	Broad_CAP
NCU02070	19520721	Manual	Broad_CAP
NCU02071	23733042	Manual	Broad_CAP
NCU02074	19520721	Manual	Broad_CAP
NCU02074	23125351	Manual	Broad_CAP
NCU02075	16287898	Manual	Broad_CAP
NCU02075	18586951	Manual	Broad_CAP
NCU02075	20018766	Manual	Broad_CAP
NCU02075	19696111	Manual	Broad_CAP
NCU02075	21079689	Manual	Broad_CAP
NCU02075	21980519	Manual	Broad_CAP
NCU02075	22152473	Manual	Broad_CAP
NCU02075	22462823	Manual	Broad_CAP
NCU02075	22626843	Manual	Broad_CAP
NCU02075	23125351	Manual	Broad_CAP
NCU02075	23589521	Manual	Broad_CAP
NCU02075	23733042	Manual	Broad_CAP
NCU02075	24037267	Manual	Broad_CAP
NCU02076	15007097	Manual	Broad_CAP
NCU02076	19696111	Manual	Broad_CAP
NCU02076	23589521	Manual	Broad_CAP
NCU02076	23733042	Manual	Broad_CAP
NCU02078	15007097	Manual	Broad_CAP
NCU02078	22462823	Manual	Broad_CAP
NCU02080	19520721	Manual	Broad_CAP
NCU02080	22001287	Manual	Broad_CAP
NCU02080	23733042	Manual	Broad_CAP
NCU02081	19520721	Manual	Broad_CAP
NCU02082	22469835	Manual	Broad_CAP
NCU02082	23125351	Manual	Broad_CAP
NCU02083	20716356	Manual	Broad_CAP
NCU02083	22469835	Manual	Broad_CAP
NCU02083	23125351	Manual	Broad_CAP
NCU02084	19696111	Manual	Broad_CAP
NCU02084	22445960	Manual	Broad_CAP
NCU02085	22445960	Manual	Broad_CAP
NCU02086	22001288	Manual	Broad_CAP
NCU02086	22152473	Manual	Broad_CAP
NCU02086	22345350	Manual	Broad_CAP
NCU02086	22445960	Manual	Broad_CAP
NCU02086	22462823	Manual	Broad_CAP
NCU02089	19696111	Manual	Broad_CAP
NCU02089	22469835	Manual	Broad_CAP
NCU02090	22152473	Manual	Broad_CAP
NCU02091	19696111	Manual	Broad_CAP
NCU02091	20675579	Manual	Broad_CAP
NCU02094	15007097	Manual	Broad_CAP
NCU02094	16801547	Manual	Broad_CAP
NCU02094	20675579	Manual	Broad_CAP
NCU02095	20675579	Manual	Broad_CAP
NCU02095	22462823	Manual	Broad_CAP
NCU02095	22469835	Manual	Broad_CAP
NCU02096	22152473	Manual	Broad_CAP
NCU02096	22445960	Manual	Broad_CAP
NCU02096	23733042	Manual	Broad_CAP
NCU02097	22345350	Manual	Broad_CAP
NCU02097	22445960	Manual	Broad_CAP
NCU02097	22469835	Manual	Broad_CAP
NCU02097	23125351	Manual	Broad_CAP
NCU02097	23733042	Manual	Broad_CAP
NCU02098	19696111	Manual	Broad_CAP
NCU02098	22152473	Manual	Broad_CAP
NCU02099	22462823	Manual	Broad_CAP
NCU02103	19696111	Manual	Broad_CAP
NCU02105	22469835	Manual	Broad_CAP
NCU02109	19696111	Manual	Broad_CAP
NCU02109	22462823	Manual	Broad_CAP
NCU02109	23935467	Manual	Broad_CAP
NCU02110	19696111	Manual	Broad_CAP
NCU02110	16287898	Manual	Broad_CAP
NCU02110	22152473	Manual	Broad_CAP
NCU02110	24037267	Manual	Broad_CAP
NCU02111	19696111	Manual	Broad_CAP
NCU02113	19696111	Manual	Broad_CAP
NCU02117	19696111	Manual	Broad_CAP
NCU02117	22001288	Manual	Broad_CAP
NCU02119	19520721	Manual	Broad_CAP
NCU02120	19520721	Manual	Broad_CAP
NCU02120	22462823	Manual	Broad_CAP
NCU02121	22462823	Manual	Broad_CAP
NCU02121	22469835	Manual	Broad_CAP
NCU02121	23125351	Manual	Broad_CAP
NCU02122	20675579	Manual	Broad_CAP
NCU02122	22152473	Manual	Broad_CAP
NCU02123	20675579	Manual	Broad_CAP
NCU02124	20018766	Manual	Broad_CAP
NCU02124	19696111	Manual	Broad_CAP
NCU02124	22001288	Manual	Broad_CAP
NCU02124	22345350	Manual	Broad_CAP
NCU02124	22626843	Manual	Broad_CAP
NCU02124	23589521	Manual	Broad_CAP
NCU02124	23733042	Manual	Broad_CAP
NCU02124	23966547	Manual	Broad_CAP
NCU02124	24037267	Manual	Broad_CAP
NCU02126	19696111	Manual	Broad_CAP
NCU02126	22152473	Manual	Broad_CAP
NCU02126	23733042	Manual	Broad_CAP
NCU02126	23935467	Manual	Broad_CAP
NCU02127	19696111	Manual	Broad_CAP
NCU02127	23589521	Manual	Broad_CAP
NCU02127	23935467	Manual	Broad_CAP
NCU02128	22345350	Manual	Broad_CAP
NCU02128	22445960	Manual	Broad_CAP
NCU02128	23733042	Manual	Broad_CAP
NCU02131	19696111	Manual	Broad_CAP
NCU02131	23589521	Manual	Broad_CAP
NCU02132	19696111	Manual	Broad_CAP
NCU02133	19286985	Manual	Broad_CAP
NCU02133	19520721	Manual	Broad_CAP
NCU02133	20018766	Manual	Broad_CAP
NCU02133	3160699	Manual	Broad_CAP
NCU02133	2146266	Manual	Broad_CAP
NCU02133	16287898	Manual	Broad_CAP
NCU02133	19696111	Manual	Broad_CAP
NCU02133	22100504	Manual	Broad_CAP
NCU02133	22164247	Manual	Broad_CAP
NCU02133	22462823	Manual	Broad_CAP
NCU02133	22469835	Manual	Broad_CAP
NCU02133	22474347	Manual	Broad_CAP
NCU02133	23277144	Manual	Broad_CAP
NCU02133	23417067	Manual	Broad_CAP
NCU02133	23589521	Manual	Broad_CAP
NCU02133	6092342	Manual	Broad_CAP
NCU02134	19696111	Manual	Broad_CAP
NCU02134	22462823	Manual	Broad_CAP
NCU02134	23589521	Manual	Broad_CAP
NCU02136	19520721	Manual	Broad_CAP
NCU02136	20018766	Manual	Broad_CAP
NCU02136	19696111	Manual	Broad_CAP
NCU02136	22345350	Manual	Broad_CAP
NCU02136	22462823	Manual	Broad_CAP
NCU02136	22474347	Manual	Broad_CAP
NCU02136	23417067	Manual	Broad_CAP
NCU02136	23589521	Manual	Broad_CAP
NCU02137	22152473	Manual	Broad_CAP
NCU02138	19520721	Manual	Broad_CAP
NCU02138	19696111	Manual	Broad_CAP
NCU02138	22001287	Manual	Broad_CAP
NCU02138	22152473	Manual	Broad_CAP
NCU02138	22345350	Manual	Broad_CAP
NCU02138	22462823	Manual	Broad_CAP
NCU02138	23733042	Manual	Broad_CAP
NCU02139	22001287	Manual	Broad_CAP
NCU02139	22152473	Manual	Broad_CAP
NCU02139	24037267	Manual	Broad_CAP
NCU02142	15007097	Manual	Broad_CAP
NCU02142	16801547	Manual	Broad_CAP
NCU02142	22626843	Manual	Broad_CAP
NCU02142	24037267	Manual	Broad_CAP
NCU02149	20018766	Manual	Broad_CAP
NCU02150	22469835	Manual	Broad_CAP
NCU02151	20885793	Manual	Broad_CAP
NCU02151	21079689	Manual	Broad_CAP
NCU02151	21151958	Manual	Broad_CAP
NCU02153	19520721	Manual	Broad_CAP
NCU02155	19520721	Manual	Broad_CAP
NCU02156	19520721	Manual	Broad_CAP
NCU02156	19696111	Manual	Broad_CAP
NCU02156	22152473	Manual	Broad_CAP
NCU02157	21946565	Manual	Broad_CAP
NCU02157	22469835	Manual	Broad_CAP
NCU02159	22152473	Manual	Broad_CAP
NCU02160	19286985	Manual	Broad_CAP
NCU02160	16287898	Manual	Broad_CAP
NCU02160	22626843	Manual	Broad_CAP
NCU02161	21505064	Manual	Broad_CAP
NCU02162	19520721	Manual	Broad_CAP
NCU02163	22152473	Manual	Broad_CAP
NCU02164	19520721	Manual	Broad_CAP
NCU02164	19696111	Manual	Broad_CAP
NCU02164	22152473	Manual	Broad_CAP
NCU02164	22345350	Manual	Broad_CAP
NCU02165	20018766	Manual	Broad_CAP
NCU02165	19696111	Manual	Broad_CAP
NCU02165	22469835	Manual	Broad_CAP
NCU02167	15007097	Manual	Broad_CAP
NCU02167	9267439	Manual	Broad_CAP
NCU02167	16287898	Manual	Broad_CAP
NCU02169	22001287	Manual	Broad_CAP
NCU02170	20519745	Manual	Broad_CAP
NCU02170	22462823	Manual	Broad_CAP
NCU02170	22879952	Manual	Broad_CAP
NCU02171	19520721	Manual	Broad_CAP
NCU02172	22345350	Manual	Broad_CAP
NCU02175	19696111	Manual	Broad_CAP
NCU02175	20716356	Manual	Broad_CAP
NCU02175	22152473	Manual	Broad_CAP
NCU02175	22445960	Manual	Broad_CAP
NCU02175	22462823	Manual	Broad_CAP
NCU02175	23589521	Manual	Broad_CAP
NCU02175	23733042	Manual	Broad_CAP
NCU02176	22152473	Manual	Broad_CAP
NCU02176	24037267	Manual	Broad_CAP
NCU02177	22462823	Manual	Broad_CAP
NCU02178	15218142	Manual	Broad_CAP
NCU02178	18036854	Manual	Broad_CAP
NCU02178	19064710	Manual	Broad_CAP
NCU02178	21295150	Manual	Broad_CAP
NCU02178	22298702	Manual	Broad_CAP
NCU02178	22345350	Manual	Broad_CAP
NCU02178	22746336	Manual	Broad_CAP
NCU02179	20018766	Manual	Broad_CAP
NCU02179	22345350	Manual	Broad_CAP
NCU02179	22469835	Manual	Broad_CAP
NCU02181	12180913	Manual	Broad_CAP
NCU02181	20018766	Manual	Broad_CAP
NCU02181	16287898	Manual	Broad_CAP
NCU02181	19696111	Manual	Broad_CAP
NCU02181	22462823	Manual	Broad_CAP
NCU02181	23125351	Manual	Broad_CAP
NCU02181	23417067	Manual	Broad_CAP
NCU02181	23589521	Manual	Broad_CAP
NCU02181	23733042	Manual	Broad_CAP
NCU02181	24037267	Manual	Broad_CAP
NCU02182	22001287	Manual	Broad_CAP
NCU02182	22152473	Manual	Broad_CAP
NCU02184	21980519	Manual	Broad_CAP
NCU02184	22152473	Manual	Broad_CAP
NCU02184	22445960	Manual	Broad_CAP
NCU02187	22152473	Manual	Broad_CAP
NCU02187	24037267	Manual	Broad_CAP
NCU02188	22345350	Manual	Broad_CAP
NCU02189	20018766	Manual	Broad_CAP
NCU02189	21980519	Manual	Broad_CAP
NCU02189	22345350	Manual	Broad_CAP
NCU02189	22462823	Manual	Broad_CAP
NCU02190	20675579	Manual	Broad_CAP
NCU02190	22152473	Manual	Broad_CAP
NCU02190	22462823	Manual	Broad_CAP
NCU02190	22469835	Manual	Broad_CAP
NCU02190	22626843	Manual	Broad_CAP
NCU02191	19696111	Manual	Broad_CAP
NCU02191	21081763	Manual	Broad_CAP
NCU02191	22152473	Manual	Broad_CAP
NCU02191	22462823	Manual	Broad_CAP
NCU02191	22626843	Manual	Broad_CAP
NCU02193	10072321	Manual	Broad_CAP
NCU02193	1352758	Manual	Broad_CAP
NCU02193	19520721	Manual	Broad_CAP
NCU02193	20018766	Manual	Broad_CAP
NCU02193	8359692	Manual	Broad_CAP
NCU02193	19696111	Manual	Broad_CAP
NCU02193	21079689	Manual	Broad_CAP
NCU02193	21980519	Manual	Broad_CAP
NCU02193	22001288	Manual	Broad_CAP
NCU02193	22077835	Manual	Broad_CAP
NCU02193	22462823	Manual	Broad_CAP
NCU02193	23417067	Manual	Broad_CAP
NCU02193	23733042	Manual	Broad_CAP
NCU02193	24037267	Manual	Broad_CAP
NCU02194	22152473	Manual	Broad_CAP
NCU02194	22345350	Manual	Broad_CAP
NCU02195	22590528	Manual	Broad_CAP
NCU02197	20018766	Manual	Broad_CAP
NCU02198	22462823	Manual	Broad_CAP
NCU02200	22152473	Manual	Broad_CAP
NCU02200.4	19520721	Manual	Broad_CAP
NCU02202	18676954	Manual	Broad_CAP
NCU02202	19520721	Manual	Broad_CAP
NCU02202	20018766	Manual	Broad_CAP
NCU02202	21965514	Manual	Broad_CAP
NCU02202	22345350	Manual	Broad_CAP
NCU02202	22462823	Manual	Broad_CAP
NCU02203	22345350	Manual	Broad_CAP
NCU02203	24037267	Manual	Broad_CAP
NCU02206	22469835	Manual	Broad_CAP
NCU02207	19696111	Manual	Broad_CAP
NCU02207	22462823	Manual	Broad_CAP
NCU02207	24037267	Manual	Broad_CAP
NCU02208	20018766	Manual	Broad_CAP
NCU02208	15007097	Manual	Broad_CAP
NCU02208	19696111	Manual	Broad_CAP
NCU02208	22462823	Manual	Broad_CAP
NCU02208	23125351	Manual	Broad_CAP
NCU02208	23589521	Manual	Broad_CAP
NCU02208	23733042	Manual	Broad_CAP
NCU02208	24037267	Manual	Broad_CAP
NCU02209	20018766	Manual	Broad_CAP
NCU02209	19696111	Manual	Broad_CAP
NCU02209	20716356	Manual	Broad_CAP
NCU02209	22152473	Manual	Broad_CAP
NCU02209	22462823	Manual	Broad_CAP
NCU02209	22469835	Manual	Broad_CAP
NCU02209	23589521	Manual	Broad_CAP
NCU02209	24037267	Manual	Broad_CAP
NCU02211	19520721	Manual	Broad_CAP
NCU02214	20018766	Manual	Broad_CAP
NCU02214	15007097	Manual	Broad_CAP
NCU02214	16801547	Manual	Broad_CAP
NCU02214	22462823	Manual	Broad_CAP
NCU02216	19520721	Manual	Broad_CAP
NCU02216	22152473	Manual	Broad_CAP
NCU02216	22462823	Manual	Broad_CAP
NCU02216	22701726	Manual	Broad_CAP
NCU02216	22879952	Manual	Broad_CAP
NCU02216	23733042	Manual	Broad_CAP
NCU02216	23782882	Manual	Broad_CAP
NCU02218	19696111	Manual	Broad_CAP
NCU02218	23589521	Manual	Broad_CAP
NCU02219	20018766	Manual	Broad_CAP
NCU02219	19696111	Manual	Broad_CAP
NCU02220	23125351	Manual	Broad_CAP
NCU02220	23733042	Manual	Broad_CAP
NCU02224	19520721	Manual	Broad_CAP
NCU02224	15007097	Manual	Broad_CAP
NCU02224	20876563	Manual	Broad_CAP
NCU02226	22152473	Manual	Broad_CAP
NCU02226	23935467	Manual	Broad_CAP
NCU02227	9348657	Manual	Broad_CAP
NCU02227	23935467	Manual	Broad_CAP
NCU02228	19696111	Manual	Broad_CAP
NCU02229	22152473	Manual	Broad_CAP
NCU02230	19520721	Manual	Broad_CAP
NCU02230	22462823	Manual	Broad_CAP
NCU02232	22445960	Manual	Broad_CAP
NCU02232	22462823	Manual	Broad_CAP
NCU02234	22900028	Manual	Broad_CAP
NCU02234	23733042	Manual	Broad_CAP
NCU02235	20018766	Manual	Broad_CAP
NCU02235	19696111	Manual	Broad_CAP
NCU02235	22152473	Manual	Broad_CAP
NCU02237	22152473	Manual	Broad_CAP
NCU02238	20018766	Manual	Broad_CAP
NCU02238	22001288	Manual	Broad_CAP
NCU02238	22345350	Manual	Broad_CAP
NCU02238	22462823	Manual	Broad_CAP
NCU02238	22590528	Manual	Broad_CAP
NCU02240	15007097	Manual	Broad_CAP
NCU02240	20018766	Manual	Broad_CAP
NCU02240	21744778	Manual	Broad_CAP
NCU02240	21980519	Manual	Broad_CAP
NCU02240	22004347	Manual	Broad_CAP
NCU02240	22345350	Manual	Broad_CAP
NCU02240	22462823	Manual	Broad_CAP
NCU02240	22474347	Manual	Broad_CAP
NCU02240	22532664	Manual	Broad_CAP
NCU02240	23766336	Manual	Broad_CAP
NCU02241	22152473	Manual	Broad_CAP
NCU02242	19696111	Manual	Broad_CAP
NCU02244	19696111	Manual	Broad_CAP
NCU02244	22152473	Manual	Broad_CAP
NCU02244	23589521	Manual	Broad_CAP
NCU02245	22001287	Manual	Broad_CAP
NCU02246	24037267	Manual	Broad_CAP
NCU02247	12196394	Manual	Broad_CAP
NCU02247	12679815	Manual	Broad_CAP
NCU02247	12712205	Manual	Broad_CAP
NCU02247	14967149	Manual	Broad_CAP
NCU02247	15218142	Manual	Broad_CAP
NCU02247	18678653	Manual	Broad_CAP
NCU02247	19014414	Manual	Broad_CAP
NCU02247	19092133	Manual	Broad_CAP
NCU02247	19141471	Manual	Broad_CAP
NCU02247	19171944	Manual	Broad_CAP
NCU02247	7505062	Manual	Broad_CAP
NCU02247	7824923	Manual	Broad_CAP
NCU02247	8670816	Manual	Broad_CAP
NCU02247	8722769	Manual	Broad_CAP
NCU02247	9308966	Manual	Broad_CAP
NCU02247	9738881	Manual	Broad_CAP
NCU02247	19948733	Manual	Broad_CAP
NCU02247	20139222	Manual	Broad_CAP
NCU02247	21811413	Manual	Broad_CAP
NCU02247	22504884	Manual	Broad_CAP
NCU02247	24039604	Manual	Broad_CAP
NCU02248	19696111	Manual	Broad_CAP
NCU02249	15007097	Manual	Broad_CAP
NCU02249	22462823	Manual	Broad_CAP
NCU02250	149126	Manual	Broad_CAP
NCU02250	18474589	Manual	Broad_CAP
NCU02250	20018766	Manual	Broad_CAP
NCU02250	3155701	Manual	Broad_CAP
NCU02250	6444467	Manual	Broad_CAP
NCU02250	8289326	Manual	Broad_CAP
NCU02250	1535289	Manual	Broad_CAP
NCU02250	19696111	Manual	Broad_CAP
NCU02250	21980519	Manual	Broad_CAP
NCU02250	22462823	Manual	Broad_CAP
NCU02250	23589521	Manual	Broad_CAP
NCU02250	6219116	Manual	Broad_CAP
NCU02250	6329691	Manual	Broad_CAP
NCU02250	7628445	Manual	Broad_CAP
NCU02252	12180913	Manual	Broad_CAP
NCU02252	14597725	Manual	Broad_CAP
NCU02252	20018766	Manual	Broad_CAP
NCU02252	15522735	Manual	Broad_CAP
NCU02252	19696111	Manual	Broad_CAP
NCU02252	22152473	Manual	Broad_CAP
NCU02252	22345350	Manual	Broad_CAP
NCU02252	22462823	Manual	Broad_CAP
NCU02252	23417067	Manual	Broad_CAP
NCU02252	23589521	Manual	Broad_CAP
NCU02252	23935467	Manual	Broad_CAP
NCU02252	24037267	Manual	Broad_CAP
NCU02253	22345350	Manual	Broad_CAP
NCU02253	22469835	Manual	Broad_CAP
NCU02254	22152473	Manual	Broad_CAP
NCU02256	19747717	Manual	Broad_CAP
NCU02257	22152473	Manual	Broad_CAP
NCU02259	15802524	Manual	Broad_CAP
NCU02260	15007097	Manual	Broad_CAP
NCU02260	19696111	Manual	Broad_CAP
NCU02261	20018766	Manual	Broad_CAP
NCU02261	21282627	Manual	Broad_CAP
NCU02261	22152473	Manual	Broad_CAP
NCU02261	23125351	Manual	Broad_CAP
NCU02261	24037267	Manual	Broad_CAP
NCU02262	21282627	Manual	Broad_CAP
NCU02263	19696111	Manual	Broad_CAP
NCU02263	20716356	Manual	Broad_CAP
NCU02263	21282627	Manual	Broad_CAP
NCU02263	22152473	Manual	Broad_CAP
NCU02264	19696111	Manual	Broad_CAP
NCU02264	20675579	Manual	Broad_CAP
NCU02264	22152473	Manual	Broad_CAP
NCU02264	22462823	Manual	Broad_CAP
NCU02264	22626843	Manual	Broad_CAP
NCU02264	23589521	Manual	Broad_CAP
NCU02265	10036201	Manual	Broad_CAP
NCU02265	10066551	Manual	Broad_CAP
NCU02265	10376598	Manual	Broad_CAP
NCU02265	10618401	Manual	Broad_CAP
NCU02265	10618405	Manual	Broad_CAP
NCU02265	10643740	Manual	Broad_CAP
NCU02265	10643743	Manual	Broad_CAP
NCU02265	10884222	Manual	Broad_CAP
NCU02265	11128290	Manual	Broad_CAP
NCU02265	11226161	Manual	Broad_CAP
NCU02265	11239402	Manual	Broad_CAP
NCU02265	11283242	Manual	Broad_CAP
NCU02265	11343403	Manual	Broad_CAP
NCU02265	11416214	Manual	Broad_CAP
NCU02265	11517254	Manual	Broad_CAP
NCU02265	11532152	Manual	Broad_CAP
NCU02265	11551951	Manual	Broad_CAP
NCU02265	11606531	Manual	Broad_CAP
NCU02265	11742984	Manual	Broad_CAP
NCU02265	11756547	Manual	Broad_CAP
NCU02265	11805052	Manual	Broad_CAP
NCU02265	11959847	Manual	Broad_CAP
NCU02265	12098705	Manual	Broad_CAP
NCU02265	12098706	Manual	Broad_CAP
NCU02265	12110577	Manual	Broad_CAP
NCU02265	12454012	Manual	Broad_CAP
NCU02265	12586700	Manual	Broad_CAP
NCU02265	12607002	Manual	Broad_CAP
NCU02265	12719523	Manual	Broad_CAP
NCU02265	12871904	Manual	Broad_CAP
NCU02265	12932081	Manual	Broad_CAP
NCU02265	12941694	Manual	Broad_CAP
NCU02265	14597725	Manual	Broad_CAP
NCU02265	14871927	Manual	Broad_CAP
NCU02265	15028220	Manual	Broad_CAP
NCU02265	15234207	Manual	Broad_CAP
NCU02265	15677317	Manual	Broad_CAP
NCU02265	15899977	Manual	Broad_CAP
NCU02265	16107616	Manual	Broad_CAP
NCU02265	16195340	Manual	Broad_CAP
NCU02265	16264193	Manual	Broad_CAP
NCU02265	16287715	Manual	Broad_CAP
NCU02265	16314576	Manual	Broad_CAP
NCU02265	16421276	Manual	Broad_CAP
NCU02265	16537415	Manual	Broad_CAP
NCU02265	16687282	Manual	Broad_CAP
NCU02265	16905532	Manual	Broad_CAP
NCU02265	16998153	Manual	Broad_CAP
NCU02265	17066078	Manual	Broad_CAP
NCU02265	17196855	Manual	Broad_CAP
NCU02265	17237512	Manual	Broad_CAP
NCU02265	17301235	Manual	Broad_CAP
NCU02265	17317630	Manual	Broad_CAP
NCU02265	17575051	Manual	Broad_CAP
NCU02265	17726525	Manual	Broad_CAP
NCU02265	17947430	Manual	Broad_CAP
NCU02265	17965132	Manual	Broad_CAP
NCU02265	17984065	Manual	Broad_CAP
NCU02265	18037381	Manual	Broad_CAP
NCU02265	18056807	Manual	Broad_CAP
NCU02265	18079175	Manual	Broad_CAP
NCU02265	18084778	Manual	Broad_CAP
NCU02265	18277380	Manual	Broad_CAP
NCU02265	18583987	Manual	Broad_CAP
NCU02265	18769678	Manual	Broad_CAP
NCU02265	19020516	Manual	Broad_CAP
NCU02265	19139144	Manual	Broad_CAP
NCU02265	19141472	Manual	Broad_CAP
NCU02265	19450533	Manual	Broad_CAP
NCU02265	19506251	Manual	Broad_CAP
NCU02265	19747717	Manual	Broad_CAP
NCU02265	19759264	Manual	Broad_CAP
NCU02265	19948115	Manual	Broad_CAP
NCU02265	2142347	Manual	Broad_CAP
NCU02265	2525233	Manual	Broad_CAP
NCU02265	2948874	Manual	Broad_CAP
NCU02265	3155701	Manual	Broad_CAP
NCU02265	6455327	Manual	Broad_CAP
NCU02265	7600569	Manual	Broad_CAP
NCU02265	8052643	Manual	Broad_CAP
NCU02265	8128244	Manual	Broad_CAP
NCU02265	8194516	Manual	Broad_CAP
NCU02265	8278550	Manual	Broad_CAP
NCU02265	8466189	Manual	Broad_CAP
NCU02265	8896376	Manual	Broad_CAP
NCU02265	8982466	Manual	Broad_CAP
NCU02265	9037100	Manual	Broad_CAP
NCU02265	9108072	Manual	Broad_CAP
NCU02265	9115195	Manual	Broad_CAP
NCU02265	9150146	Manual	Broad_CAP
NCU02265	9150147	Manual	Broad_CAP
NCU02265	9298281	Manual	Broad_CAP
NCU02265	9695904	Manual	Broad_CAP
NCU02265	9711502	Manual	Broad_CAP
NCU02265	9729714	Manual	Broad_CAP
NCU02265	1535290	Manual	Broad_CAP
NCU02265	19948888	Manual	Broad_CAP
NCU02265	20026679	Manual	Broad_CAP
NCU02265	20051268	Manual	Broad_CAP
NCU02265	20159972	Manual	Broad_CAP
NCU02265	20348458	Manual	Broad_CAP
NCU02265	20576110	Manual	Broad_CAP
NCU02265	20675579	Manual	Broad_CAP
NCU02265	20733070	Manual	Broad_CAP
NCU02265	20795879	Manual	Broad_CAP
NCU02265	20807745	Manual	Broad_CAP
NCU02265	20876812	Manual	Broad_CAP
NCU02265	20876814	Manual	Broad_CAP
NCU02265	21282627	Manual	Broad_CAP
NCU02265	21300798	Manual	Broad_CAP
NCU02265	21698191	Manual	Broad_CAP
NCU02265	21707668	Manual	Broad_CAP
NCU02265	21731506	Manual	Broad_CAP
NCU02265	21811413	Manual	Broad_CAP
NCU02265	21884974	Manual	Broad_CAP
NCU02265	22164247	Manual	Broad_CAP
NCU02265	22240319	Manual	Broad_CAP
NCU02265	22367035	Manual	Broad_CAP
NCU02265	22496627	Manual	Broad_CAP
NCU02265	22589747	Manual	Broad_CAP
NCU02265	22695169	Manual	Broad_CAP
NCU02265	22955278	Manual	Broad_CAP
NCU02265	23277144	Manual	Broad_CAP
NCU02265	23319591	Manual	Broad_CAP
NCU02265	23417067	Manual	Broad_CAP
NCU02265	23712010	Manual	Broad_CAP
NCU02265	23958634	Manual	Broad_CAP
NCU02265	24030828	Manual	Broad_CAP
NCU02265	24039604	Manual	Broad_CAP
NCU02267	22590528	Manual	Broad_CAP
NCU02273	19520721	Manual	Broad_CAP
NCU02273	20018766	Manual	Broad_CAP
NCU02273	16287898	Manual	Broad_CAP
NCU02273	19696111	Manual	Broad_CAP
NCU02273	22152473	Manual	Broad_CAP
NCU02273	22345350	Manual	Broad_CAP
NCU02273	22462823	Manual	Broad_CAP
NCU02273	23589521	Manual	Broad_CAP
NCU02274	124550	Manual	Broad_CAP
NCU02274	8304214	Manual	Broad_CAP
NCU02274	12180913	Manual	Broad_CAP
NCU02274	137722	Manual	Broad_CAP
NCU02274	1532227	Manual	Broad_CAP
NCU02274	15522735	Manual	Broad_CAP
NCU02274	17449655	Manual	Broad_CAP
NCU02274	19230635	Manual	Broad_CAP
NCU02274	20018766	Manual	Broad_CAP
NCU02274	2948874	Manual	Broad_CAP
NCU02274	7961829	Manual	Broad_CAP
NCU02274	8914930	Manual	Broad_CAP
NCU02274	16287898	Manual	Broad_CAP
NCU02274	19696111	Manual	Broad_CAP
NCU02274	21079689	Manual	Broad_CAP
NCU02274	22462823	Manual	Broad_CAP
NCU02274	23417067	Manual	Broad_CAP
NCU02274	23589521	Manual	Broad_CAP
NCU02276	15007097	Manual	Broad_CAP
