geneid	pubmedid	annotationmethod	annotationsource
NCU06075	6221961	Manual	Broad_CAP
NCU06076	22152473	Manual	Broad_CAP
NCU06078	22469835	Manual	Broad_CAP
NCU06079	19696111	Manual	Broad_CAP
NCU06079	22445960	Manual	Broad_CAP
NCU06079	23589521	Manual	Broad_CAP
NCU06081	22345350	Manual	Broad_CAP
NCU06081	23733042	Manual	Broad_CAP
NCU06082	22345350	Manual	Broad_CAP
NCU06082	24037267	Manual	Broad_CAP
NCU06083	22152473	Manual	Broad_CAP
NCU06084	22469835	Manual	Broad_CAP
NCU06084	23173086	Manual	Broad_CAP
NCU06085	22469835	Manual	Broad_CAP
NCU06085	23125351	Manual	Broad_CAP
NCU06088	19520721	Manual	Broad_CAP
NCU06090	19230635	Manual	Broad_CAP
NCU06090	22001287	Manual	Broad_CAP
NCU06090	22152473	Manual	Broad_CAP
NCU06091	19696111	Manual	Broad_CAP
NCU06095	19520721	Manual	Broad_CAP
NCU06095	20675579	Manual	Broad_CAP
NCU06095	23092920	Manual	Broad_CAP
NCU06095	2524423	Manual	Broad_CAP
NCU06095	4280981	Manual	Broad_CAP
NCU06099	24037267	Manual	Broad_CAP
NCU06105	22469835	Manual	Broad_CAP
NCU06107	22152473	Manual	Broad_CAP
NCU06107	24037267	Manual	Broad_CAP
NCU06108	18769678	Manual	Broad_CAP
NCU06108	19696111	Manual	Broad_CAP
NCU06109	22879952	Manual	Broad_CAP
NCU06110	12180913	Manual	Broad_CAP
NCU06110	17468745	Manual	Broad_CAP
NCU06110	20018766	Manual	Broad_CAP
NCU06110	16287898	Manual	Broad_CAP
NCU06110	19696111	Manual	Broad_CAP
NCU06110	21079689	Manual	Broad_CAP
NCU06110	22001287	Manual	Broad_CAP
NCU06110	22462823	Manual	Broad_CAP
NCU06110	23417067	Manual	Broad_CAP
NCU06110	23589521	Manual	Broad_CAP
NCU06111	19696111	Manual	Broad_CAP
NCU06111	22462823	Manual	Broad_CAP
NCU06111	23125351	Manual	Broad_CAP
NCU06112	22469835	Manual	Broad_CAP
NCU06112	23125351	Manual	Broad_CAP
NCU06113	19696111	Manual	Broad_CAP
NCU06114	22445960	Manual	Broad_CAP
NCU06114	23733042	Manual	Broad_CAP
NCU06116	22462823	Manual	Broad_CAP
NCU06117	19520721	Manual	Broad_CAP
NCU06117	24037267	Manual	Broad_CAP
NCU06118	22152473	Manual	Broad_CAP
NCU06119	15007097	Manual	Broad_CAP
NCU06120	22462823	Manual	Broad_CAP
NCU06123	20018766	Manual	Broad_CAP
NCU06123	19696111	Manual	Broad_CAP
NCU06123	20675579	Manual	Broad_CAP
NCU06123	20885793	Manual	Broad_CAP
NCU06123	22345350	Manual	Broad_CAP
NCU06123	22462823	Manual	Broad_CAP
NCU06123	23733042	Manual	Broad_CAP
NCU06125	19696111	Manual	Broad_CAP
NCU06125	22001288	Manual	Broad_CAP
NCU06125	22345350	Manual	Broad_CAP
NCU06125	24037267	Manual	Broad_CAP
NCU06127	23125351	Manual	Broad_CAP
NCU06130	22152473	Manual	Broad_CAP
NCU06130	22462823	Manual	Broad_CAP
NCU06132	19696111	Manual	Broad_CAP
NCU06132	22462823	Manual	Broad_CAP
NCU06132	23589521	Manual	Broad_CAP
NCU06132	23733042	Manual	Broad_CAP
NCU06132	23809652	Manual	Broad_CAP
NCU06133	23125351	Manual	Broad_CAP
NCU06136	22469835	Manual	Broad_CAP
NCU06136	23125351	Manual	Broad_CAP
NCU06137	23125351	Manual	Broad_CAP
NCU06138	20018766	Manual	Broad_CAP
NCU06138	22345350	Manual	Broad_CAP
NCU06138	22462823	Manual	Broad_CAP
NCU06138	22474347	Manual	Broad_CAP
NCU06138	22532664	Manual	Broad_CAP
NCU06138	23766336	Manual	Broad_CAP
NCU06140	22462823	Manual	Broad_CAP
NCU06140	23733042	Manual	Broad_CAP
NCU06140	24037267	Manual	Broad_CAP
NCU06142	22462823	Manual	Broad_CAP
NCU06143	20018766	Manual	Broad_CAP
NCU06143	19696111	Manual	Broad_CAP
NCU06143	22345350	Manual	Broad_CAP
NCU06143	22462823	Manual	Broad_CAP
NCU06143	22474347	Manual	Broad_CAP
NCU06143	22532664	Manual	Broad_CAP
NCU06143	23125351	Manual	Broad_CAP
NCU06143	23589521	Manual	Broad_CAP
NCU06143	23766336	Manual	Broad_CAP
NCU06145	24037267	Manual	Broad_CAP
NCU06146	22469835	Manual	Broad_CAP
NCU06146	22955885	Manual	Broad_CAP
NCU06147	23125351	Manual	Broad_CAP
NCU06149	19520721	Manual	Broad_CAP
NCU06149	19696111	Manual	Broad_CAP
NCU06153	19696111	Manual	Broad_CAP
NCU06153	21980519	Manual	Broad_CAP
NCU06153	22445960	Manual	Broad_CAP
NCU06153	23589521	Manual	Broad_CAP
NCU06153	23733042	Manual	Broad_CAP
NCU06160	23530226	Manual	Broad_CAP
NCU06161	23530226	Manual	Broad_CAP
NCU06163	23530226	Manual	Broad_CAP
NCU06165	23530226	Manual	Broad_CAP
NCU06170	22445960	Manual	Broad_CAP
NCU06170	24037267	Manual	Broad_CAP
NCU06171	18676954	Manual	Broad_CAP
NCU06174	22152473	Manual	Broad_CAP
NCU06174	22345350	Manual	Broad_CAP
NCU06175	12589072	Manual	Broad_CAP
NCU06175	20018766	Manual	Broad_CAP
NCU06175	19696111	Manual	Broad_CAP
NCU06176	22001287	Manual	Broad_CAP
NCU06177	19696111	Manual	Broad_CAP
NCU06177	21728141	Manual	Broad_CAP
NCU06177	21965514	Manual	Broad_CAP
NCU06177	22345350	Manual	Broad_CAP
NCU06177	23733042	Manual	Broad_CAP
NCU06179	19772928	Manual	Broad_CAP
NCU06181	22001287	Manual	Broad_CAP
NCU06181	22474347	Manual	Broad_CAP
NCU06182	15001190	Manual	Broad_CAP
NCU06182	15075265	Manual	Broad_CAP
NCU06182	15879525	Manual	Broad_CAP
NCU06182	17392518	Manual	Broad_CAP
NCU06182	18979236	Manual	Broad_CAP
NCU06182	16287898	Manual	Broad_CAP
NCU06182	22900028	Manual	Broad_CAP
NCU06182	23028357	Manual	Broad_CAP
NCU06182	23733042	Manual	Broad_CAP
NCU06183	20675579	Manual	Broad_CAP
NCU06183	22469835	Manual	Broad_CAP
NCU06185	12180913	Manual	Broad_CAP
NCU06185	20018766	Manual	Broad_CAP
NCU06185	19696111	Manual	Broad_CAP
NCU06185	20870880	Manual	Broad_CAP
NCU06185	22152473	Manual	Broad_CAP
NCU06185	22462823	Manual	Broad_CAP
NCU06185	22469835	Manual	Broad_CAP
NCU06185	22879952	Manual	Broad_CAP
NCU06185	24037267	Manual	Broad_CAP
NCU06187	20018766	Manual	Broad_CAP
NCU06187	16094964	Manual	Broad_CAP
NCU06187	16578469	Manual	Broad_CAP
NCU06187	20999484	Manual	Broad_CAP
NCU06187	20999485	Manual	Broad_CAP
NCU06187	142082	Manual	Broad_CAP
NCU06187	17247329	Manual	Broad_CAP
NCU06187	19696111	Manual	Broad_CAP
NCU06187	22462823	Manual	Broad_CAP
NCU06187	23589521	Manual	Broad_CAP
NCU06187	23935467	Manual	Broad_CAP
NCU06187	24037267	Manual	Broad_CAP
NCU06189	16287898	Manual	Broad_CAP
NCU06189	22474347	Manual	Broad_CAP
NCU06190	15007097	Manual	Broad_CAP
NCU06191	22469835	Manual	Broad_CAP
NCU06191	23125351	Manual	Broad_CAP
NCU06193	11956324	Manual	Broad_CAP
NCU06198	19696111	Manual	Broad_CAP
NCU06198	22983986	Manual	Broad_CAP
NCU06199	19696111	Manual	Broad_CAP
NCU06199	23589521	Manual	Broad_CAP
NCU06199	23173086	Manual	Broad_CAP
NCU06201	19696111	Manual	Broad_CAP
NCU06201	23589521	Manual	Broad_CAP
NCU06202	20675579	Manual	Broad_CAP
NCU06202	23125351	Manual	Broad_CAP
NCU06203	19696111	Manual	Broad_CAP
NCU06203	21980519	Manual	Broad_CAP
NCU06203	22001287	Manual	Broad_CAP
NCU06203	22152473	Manual	Broad_CAP
NCU06203	22445960	Manual	Broad_CAP
NCU06203	22462823	Manual	Broad_CAP
NCU06203	22626843	Manual	Broad_CAP
NCU06203	23589521	Manual	Broad_CAP
NCU06203	24037267	Manual	Broad_CAP
NCU06205	12139624	Manual	Broad_CAP
NCU06205	18586951	Manual	Broad_CAP
NCU06205	19800017	Manual	Broad_CAP
NCU06205	9680957	Manual	Broad_CAP
NCU06205	9680960	Manual	Broad_CAP
NCU06205	19696111	Manual	Broad_CAP
NCU06205	21354536	Manual	Broad_CAP
NCU06205	21666072	Manual	Broad_CAP
NCU06205	22626843	Manual	Broad_CAP
NCU06205	23092920	Manual	Broad_CAP
NCU06206	22152473	Manual	Broad_CAP
NCU06206	23733042	Manual	Broad_CAP
NCU06207	18676954	Manual	Broad_CAP
NCU06207	19230635	Manual	Broad_CAP
NCU06207	22001287	Manual	Broad_CAP
NCU06207	22152473	Manual	Broad_CAP
NCU06207	23733042	Manual	Broad_CAP
NCU06207	23755044	Manual	Broad_CAP
NCU06207	23766336	Manual	Broad_CAP
NCU06207	24037267	Manual	Broad_CAP
NCU06210	20018766	Manual	Broad_CAP
NCU06210	19696111	Manual	Broad_CAP
NCU06210	22462823	Manual	Broad_CAP
NCU06210	23589521	Manual	Broad_CAP
NCU06210	23733042	Manual	Broad_CAP
NCU06210	24037267	Manual	Broad_CAP
NCU06211	15522735	Manual	Broad_CAP
NCU06211	19696111	Manual	Broad_CAP
NCU06211	22001288	Manual	Broad_CAP
NCU06211	22152473	Manual	Broad_CAP
NCU06211	22345350	Manual	Broad_CAP
NCU06211	22462823	Manual	Broad_CAP
NCU06211	24037267	Manual	Broad_CAP
NCU06213	22345350	Manual	Broad_CAP
NCU06213	23186325	Manual	Broad_CAP
NCU06214	19696111	Manual	Broad_CAP
NCU06214	22152473	Manual	Broad_CAP
NCU06214	23589521	Manual	Broad_CAP
NCU06216	19520721	Manual	Broad_CAP
NCU06217	22152473	Manual	Broad_CAP
NCU06218	19696111	Manual	Broad_CAP
NCU06218	22469835	Manual	Broad_CAP
NCU06224	19696111	Manual	Broad_CAP
NCU06226	12180913	Manual	Broad_CAP
NCU06226	20018766	Manual	Broad_CAP
NCU06226	19696111	Manual	Broad_CAP
NCU06226	21079689	Manual	Broad_CAP
NCU06226	21980519	Manual	Broad_CAP
NCU06226	22462823	Manual	Broad_CAP
NCU06226	23417067	Manual	Broad_CAP
NCU06226	23589521	Manual	Broad_CAP
NCU06226	23733042	Manual	Broad_CAP
NCU06226	24037267	Manual	Broad_CAP
NCU06227	22462823	Manual	Broad_CAP
NCU06228	19696111	Manual	Broad_CAP
NCU06228	22462823	Manual	Broad_CAP
NCU06228	23589521	Manual	Broad_CAP
NCU06228	23935467	Manual	Broad_CAP
NCU06229	17240982	Manual	Broad_CAP
NCU06230	19520721	Manual	Broad_CAP
NCU06230	20018766	Manual	Broad_CAP
NCU06230	20675579	Manual	Broad_CAP
NCU06230	21965514	Manual	Broad_CAP
NCU06230	22001288	Manual	Broad_CAP
NCU06230	22345350	Manual	Broad_CAP
NCU06230	22462823	Manual	Broad_CAP
NCU06230	24037267	Manual	Broad_CAP
NCU06231	20675579	Manual	Broad_CAP
NCU06231	22001287	Manual	Broad_CAP
NCU06231	23935467	Manual	Broad_CAP
NCU06232	1980003	Manual	Broad_CAP
NCU06232	5218909	Manual	Broad_CAP
NCU06232	6325383	Manual	Broad_CAP
NCU06232	8294021	Manual	Broad_CAP
NCU06232	16287898	Manual	Broad_CAP
NCU06232	19696111	Manual	Broad_CAP
NCU06232	22445960	Manual	Broad_CAP
NCU06232	22462823	Manual	Broad_CAP
NCU06232	23589521	Manual	Broad_CAP
NCU06232	23935467	Manual	Broad_CAP
NCU06233	22462823	Manual	Broad_CAP
NCU06234	23733042	Manual	Broad_CAP
NCU06235	22152473	Manual	Broad_CAP
NCU06235	22445960	Manual	Broad_CAP
NCU06235	22462823	Manual	Broad_CAP
NCU06235	22474347	Manual	Broad_CAP
NCU06235	24037267	Manual	Broad_CAP
NCU06236	21980519	Manual	Broad_CAP
NCU06237	22469835	Manual	Broad_CAP
NCU06238	16195354	Manual	Broad_CAP
NCU06240	19020516	Manual	Broad_CAP
NCU06240	19450520	Manual	Broad_CAP
NCU06240	20876563	Manual	Broad_CAP
NCU06240	22626843	Manual	Broad_CAP
NCU06240	23935534	Manual	Broad_CAP
NCU06242	19696111	Manual	Broad_CAP
NCU06244	20335503	Manual	Broad_CAP
NCU06244	21946565	Manual	Broad_CAP
NCU06244	22152473	Manual	Broad_CAP
NCU06244	23940790	Manual	Broad_CAP
NCU06245	17157541	Manual	Broad_CAP
NCU06245	19696111	Manual	Broad_CAP
NCU06245	21282627	Manual	Broad_CAP
NCU06245	22152473	Manual	Broad_CAP
NCU06245	22462823	Manual	Broad_CAP
NCU06245	22626843	Manual	Broad_CAP
NCU06246	19520721	Manual	Broad_CAP
NCU06246	22469835	Manual	Broad_CAP
NCU06247	19696111	Manual	Broad_CAP
NCU06247	21282627	Manual	Broad_CAP
NCU06247	22462823	Manual	Broad_CAP
NCU06247	23589521	Manual	Broad_CAP
NCU06247	24037267	Manual	Broad_CAP
NCU06249	15802524	Manual	Broad_CAP
NCU06249	21965514	Manual	Broad_CAP
NCU06250	22152473	Manual	Broad_CAP
NCU06250	22469835	Manual	Broad_CAP
NCU06250	23125351	Manual	Broad_CAP
NCU06251	19696111	Manual	Broad_CAP
NCU06252	16287898	Manual	Broad_CAP
NCU06252	19696111	Manual	Broad_CAP
NCU06252	22001287	Manual	Broad_CAP
NCU06254	19696111	Manual	Broad_CAP
NCU06255	20018766	Manual	Broad_CAP
NCU06255	22152473	Manual	Broad_CAP
NCU06255	22345350	Manual	Broad_CAP
NCU06255	22445960	Manual	Broad_CAP
NCU06255	22462823	Manual	Broad_CAP
NCU06255	23733042	Manual	Broad_CAP
NCU06256	23125351	Manual	Broad_CAP
NCU06258	19696111	Manual	Broad_CAP
NCU06258	22469835	Manual	Broad_CAP
NCU06258	23125351	Manual	Broad_CAP
NCU06260	19520721	Manual	Broad_CAP
NCU06261	19696111	Manual	Broad_CAP
NCU06261	21980519	Manual	Broad_CAP
NCU06261	22345350	Manual	Broad_CAP
NCU06261	23589521	Manual	Broad_CAP
NCU06262	18769678	Manual	Broad_CAP
NCU06263	20018766	Manual	Broad_CAP
NCU06263	22469835	Manual	Broad_CAP
NCU06265	19696111	Manual	Broad_CAP
NCU06265	22345350	Manual	Broad_CAP
NCU06265	22462823	Manual	Broad_CAP
NCU06265	22626843	Manual	Broad_CAP
NCU06265	23125351	Manual	Broad_CAP
NCU06265	23733042	Manual	Broad_CAP
NCU06266	15007097	Manual	Broad_CAP
NCU06267	19696111	Manual	Broad_CAP
NCU06267	20876563	Manual	Broad_CAP
NCU06268	19520721	Manual	Broad_CAP
NCU06269	18676954	Manual	Broad_CAP
NCU06269	19696111	Manual	Broad_CAP
NCU06270	10496979	Manual	Broad_CAP
NCU06270	2141023	Manual	Broad_CAP
NCU06270	2967109	Manual	Broad_CAP
NCU06270	8168539	Manual	Broad_CAP
NCU06272	23733042	Manual	Broad_CAP
NCU06273	22152473	Manual	Broad_CAP
NCU06275	19696111	Manual	Broad_CAP
NCU06276	22469835	Manual	Broad_CAP
NCU06276	22813893	Manual	Broad_CAP
NCU06276	22955885	Manual	Broad_CAP
NCU06277	19520721	Manual	Broad_CAP
NCU06277	20018766	Manual	Broad_CAP
NCU06277	19696111	Manual	Broad_CAP
NCU06277	22345350	Manual	Broad_CAP
NCU06277	24037267	Manual	Broad_CAP
NCU06279	15007097	Manual	Broad_CAP
NCU06279	19696111	Manual	Broad_CAP
NCU06279	23733042	Manual	Broad_CAP
NCU06285	19520721	Manual	Broad_CAP
NCU06285	20018766	Manual	Broad_CAP
NCU06285	22345350	Manual	Broad_CAP
NCU06286	20018766	Manual	Broad_CAP
NCU06286	22469835	Manual	Broad_CAP
NCU06286	23125351	Manual	Broad_CAP
NCU06294	19696111	Manual	Broad_CAP
NCU06294	22152473	Manual	Broad_CAP
NCU06294	22345350	Manual	Broad_CAP
NCU06294	22462823	Manual	Broad_CAP
NCU06294	23733042	Manual	Broad_CAP
NCU06296	22152473	Manual	Broad_CAP
NCU06296	22445960	Manual	Broad_CAP
NCU06298	20675579	Manual	Broad_CAP
NCU06300	19696111	Manual	Broad_CAP
NCU06300	22152473	Manual	Broad_CAP
NCU06301	23733042	Manual	Broad_CAP
NCU06301	24037267	Manual	Broad_CAP
NCU06303	22469835	Manual	Broad_CAP
NCU06303	23125351	Manual	Broad_CAP
NCU06305	19696111	Manual	Broad_CAP
NCU06305	22152473	Manual	Broad_CAP
NCU06305	22345350	Manual	Broad_CAP
NCU06305	23589521	Manual	Broad_CAP
NCU06306	15007097	Manual	Broad_CAP
NCU06306	20018766	Manual	Broad_CAP
NCU06306	20675579	Manual	Broad_CAP
NCU06306	22152473	Manual	Broad_CAP
NCU06307	19696111	Manual	Broad_CAP
NCU06307	20675579	Manual	Broad_CAP
NCU06307	22001287	Manual	Broad_CAP
NCU06307	23966547	Manual	Broad_CAP
NCU06308	19520721	Manual	Broad_CAP
NCU06308	7116448	Manual	Broad_CAP
NCU06308	8626458	Manual	Broad_CAP
NCU06308	22001287	Manual	Broad_CAP
NCU06308	22152473	Manual	Broad_CAP
NCU06310	22001287	Manual	Broad_CAP
NCU06311	19696111	Manual	Broad_CAP
NCU06311	22001287	Manual	Broad_CAP
NCU06311	23589521	Manual	Broad_CAP
NCU06312	15007097	Manual	Broad_CAP
NCU06312	16896213	Manual	Broad_CAP
NCU06312	19696111	Manual	Broad_CAP
NCU06312	23092920	Manual	Broad_CAP
NCU06312	24039604	Manual	Broad_CAP
NCU06314	22152473	Manual	Broad_CAP
NCU06315	19696111	Manual	Broad_CAP
NCU06315	22152473	Manual	Broad_CAP
NCU06315	22462823	Manual	Broad_CAP
NCU06315	23589521	Manual	Broad_CAP
NCU06317	19520721	Manual	Broad_CAP
NCU06317	19696111	Manual	Broad_CAP
NCU06317	23589521	Manual	Broad_CAP
NCU06319	22701726	Manual	Broad_CAP
NCU06326	22445960	Manual	Broad_CAP
NCU06326	23766336	Manual	Broad_CAP
NCU06327	22445960	Manual	Broad_CAP
NCU06327	22590528	Manual	Broad_CAP
NCU06327	23733042	Manual	Broad_CAP
NCU06327	12180913	Manual	Broad_CAP
NCU06328	22590528	Manual	Broad_CAP
NCU06328	23733042	Manual	Broad_CAP
NCU06329	22955885	Manual	Broad_CAP
NCU06330	22152473	Manual	Broad_CAP
NCU06330	22469835	Manual	Broad_CAP
NCU06331	19520721	Manual	Broad_CAP
NCU06332	19520721	Manual	Broad_CAP
NCU06332	19696111	Manual	Broad_CAP
NCU06332	22001288	Manual	Broad_CAP
NCU06333	20018766	Manual	Broad_CAP
NCU06333	19696111	Manual	Broad_CAP
NCU06333	22474347	Manual	Broad_CAP
NCU06333	22532664	Manual	Broad_CAP
NCU06333	23766336	Manual	Broad_CAP
NCU06337	19696111	Manual	Broad_CAP
NCU06338	22462823	Manual	Broad_CAP
NCU06342	22462823	Manual	Broad_CAP
NCU06342	24037267	Manual	Broad_CAP
NCU06344	19696111	Manual	Broad_CAP
NCU06344	21980519	Manual	Broad_CAP
NCU06344	22152473	Manual	Broad_CAP
NCU06346	19520721	Manual	Broad_CAP
NCU06346	19696111	Manual	Broad_CAP
NCU06346	20716356	Manual	Broad_CAP
NCU06346	22001288	Manual	Broad_CAP
NCU06346	22152473	Manual	Broad_CAP
NCU06346	23125351	Manual	Broad_CAP
NCU06346	23417067	Manual	Broad_CAP
NCU06346	23589521	Manual	Broad_CAP
NCU06347	19696111	Manual	Broad_CAP
NCU06347	22001288	Manual	Broad_CAP
NCU06348	22469835	Manual	Broad_CAP
NCU06348	23125351	Manual	Broad_CAP
NCU06348	23935467	Manual	Broad_CAP
NCU06351	19520721	Manual	Broad_CAP
NCU06351	19696111	Manual	Broad_CAP
NCU06351	22345350	Manual	Broad_CAP
NCU06351	22445960	Manual	Broad_CAP
NCU06351	23733042	Manual	Broad_CAP
NCU06354	19696111	Manual	Broad_CAP
NCU06358	15802524	Manual	Broad_CAP
NCU06358	22345350	Manual	Broad_CAP
NCU06358	22462823	Manual	Broad_CAP
NCU06360	9927450	Manual	Broad_CAP
NCU06360	22691725	Manual	Broad_CAP
NCU06360	23935467	Manual	Broad_CAP
NCU06360	24037267	Manual	Broad_CAP
NCU06361	19696111	Manual	Broad_CAP
NCU06361	22345350	Manual	Broad_CAP
NCU06361	22462823	Manual	Broad_CAP
NCU06361	22469835	Manual	Broad_CAP
NCU06361	24037267	Manual	Broad_CAP
NCU06362	22152473	Manual	Broad_CAP
NCU06362	22469835	Manual	Broad_CAP
NCU06364	22345350	Manual	Broad_CAP
NCU06364	22474347	Manual	Broad_CAP
NCU06364	22532664	Manual	Broad_CAP
NCU06364	23766336	Manual	Broad_CAP
NCU06366	18676954	Manual	Broad_CAP
NCU06366	19520721	Manual	Broad_CAP
NCU06366	19696111	Manual	Broad_CAP
NCU06366	20034585	Manual	Broad_CAP
NCU06366	21728141	Manual	Broad_CAP
NCU06366	22152473	Manual	Broad_CAP
NCU06366	23733042	Manual	Broad_CAP
NCU06367	19696111	Manual	Broad_CAP
NCU06368	22462823	Manual	Broad_CAP
NCU06369	22469835	Manual	Broad_CAP
NCU06371	22001287	Manual	Broad_CAP
NCU06373	19696111	Manual	Broad_CAP
NCU06373	22462823	Manual	Broad_CAP
NCU06373	22474347	Manual	Broad_CAP
NCU06373	22532664	Manual	Broad_CAP
NCU06373	23766336	Manual	Broad_CAP
NCU06373	24037267	Manual	Broad_CAP
NCU06375	20675579	Manual	Broad_CAP
NCU06375	23125351	Manual	Broad_CAP
NCU06380	20034585	Manual	Broad_CAP
NCU06380	15802524	Manual	Broad_CAP
NCU06380	19696111	Manual	Broad_CAP
NCU06380	20675579	Manual	Broad_CAP
NCU06380	22345350	Manual	Broad_CAP
NCU06380	22462823	Manual	Broad_CAP
NCU06380	22469835	Manual	Broad_CAP
NCU06382	22001287	Manual	Broad_CAP
NCU06382	22469835	Manual	Broad_CAP
NCU06383	22469835	Manual	Broad_CAP
NCU06384	19520721	Manual	Broad_CAP
NCU06384	20018766	Manual	Broad_CAP
NCU06384	22532664	Manual	Broad_CAP
NCU06384	23766336	Manual	Broad_CAP
NCU06386	15007097	Manual	Broad_CAP
NCU06386	22469835	Manual	Broad_CAP
NCU06386	22474347	Manual	Broad_CAP
NCU06386	23125351	Manual	Broad_CAP
NCU06387	20018766	Manual	Broad_CAP
NCU06387	19696111	Manual	Broad_CAP
NCU06387	22345350	Manual	Broad_CAP
NCU06387	22474347	Manual	Broad_CAP
NCU06387	23589521	Manual	Broad_CAP
NCU06387	23733042	Manual	Broad_CAP
NCU06393	22469835	Manual	Broad_CAP
NCU06394	16195354	Manual	Broad_CAP
NCU06395	22152473	Manual	Broad_CAP
NCU06397	15007097	Manual	Broad_CAP
NCU06397	19696111	Manual	Broad_CAP
NCU06397	23417067	Manual	Broad_CAP
NCU06402	18676954	Manual	Broad_CAP
NCU06402	20018766	Manual	Broad_CAP
NCU06402	19696111	Manual	Broad_CAP
NCU06402	22152473	Manual	Broad_CAP
NCU06402	22462823	Manual	Broad_CAP
NCU06402	23125351	Manual	Broad_CAP
NCU06402	23733042	Manual	Broad_CAP
NCU06402	23755044	Manual	Broad_CAP
NCU06402	24037267	Manual	Broad_CAP
NCU06404	15007097	Manual	Broad_CAP
NCU06404	19520721	Manual	Broad_CAP
NCU06404	16287898	Manual	Broad_CAP
NCU06404	22462823	Manual	Broad_CAP
NCU06405	18676954	Manual	Broad_CAP
NCU06405	22469835	Manual	Broad_CAP
NCU06406	23186325	Manual	Broad_CAP
NCU06407	18676954	Manual	Broad_CAP
NCU06407	15007097	Manual	Broad_CAP
NCU06407	16801547	Manual	Broad_CAP
NCU06407	21081763	Manual	Broad_CAP
NCU06409	22152473	Manual	Broad_CAP
NCU06410	15007097	Manual	Broad_CAP
NCU06410	22646057	Manual	Broad_CAP
NCU06411	15007097	Manual	Broad_CAP
NCU06411	16801547	Manual	Broad_CAP
NCU06412	19696111	Manual	Broad_CAP
NCU06413	19696111	Manual	Broad_CAP
NCU06413	22445960	Manual	Broad_CAP
NCU06413	23589521	Manual	Broad_CAP
NCU06414	23691103	Manual	Broad_CAP
NCU06415	22469835	Manual	Broad_CAP
NCU06416	122971	Manual	Broad_CAP
NCU06416	5344102	Manual	Broad_CAP
NCU06416	19696111	Manual	Broad_CAP
NCU06416	22001287	Manual	Broad_CAP
NCU06416	22001288	Manual	Broad_CAP
NCU06416	22152473	Manual	Broad_CAP
NCU06416	23125351	Manual	Broad_CAP
NCU06416	23589521	Manual	Broad_CAP
NCU06416	23966547	Manual	Broad_CAP
NCU06417	9887216	Manual	Broad_CAP
NCU06417	19696111	Manual	Broad_CAP
NCU06417	22469835	Manual	Broad_CAP
NCU06418	22152473	Manual	Broad_CAP
NCU06418	22462823	Manual	Broad_CAP
NCU06419	19696111	Manual	Broad_CAP
NCU06419	21965514	Manual	Broad_CAP
NCU06419	22001288	Manual	Broad_CAP
NCU06419	22152473	Manual	Broad_CAP
NCU06419	22462823	Manual	Broad_CAP
NCU06419	22626843	Manual	Broad_CAP
NCU06419	22900028	Manual	Broad_CAP
NCU06419	23125351	Manual	Broad_CAP
NCU06419	23733042	Manual	Broad_CAP
NCU06419	24037267	Manual	Broad_CAP
NCU06420	19262566	Manual	Broad_CAP
NCU06420	20018766	Manual	Broad_CAP
NCU06420	22462823	Manual	Broad_CAP
NCU06420	22626843	Manual	Broad_CAP
NCU06420	24037267	Manual	Broad_CAP
NCU06421	20675579	Manual	Broad_CAP
NCU06421	21965514	Manual	Broad_CAP
NCU06422	21965514	Manual	Broad_CAP
NCU06422	22469835	Manual	Broad_CAP
NCU06424	23809652	Manual	Broad_CAP
NCU06425	19520721	Manual	Broad_CAP
NCU06425	24037267	Manual	Broad_CAP
NCU06428	20675579	Manual	Broad_CAP
NCU06428	22152473	Manual	Broad_CAP
NCU06429	18676954	Manual	Broad_CAP
NCU06429	20675579	Manual	Broad_CAP
NCU06429	23125351	Manual	Broad_CAP
NCU06430	19520721	Manual	Broad_CAP
NCU06431	20018766	Manual	Broad_CAP
NCU06431	16287898	Manual	Broad_CAP
NCU06431	21079689	Manual	Broad_CAP
NCU06431	22462823	Manual	Broad_CAP
NCU06431	23417067	Manual	Broad_CAP
NCU06431	23733042	Manual	Broad_CAP
NCU06431	24037267	Manual	Broad_CAP
NCU06432	12180913	Manual	Broad_CAP
NCU06432	20018766	Manual	Broad_CAP
NCU06432	16287898	Manual	Broad_CAP
NCU06432	19696111	Manual	Broad_CAP
NCU06432	21980519	Manual	Broad_CAP
NCU06432	22462823	Manual	Broad_CAP
NCU06432	23589521	Manual	Broad_CAP
NCU06432	23733042	Manual	Broad_CAP
NCU06432	24037267	Manual	Broad_CAP
NCU06433	22445960	Manual	Broad_CAP
NCU06434	20519745	Manual	Broad_CAP
NCU06435	20675579	Manual	Broad_CAP
NCU06436	19520721	Manual	Broad_CAP
NCU06436	16287898	Manual	Broad_CAP
NCU06436	19696111	Manual	Broad_CAP
NCU06436	20675579	Manual	Broad_CAP
NCU06436	20876563	Manual	Broad_CAP
NCU06436	22001287	Manual	Broad_CAP
NCU06436	23733042	Manual	Broad_CAP
NCU06436	24037267	Manual	Broad_CAP
NCU06437	19696111	Manual	Broad_CAP
NCU06437	22469835	Manual	Broad_CAP
NCU06437	23589521	Manual	Broad_CAP
NCU06438	19520721	Manual	Broad_CAP
NCU06438	22001287	Manual	Broad_CAP
NCU06438	22345350	Manual	Broad_CAP
NCU06438	22462823	Manual	Broad_CAP
NCU06439	22152473	Manual	Broad_CAP
NCU06439	22469835	Manual	Broad_CAP
NCU06440	15007097	Manual	Broad_CAP
