geneid	geneidv5
NCU02198	NCU02198.5
NCU05818	NCU05818.5
NCU06022	NCU06022.5
NCU09725	NCU09725.5
NCU08187	NCU08187.5
NCU09588	NCU09588.5
NCU02306	NCU02306.5
NCU11006	NCU11006.5
NCU02275	NCU02275.5
NCU05759	NCU05759.5
NCU04529	NCU04529.5
NCU02298	NCU02298.5
NCU05812	NCU05812.5
NCU06933	NCU06933.5
NCU09060	NCU09060.5
NCU06917	NCU06917.5
NCU08152	NCU08152.5
NCU09028	NCU09028.5
NCU06098	NCU06098.5
NCU06120	NCU06120.5
NCU05761	NCU05761.5
NCU06902	NCU06902.5
NCU06955	NCU06955.5
NCU09440	NCU09440.5
NCU09441	NCU09441.5
NCU05853	NCU05853.5
NCU16307	NCU11432.5
NCU10059	NCU10059.5
NCU11210	NCU11210.5
NCU09236	NCU09236.5
NCU08078	NCU08078.5
NCU08612	NCU08612.5
NCU02033	NCU02033.5
NCU01853	NCU01853.5
NCU16318	NCU11439.5
NCU02868	NCU02868.5
NCU02607	NCU02607.5
NCU16474	NCU11557.5
NCU02686	NCU02686.5
NCU02507	NCU02507.5
NCU03044	NCU03044.5
NCU16409	NCU11514.5
NCU08074	NCU08074.5
NCU02873	NCU02873.5
NCU16411	NCU11515.5
NCU09105	NCU09105.5
NCU01877	NCU01877.5
NCU10501	NCU10501.5
NCU01876	NCU01876.5
NCU09072	NCU09072.5
NCU03167	NCU03167.5
NCU08107	NCU08107.5
NCU02029	NCU02029.5
NCU03484	NCU03484.5
NCU03420	NCU03420.5
NCU01566	NCU01566.5
NCU05350	NCU05350.5
NCU01650	NCU01650.5
NCU06833	NCU06833.5
NCU06794	NCU06794.5
NCU03354	NCU03354.5
NCU08697	NCU08697.5
NCU03553	NCU03553.5
NCU16512	NCU11891.5
NCU09632	NCU09632.5
NCU01608	NCU01608.5
NCU04060	NCU04060.5
NCU04720	NCU04720.5
NCU03984	NCU03984.5
NCU05529	NCU05529.5
NCU04012	NCU04012.5
NCU07091	NCU07091.5
NCU05094	NCU05094.5
NCU05147	NCU05147.5
NCU05091	NCU05091.5
NCU05643	NCU05643.5
NCU05935	NCU05935.5
NCU05599	NCU05599.5
NCU06013	NCU06013.5
NCU12131	NCU12131.5
NCU06001	NCU06001.5
NCU05947	NCU05947.5
NCU04804	NCU04804.5
NCU05073	NCU05073.5
NCU07638	NCU07638.5
NCU09931	NCU09931.5
NCU16860	NCU11766.5
NCU08832	NCU08832.5
NCU04959	NCU04959.5
NCU07036	NCU07036.5
NCU07044	NCU07044.5
NCU05160	NCU05160.5
NCU16778	NCU11713.5
NCU04480	NCU04480.5
NCU07272	NCU07272.5
NCU16846	NCU11757.5
NCU08834	NCU08834.5
NCU09665	NCU09665.5
NCU04919	NCU04919.5
NCU04934	NCU04934.5
NCU07613	NCU07613.5
NCU06335	NCU06335.5
NCU06529	NCU06529.5
NCU08014	NCU08014.5
NCU08006	NCU08006.5
NCU08800	NCU08800.5
NCU04396	NCU04396.5
NCU09639	NCU09639.5
NCU04860	NCU04860.5
NCU06361	NCU06361.5
NCU06301	NCU06301.5
NCU06571	NCU06571.5
NCU07630	NCU07630.5
NCU08835	NCU08835.5
NCU07595	NCU07595.5
NCU04501	NCU04501.5
NCU07809	NCU07809.5
NCU04237	NCU04237.5
NCU01314	NCU01314.5
NCU08853	NCU08853.5
NCU01209	NCU01209.5
NCU04625	NCU04625.5
NCU09951	NCU09951.5
NCU03843	NCU03843.5
NCU01446	NCU01446.5
NCU08872	NCU08872.5
NCU09954	NCU09954.5
NCU01003	NCU01003.5
NCU10444	NCU10444.5
NCU17048	NCU11667.5
NCU07244	NCU07244.5
NCU16920	NCU11583.5
NCU04608	NCU04608.5
NCU09150	NCU09150.5
NCU06426	NCU06426.5
NCU00296	NCU00296.5
NCU16646	NCU11821.5
NCU08249	NCU08249.5
NCU08243	NCU08243.5
NCU09190	NCU09190.5
NCU16704	NCU11864.5
NCU09153	NCU09153.5
NCU16632	NCU11812.5
NCU08779	NCU08779.5
NCU06483	NCU06483.5
NCU16618	NCU11805.5
NCU07825	NCU07825.5
NCU16617	NCU11804.5
NCU16635	NCU11815.5
NCU16649	NCU11824.5
NCU09167	NCU09167.5
NCU00154	NCU00154.5
NCU10396	NCU10396.5
NCU00041	NCU00041.5
NCU05711	NCU05711.5
NCU00464	NCU00464.5
NCU08244	NCU08244.5
NCU00344	NCU00344.5
NCU16670	NCU11842.5
NCU08241	NCU08241.5
NCU09183	NCU09183.5
NCU08797	NCU08797.5
NCU02205	NCU02205.5
NCU12045	NCU12045.5
NCU09394	NCU09394.5
NCU09276	NCU09276.5
NCU09391	NCU09391.5
NCU09294	NCU09294.5
NCU06888	NCU06888.5
NCU06106	NCU06106.5
NCU05883	NCU05883.5
NCU08156	NCU08156.5
NCU09404	NCU09404.5
NCU04547	NCU04547.5
NCU06064	NCU06064.5
NCU08179	NCU08179.5
NCU05787	NCU05787.5
NCU06164	NCU06164.5
NCU06133	NCU06133.5
NCU17172	NCU12043.5
NCU09591	NCU09591.5
NCU02308	NCU02308.5
NCU17249	NCU12000.5
NCU06072	NCU06072.5
NCU17247	NCU12001.5
NCU17270	NCU11981.5
NCU05824	NCU05824.5
NCU02243	NCU02243.5
NCU08153	NCU08153.5
NCU00795	NCU00795.5
NCU16363	NCU11473.5
NCU02021	NCU02021.5
NCU00873	NCU00873.5
NCU02543	NCU02543.5
NCU00739	NCU00739.5
NCU00839	NCU00839.5
NCU02144	NCU02144.5
NCU02622	NCU02622.5
NCU10603	NCU10603.5
NCU02672	NCU02672.5
NCU09103	NCU09103.5
NCU07450	NCU07450.5
NCU07487	NCU07487.5
NCU16439	NCU11527.5
NCU03122	NCU03122.5
NCU08627	NCU08627.5
NCU08089	NCU08089.5
NCU02953	NCU02953.5
NCU00946	NCU00946.5
NCU02576	NCU02576.5
NCU09323	NCU09323.5
NCU00510	NCU00510.5
NCU02000	NCU02000.5
NCU08084	NCU08084.5
NCU09976	NCU09976.5
NCU09081	NCU09081.5
NCU02673	NCU02673.5
NCU00859	NCU00859.5
NCU02077	NCU02077.5
NCU02828	NCU02828.5
NCU00817	NCU00817.5
NCU02146	NCU02146.5
NCU00907	NCU00907.5
NCU03180	NCU03180.5
NCU16550	NCU11917.5
NCU05481	NCU05481.5
NCU16501	NCU11880.5
NCU09603	NCU09603.5
NCU05483	NCU05483.5
NCU16593	NCU11960.5
NCU01688	NCU01688.5
NCU11108	NCU11108.5
NCU08724	NCU08724.5
NCU03467	NCU03467.5
NCU03373	NCU03373.5
NCU06823	NCU06823.5
NCU08508	NCU08508.5
NCU16567	NCU11936.5
NCU04006	NCU04006.5
NCU05032	NCU05032.5
NCU05911	NCU05911.5
NCU05034	NCU05034.5
NCU05908	NCU05908.5
NCU09793	NCU09793.5
NCU11220	NCU11220.5
NCU05531	NCU05531.5
NCU05580	NCU05580.5
NCU05613	NCU05613.5
NCU04722	NCU04722.5
NCU03949	NCU03949.5
NCU05978	NCU05978.5
NCU05155	NCU05155.5
NCU04013	NCU04013.5
NCU11215	NCU11215.5
NCU05966	NCU05966.5
NCU05574	NCU05574.5
NCU07634	NCU07634.5
NCU06514	NCU06514.5
NCU06548	NCU06548.5
NCU07912	NCU07912.5
NCU10766	NCU10766.5
NCU16877	NCU11773.5
NCU05255	NCU05255.5
NCU07038	NCU07038.5
NCU04898	NCU04898.5
NCU06964	NCU06964.5
NCU04413	NCU04413.5
NCU16740	NCU11685.5
NCU06617	NCU06617.5
NCU04490	NCU04490.5
NCU16876	NCU11772.5
NCU16745	NCU11690.5
NCU07324	NCU07324.5
NCU05207	NCU05207.5
NCU08039	NCU08039.5
NCU04395	NCU04395.5
NCU07339	NCU07339.5
NCU04888	NCU04888.5
NCU08679	NCU08679.5
NCU07606	NCU07606.5
NCU06590	NCU06590.5
NCU04916	NCU04916.5
NCU07645	NCU07645.5
NCU06521	NCU06521.5
NCU07603	NCU07603.5
NCU01011	NCU01011.5
NCU03787	NCU03787.5
NCU01311	NCU01311.5
NCU04172	NCU04172.5
NCU07740	NCU07740.5
NCU01400	NCU01400.5
NCU08864	NCU08864.5
NCU03618	NCU03618.5
NCU03700	NCU03700.5
NCU08912	NCU08912.5
NCU01092	NCU01092.5
NCU07781	NCU07781.5
NCU10092	NCU10092.5
NCU10861	NCU10861.5
NCU07151	NCU07151.5
NCU07195	NCU07195.5
NCU16913	NCU11576.5
NCU04235	NCU04235.5
NCU09828	NCU09828.5
NCU01383	NCU01383.5
NCU07155	NCU07155.5
NCU16912	NCU11575.5
NCU01415	NCU01415.5
NCU16918	NCU11581.5
NCU00413	NCU00413.5
NCU00439	NCU00439.5
NCU07834	NCU07834.5
NCU00391	NCU00391.5
NCU08207	NCU08207.5
NCU05710	NCU05710.5
NCU08529	NCU08529.5
NCU16641	NCU11818.5
NCU00161	NCU00161.5
NCU07518	NCU07518.5
NCU16706	NCU11866.5
NCU00221	NCU00221.5
NCU07541	NCU07541.5
NCU00375	NCU00375.5
NCU08240	NCU08240.5
NCU00312	NCU00312.5
NCU08575	NCU08575.5
NCU11286	NCU11286.5
NCU00408	NCU00408.5
NCU08558	NCU08558.5
NCU07517	NCU07517.5
NCU00314	NCU00314.5
NCU00031	NCU00031.5
NCU00179	NCU00179.5
NCU08248	NCU08248.5
NCU05662	NCU05662.5
NCU09180	NCU09180.5
NCU06276	NCU06276.5
NCU09158	NCU09158.5
NCU00229	NCU00229.5
NCU00176	NCU00176.5
NCU16643	NCU11819.5
NCU08264	NCU08264.5
NCU08770	NCU08770.5
NCU08572	NCU08572.5
NCU00307	NCU00307.5
NCU06223	NCU06223.5
NCU05657	NCU05657.5
NCU06872	NCU06872.5
NCU17215	NCU12014.5
NCU09411	NCU09411.5
NCU05859	NCU05859.5
NCU17263	NCU11986.5
NCU05751	NCU05751.5
NCU04538	NCU04538.5
NCU09389	NCU09389.5
NCU05896	NCU05896.5
NCU04551	NCU04551.5
NCU05754	NCU05754.5
NCU09046	NCU09046.5
NCU06157	NCU06157.5
NCU02197	NCU02197.5
NCU09054	NCU09054.5
NCU06071	NCU06071.5
NCU10954	NCU10954.5
NCU06124	NCU06124.5
NCU11396	NCU11396.5
NCU05764	NCU05764.5
NCU09582	NCU09582.5
NCU06096	NCU06096.5
NCU08168	NCU08168.5
NCU09412	NCU09412.5
NCU05825	NCU05825.5
NCU09261	NCU09261.5
NCU02740	NCU02740.5
NCU03026	NCU03026.5
NCU16314	NCU11435.5
NCU16316	NCU11436.5
NCU16348	NCU11463.5
NCU00779	NCU00779.5
NCU02850	NCU02850.5
NCU01995	NCU01995.5
NCU01860	NCU01860.5
NCU00674	NCU00674.5
NCU03182	NCU03182.5
NCU00875	NCU00875.5
NCU09995	NCU09995.5
NCU03163	NCU03163.5
NCU00752	NCU00752.5
NCU16376	NCU11486.5
NCU07369	NCU07369.5
NCU02535	NCU02535.5
NCU03003	NCU03003.5
NCU09085	NCU09085.5
NCU16347	NCU11461.5
NCU02995	NCU02995.5
NCU01869	NCU01869.5
NCU16440	NCU11528.5
NCU09908	NCU09908.5
NCU02562	NCU02562.5
NCU00947	NCU00947.5
NCU00872	NCU00872.5
NCU02857	NCU02857.5
NCU00532	NCU00532.5
NCU02786	NCU02786.5
NCU16392	NCU11499.5
NCU09373	NCU09373.5
NCU00558	NCU00558.5
NCU08083	NCU08083.5
NCU03271	NCU03271.5
NCU16350	NCU11465.5
NCU08102	NCU08102.5
NCU01803	NCU01803.5
NCU06821	NCU06821.5
NCU03580	NCU03580.5
NCU16561	NCU11932.5
NCU03375	NCU03375.5
NCU16538	NCU11910.5
NCU03541	NCU03541.5
NCU05376	NCU05376.5
NCU16586	NCU11947.5
NCU01653	NCU01653.5
NCU03340	NCU03340.5
NCU05370	NCU05370.5
NCU05940	NCU05940.5
NCU10537	NCU10537.5
NCU05071	NCU05071.5
NCU05917	NCU05917.5
NCU05938	NCU05938.5
NCU05043	NCU05043.5
NCU04707	NCU04707.5
NCU10278	NCU10278.5
NCU04807	NCU04807.5
NCU05107	NCU05107.5
NCU03940	NCU03940.5
NCU05506	NCU05506.5
NCU05994	NCU05994.5
NCU07106	NCU07106.5
NCU07048	NCU07048.5
NCU16906	NCU11793.5
NCU04911	NCU04911.5
NCU08662	NCU08662.5
NCU05201	NCU05201.5
NCU06629	NCU06629.5
NCU07681	NCU07681.5
NCU07287	NCU07287.5
NCU08846	NCU08846.5
NCU16775	NCU11710.5
NCU07302	NCU07302.5
NCU16807	NCU11733.5
NCU04955	NCU04955.5
NCU07616	NCU07616.5
NCU04500	NCU04500.5
NCU06523	NCU06523.5
NCU08812	NCU08812.5
NCU16856	NCU11763.5
NCU07608	NCU07608.5
NCU05229	NCU05229.5
NCU04853	NCU04853.5
NCU08657	NCU08657.5
NCU16854	NCU11762.5
NCU07919	NCU07919.5
NCU06620	NCU06620.5
NCU16723	NCU11678.5
NCU07259	NCU07259.5
NCU06288	NCU06288.5
NCU05216	NCU05216.5
NCU04632	NCU04632.5
NCU06667	NCU06667.5
NCU07780	NCU07780.5
NCU07183	NCU07183.5
NCU01375	NCU01375.5
NCU10673	NCU10673.5
NCU07150	NCU07150.5
NCU01472	NCU01472.5
NCU09964	NCU09964.5
NCU09671	NCU09671.5
NCU03637	NCU03637.5
NCU08959	NCU08959.5
NCU01159	NCU01159.5
NCU01056	NCU01056.5
NCU08251	NCU08251.5
NCU07557	NCU07557.5
NCU05705	NCU05705.5
NCU08256	NCU08256.5
NCU07540	NCU07540.5
NCU08220	NCU08220.5
NCU06206	NCU06206.5
NCU16677	NCU11845.5
NCU06269	NCU06269.5
NCU00197	NCU00197.5
NCU00365	NCU00365.5
NCU08258	NCU08258.5
NCU00185	NCU00185.5
NCU08210	NCU08210.5
NCU06263	NCU06263.5
NCU08756	NCU08756.5
NCU00201	NCU00201.5
NCU16611	NCU11797.5
NCU07848	NCU07848.5
NCU00449	NCU00449.5
NCU09452	NCU09452.5
NCU09038	NCU09038.5
NCU02212	NCU02212.5
NCU08128	NCU08128.5
NCU02238	NCU02238.5
NCU02324	NCU02324.5
NCU17272	NCU11979.5
NCU09423	NCU09423.5
NCU06913	NCU06913.5
NCU17187	NCU12030.5
NCU10055	NCU10055.5
NCU09059	NCU09059.5
NCU10016	NCU10016.5
NCU09578	NCU09578.5
NCU17170	NCU12048.5
NCU08167	NCU08167.5
NCU09416	NCU09416.5
NCU17185	NCU12032.5
NCU17203	NCU12017.5
NCU17171	NCU12047.5
NCU02860	NCU02860.5
NCU03286	NCU03286.5
NCU00853	NCU00853.5
NCU11349	NCU11349.5
NCU10007	NCU10007.5
NCU02081	NCU02081.5
NCU16357	NCU11469.5
NCU09139	NCU09139.5
NCU03161	NCU03161.5
NCU03108	NCU03108.5
NCU02062	NCU02062.5
NCU10839	NCU10839.5
NCU16325	NCU11443.5
NCU03209	NCU03209.5
NCU07433	NCU07433.5
NCU08390	NCU08390.5
NCU00648	NCU00648.5
NCU02918	NCU02918.5
NCU00524	NCU00524.5
NCU16405	NCU11510.5
NCU03192	NCU03192.5
NCU03242	NCU03242.5
NCU07429	NCU07429.5
NCU00763	NCU00763.5
NCU02039	NCU02039.5
NCU02088	NCU02088.5
NCU08059	NCU08059.5
NCU03096	NCU03096.5
NCU02978	NCU02978.5
NCU00786	NCU00786.5
NCU02947	NCU02947.5
NCU16333	NCU11449.5
NCU02865	NCU02865.5
NCU02593	NCU02593.5
NCU06806	NCU06806.5
NCU06852	NCU06852.5
NCU06792	NCU06792.5
NCU03374	NCU03374.5
NCU09484	NCU09484.5
NCU01672	NCU01672.5
NCU05391	NCU05391.5
NCU06783	NCU06783.5
NCU01838	NCU01838.5
NCU05388	NCU05388.5
NCU16562	NCU11933.5
NCU09776	NCU09776.5
NCU08453	NCU08453.5
NCU09761	NCU09761.5
NCU08405	NCU08405.5
NCU09487	NCU09487.5
NCU06734	NCU06734.5
NCU01567	NCU01567.5
NCU09620	NCU09620.5
NCU05061	NCU05061.5
NCU03996	NCU03996.5
NCU09780	NCU09780.5
NCU05929	NCU05929.5
NCU05598	NCU05598.5
NCU05047	NCU05047.5
NCU09859	NCU09859.5
NCU03997	NCU03997.5
NCU04752	NCU04752.5
NCU05158	NCU05158.5
NCU05524	NCU05524.5
NCU12097	NCU12097.5
NCU04837	NCU04837.5
NCU05057	NCU05057.5
NCU05924	NCU05924.5
NCU04781	NCU04781.5
NCU11342	NCU11342.5
NCU04038	NCU04038.5
NCU05532	NCU05532.5
NCU05651	NCU05651.5
NCU07094	NCU07094.5
NCU05998	NCU05998.5
NCU07312	NCU07312.5
NCU06289	NCU06289.5
NCU07652	NCU07652.5
NCU07323	NCU07323.5
NCU05186	NCU05186.5
NCU16724	NCU11679.5
NCU04938	NCU04938.5
NCU04488	NCU04488.5
NCU04946	NCU04946.5
NCU09650	NCU09650.5
NCU07644	NCU07644.5
NCU04367	NCU04367.5
NCU07676	NCU07676.5
NCU04519	NCU04519.5
NCU06298	NCU06298.5
NCU06570	NCU06570.5
NCU07047	NCU07047.5
NCU10836	NCU10836.5
NCU07937	NCU07937.5
NCU04518	NCU04518.5
NCU08032	NCU08032.5
NCU07648	NCU07648.5
NCU08862	NCU08862.5
NCU09966	NCU09966.5
NCU16980	NCU11618.5
NCU10156	NCU10156.5
NCU01402	NCU01402.5
NCU01038	NCU01038.5
NCU04191	NCU04191.5
NCU01090	NCU01090.5
NCU06683	NCU06683.5
NCU10063	NCU10063.5
NCU16992	NCU12157.5
NCU03634	NCU03634.5
NCU07799	NCU07799.5
NCU01071	NCU01071.5
NCU03632	NCU03632.5
NCU01050	NCU01050.5
NCU09957	NCU09957.5
NCU03635	NCU03635.5
NCU09691	NCU09691.5
NCU01450	NCU01450.5
NCU01079	NCU01079.5
NCU09837	NCU09837.5
NCU09831	NCU09831.5
NCU17029	NCU11646.5
NCU06427	NCU06427.5
NCU07526	NCU07526.5
NCU09015	NCU09015.5
NCU00047	NCU00047.5
NCU09171	NCU09171.5
NCU08796	NCU08796.5
NCU07549	NCU07549.5
NCU00009	NCU00009.5
NCU16707	NCU11867.5
NCU08785	NCU08785.5
NCU08555	NCU08555.5
NCU00425	NCU00425.5
NCU08250	NCU08250.5
NCU16681	NCU11849.5
NCU10596	NCU10596.5
NCU16664	NCU11837.5
NCU00485	NCU00485.5
NCU05732	NCU05732.5
NCU07856	NCU07856.5
NCU06904	NCU06904.5
NCU05893	NCU05893.5
NCU12021	NCU12021.5
NCU02944	NCU02944.5
NCU02603	NCU02603.5
NCU02591	NCU02591.5
NCU01927	NCU01927.5
NCU03151	NCU03151.5
NCU03294	NCU03294.5
NCU00968	NCU00968.5
NCU02575	NCU02575.5
NCU03157	NCU03157.5
NCU02936	NCU02936.5
NCU16366	NCU11475.5
NCU02870	NCU02870.5
NCU08615	NCU08615.5
NCU03285	NCU03285.5
NCU10916	NCU00543.5
NCU02071	NCU02071.5
NCU00745	NCU00745.5
NCU02097	NCU02097.5
NCU02640	NCU02640.5
NCU02516	NCU02516.5
NCU02037	NCU02037.5
NCU00802	NCU00802.5
NCU09875	NCU09875.5
NCU00598	NCU00598.5
NCU03299	NCU03299.5
NCU00822	NCU00822.5
NCU00932	NCU00932.5
NCU00857	NCU00857.5
NCU10352	NCU10352.5
NCU02959	NCU02959.5
NCU08383	NCU08383.5
NCU03030	NCU03030.5
NCU02869	NCU02869.5
NCU01659	NCU01659.5
NCU01592	NCU01592.5
NCU03382	NCU03382.5
NCU01798	NCU01798.5
NCU08415	NCU08415.5
NCU01573	NCU01573.5
NCU09338	NCU09338.5
NCU03540	NCU03540.5
NCU06808	NCU06808.5
NCU09634	NCU09634.5
NCU03452	NCU03452.5
NCU11340	NCU11340.5
NCU16558	NCU11924.5
NCU03513	NCU03513.5
NCU16554	NCU11921.5
NCU01505	NCU01505.5
NCU05472	NCU05472.5
NCU03413	NCU03413.5
NCU01560	NCU01560.5
NCU09630	NCU09630.5
NCU08437	NCU08437.5
NCU04706	NCU04706.5
NCU11059	NCU11059.5
NCU05048	NCU05048.5
NCU05912	NCU05912.5
NCU05612	NCU05612.5
NCU09781	NCU09781.5
NCU04719	NCU04719.5
NCU05584	NCU05584.5
NCU05565	NCU05565.5
NCU06011	NCU06011.5
NCU07104	NCU07104.5
NCU03977	NCU03977.5
NCU05495	NCU05495.5
NCU05919	NCU05919.5
NCU05941	NCU05941.5
NCU05018	NCU05018.5
NCU17115	NCU12113.5
NCU05981	NCU05981.5
NCU04709	NCU04709.5
NCU09866	NCU09866.5
NCU05914	NCU05914.5
NCU07055	NCU07055.5
NCU06286	NCU06286.5
NCU07977	NCU07977.5
NCU16820	NCU11743.5
NCU16794	NCU11724.5
NCU16789	NCU11719.5
NCU08318	NCU08318.5
NCU07651	NCU07651.5
NCU16834	NCU11754.5
NCU07635	NCU07635.5
NCU05184	NCU05184.5
NCU04393	NCU04393.5
NCU04974	NCU04974.5
NCU16903	NCU11789.5
NCU09915	NCU09915.5
NCU07892	NCU07892.5
NCU08813	NCU08813.5
NCU04876	NCU04876.5
NCU07031	NCU07031.5
NCU04515	NCU04515.5
NCU07647	NCU07647.5
NCU16904	NCU11791.5
NCU11346	NCU11346.5
NCU08824	NCU08824.5
NCU04947	NCU04947.5
NCU10070	NCU10070.5
NCU04900	NCU04900.5
NCU16744	NCU11689.5
NCU01014	NCU01014.5
NCU04627	NCU04627.5
NCU01373	NCU01373.5
NCU07229	NCU07229.5
NCU08970	NCU08970.5
NCU09961	NCU09961.5
NCU01350	NCU01350.5
NCU01223	NCU01223.5
NCU08865	NCU08865.5
NCU17032	NCU11649.5
NCU08863	NCU08863.5
NCU01065	NCU01065.5
NCU01049	NCU01049.5
NCU09952	NCU09952.5
NCU01025	NCU01025.5
NCU01145	NCU01145.5
NCU07789	NCU07789.5
NCU04616	NCU04616.5
NCU08781	NCU08781.5
NCU00421	NCU00421.5
NCU07845	NCU07845.5
NCU08539	NCU08539.5
NCU07820	NCU07820.5
NCU16623	NCU11806.5
NCU06197	NCU06197.5
NCU08222	NCU08222.5
NCU07827	NCU07827.5
NCU00071	NCU00071.5
NCU16615	NCU11802.5
NCU08261	NCU08261.5
NCU08523	NCU08523.5
NCU09168	NCU09168.5
NCU06423	NCU06423.5
NCU06256	NCU06256.5
NCU00224	NCU00224.5
NCU10274	NCU10274.5
NCU05860	NCU05860.5
NCU05875	NCU05875.5
NCU06889	NCU06889.5
NCU02365	NCU02365.5
NCU02300	NCU02300.5
NCU02377	NCU02377.5
NCU06126	NCU06126.5
NCU08052	NCU08052.5
NCU02023	NCU02023.5
NCU10601	NCU10601.5
NCU08614	NCU08614.5
NCU00840	NCU00840.5
NCU00594	NCU00594.5
NCU03210	NCU03210.5
NCU16441	NCU11529.5
NCU00986	NCU00986.5
NCU07344	NCU07344.5
NCU01849	NCU01849.5
NCU00586	NCU00586.5
NCU00973	NCU00973.5
NCU16381	NCU11491.5
NCU00651	NCU00651.5
NCU00760	NCU00760.5
NCU16379	NCU11489.5
NCU08639	NCU08639.5
NCU07382	NCU07382.5
NCU08361	NCU08361.5
NCU07396	NCU07396.5
NCU00547	NCU00547.5
NCU01848	NCU01848.5
NCU08111	NCU08111.5
NCU16492	NCU11570.5
NCU02627	NCU02627.5
NCU09256	NCU09256.5
NCU16488	NCU11564.5
NCU03190	NCU03190.5
NCU10903	NCU10903.5
NCU02795	NCU02795.5
NCU02818	NCU02818.5
NCU02465	NCU02465.5
NCU01837	NCU01837.5
NCU05358	NCU05358.5
NCU03478	NCU03478.5
NCU11331	NCU11331.5
NCU03451	NCU03451.5
NCU06784	NCU06784.5
NCU05463	NCU05463.5
NCU03476	NCU03476.5
NCU08463	NCU08463.5
NCU09479	NCU09479.5
NCU03511	NCU03511.5
NCU03429	NCU03429.5
NCU05386	NCU05386.5
NCU06840	NCU06840.5
NCU09494	NCU09494.5
NCU12107	NCU12107.5
NCU04746	NCU04746.5
NCU05928	NCU05928.5
NCU07054	NCU07054.5
NCU05056	NCU05056.5
NCU10161	NCU10161.5
NCU05631	NCU05631.5
NCU07074	NCU07074.5
NCU07105	NCU07105.5
NCU12144	NCU12144.5
NCU05122	NCU05122.5
NCU05101	NCU05101.5
NCU07076	NCU07076.5
NCU05992	NCU05992.5
NCU05976	NCU05976.5
NCU12076	NCU12076.5
NCU05596	NCU05596.5
NCU04780	NCU04780.5
NCU03976	NCU03976.5
NCU05093	NCU05093.5
NCU05011	NCU05011.5
NCU07114	NCU07114.5
NCU05055	NCU05055.5
NCU04031	NCU04031.5
NCU09872	NCU09872.5
NCU16813	NCU11734.5
NCU04447	NCU04447.5
NCU07013	NCU07013.5
NCU09939	NCU09939.5
NCU06970	NCU06970.5
NCU07920	NCU07920.5
NCU10644	NCU10644.5
NCU04524	NCU04524.5
NCU07969	NCU07969.5
NCU04394	NCU04394.5
NCU08043	NCU08043.5
NCU08656	NCU08656.5
NCU08033	NCU08033.5
NCU07600	NCU07600.5
NCU06354	NCU06354.5
NCU10936	NCU10936.5
NCU06400	NCU06400.5
NCU16766	NCU11703.5
NCU16763	NCU11701.5
NCU11067	NCU11067.5
NCU08818	NCU08818.5
NCU10037	NCU10037.5
NCU16827	NCU11749.5
NCU06531	NCU06531.5
NCU05187	NCU05187.5
NCU07206	NCU07206.5
NCU03727	NCU03727.5
NCU07249	NCU07249.5
NCU01176	NCU01176.5
NCU04282	NCU04282.5
NCU01120	NCU01120.5
NCU16936	NCU11592.5
NCU07797	NCU07797.5
NCU04574	NCU04574.5
NCU01407	NCU01407.5
NCU08866	NCU08866.5
NCU03749	NCU03749.5
NCU04572	NCU04572.5
NCU07555	NCU07555.5
NCU06224	NCU06224.5
NCU05661	NCU05661.5
NCU08238	NCU08238.5
NCU08570	NCU08570.5
NCU07861	NCU07861.5
NCU08789	NCU08789.5
NCU06425	NCU06425.5
NCU07531	NCU07531.5
NCU16714	NCU11872.5
NCU07573	NCU07573.5
NCU08571	NCU08571.5
NCU08533	NCU08533.5
NCU07838	NCU07838.5
NCU07559	NCU07559.5
NCU00208	NCU00208.5
NCU08574	NCU08574.5
NCU00118	NCU00118.5
NCU16688	NCU11856.5
NCU05763	NCU05763.5
NCU02323	NCU02323.5
NCU09240	NCU09240.5
NCU02922	NCU02922.5
NCU02758	NCU02758.5
NCU08085	NCU08085.5
NCU16341	NCU11454.5
NCU07405	NCU07405.5
NCU02030	NCU02030.5
NCU09143	NCU09143.5
NCU00960	NCU00960.5
NCU02032	NCU02032.5
NCU09379	NCU09379.5
NCU10027	NCU10027.5
NCU16387	NCU11496.5
NCU00993	NCU00993.5
NCU09262	NCU09262.5
NCU08080	NCU08080.5
NCU00984	NCU00984.5
NCU03017	NCU03017.5
NCU00764	NCU00764.5
NCU02914	NCU02914.5
NCU08633	NCU08633.5
NCU16329	NCU11446.5
NCU09080	NCU09080.5
NCU00885	NCU00885.5
NCU09994	NCU09994.5
NCU03179	NCU03179.5
NCU10702	NCU10702.5
NCU07475	NCU07475.5
NCU07358	NCU07358.5
NCU00529	NCU00529.5
NCU02929	NCU02929.5
NCU08640	NCU08640.5
NCU00976	NCU00976.5
NCU16349	NCU11464.5
NCU10852	NCU10852.5
NCU07449	NCU07449.5
NCU07499	NCU07499.5
NCU16310	NCU11433.5
NCU07350	NCU07350.5
NCU03357	NCU03357.5
NCU01686	NCU01686.5
NCU03531	NCU03531.5
NCU01684	NCU01684.5
NCU01593	NCU01593.5
NCU16502	NCU11881.5
NCU01532	NCU01532.5
NCU10393	NCU10393.5
NCU03403	NCU03403.5
NCU05480	NCU05480.5
NCU16599	NCU11965.5
NCU03402	NCU03402.5
NCU04694	NCU04694.5
NCU05962	NCU05962.5
NCU05099	NCU05099.5
NCU05116	NCU05116.5
NCU17143	NCU12145.5
NCU05593	NCU05593.5
NCU05566	NCU05566.5
