geneid	geneidv1	geneidv2	geneidv3	geneidv4	geneidv5
NCU06875	NCU06875.1	NCU06875.2	NCU06875.3	NCU06875.4	NCU06875.5
NCU06876	NCU06876.1	NCU06876.2	NCU06876.3	NCU06876.4	NCU06876.5
NCU06877	NCU06877.1	NCU06877.2	NCU06877.3	NCU06877.4	NCU06877.5
NCU06878	NCU06878.1	NCU06878.2	NCU06878.3	NCU06878.4	NCU06878.5
NCU06879	NCU06879.1	NCU06879.2	NCU06879.3	NCU06879.4	NCU06879.5
NCU06880	NCU06880.1	NCU06880.2	NCU06880.3	NCU06880.4	NCU06880.5
NCU06881	NCU06881.1	NCU06881.2	NCU06881.3	NCU06881.4	NCU06881.5
NCU06882	NCU06882.1	NCU06882.2	NCU06882.3	NCU06882.4	NCU06882.5
NCU06883	NCU06883.1	NCU06883.2	NCU06883.3	NCU06883.4	NCU06883.5
NCU06884	NCU06884.1	NCU06884.2	NCU06884.3	NCU06884.4	NCU06884.5
NCU06885	NCU06885.1	NCU06885.2	NCU06885.3	NCU06885.4	NCU06885.5
NCU06886	NCU06886.1	NCU06886.2	NCU06886.3	NCU06886.4	NCU06886.5
NCU06887	NCU06887.1	NCU06887.2	NCU06887.3	NCU06887.4	NCU06887.5
NCU06888	NCU06888.1	NCU06888.2	NCU06888.3	NCU06888.4	NCU06888.5
NCU06889	NCU06889.1	NCU06889.2	NCU06889.3	NCU06889.4	NCU06889.5
NCU06890	NCU06890.1	NCU06890.2	NCU06890.3	NCU06890.4	NCU06890.5
NCU06892	NCU06892.1	NCU06892.2	NCU06892.3	NCU06892.4	NCU06892.5
NCU06893	NCU06893.1	NCU06893.2	NCU06893.3	NCU06893.4	NCU06893.5
NCU06894	NCU06894.1	NCU06894.2	NCU06894.3	NCU06894.4	NCU06894.5
NCU06895	NCU06895.1	NCU06895.2	NCU06895.3	NCU06895.4	NCU06895.5
NCU06896	NCU06896.1	NCU06896.2	NCU06896.3	NCU06896.4	NCU06896.5
NCU06897	NCU06897.1	NCU06897.2	NCU06897.3	NCU06897.4	NCU06897.5
NCU06898	NCU06898.1	NCU06898.2	NCU06898.3	NCU06898.4	NCU06898.5
NCU06899	NCU06899.1	NCU06899.2	NCU06899.3	NCU06899.4	NCU06899.5
NCU06901	NCU06901.1	NCU06901.2	NCU06901.3	NCU06901.4	NCU06901.5
NCU06902	NCU06902.1	NCU06902.2	NCU06902.3	NCU06902.4	NCU06902.5
NCU06903	NCU06903.1	NCU06903.2	NCU06903.3	NCU06903.4	NCU06903.5
NCU06904	NCU06904.1	NCU06904.2	NCU06904.3	NCU06904.4	NCU06904.5
NCU06905	NCU06905.1	NCU06905.2	NCU06905.3	NCU06905.4	NCU06905.5
NCU06906	NCU06906.1	NCU06906.2	NCU06906.3	NCU06906.4	NCU06906.5
NCU06907	NCU06907.1	NCU06907.2	NCU06907.3	NCU06907.4	NCU06907.5
NCU06908	NCU06908.1	NCU06908.2	NCU06908.3	NCU06908.4	NCU06908.5
NCU06910	NCU06910.1	NCU06910.2	NCU06910.3	NCU06910.4	NCU06910.5
NCU06911	NCU06911.1	NCU06911.2	NCU06911.3	NCU06911.4	NCU06911.5
NCU06912	NCU06912.1	NCU06912.2	NCU06912.3	NCU06912.4	NCU06912.5
NCU06913	NCU06913.1	NCU06913.2	NCU06913.3	NCU06913.4	NCU06913.5
NCU06914	NCU06914.1	NCU06914.2	NCU06914.3	NCU06914.4	NCU06914.5
NCU06915	NCU06915.1	NCU06915.2	NCU06915.3	NCU06915.4	NCU06915.5
NCU06916	NCU06916.1	NCU06916.2	NCU06916.3	NCU06916.4	NCU06916.5
NCU06917	NCU06917.1	NCU06917.2	NCU06917.3	NCU06917.4	NCU06917.5
NCU06918	NCU06918.1	NCU06918.2	NCU06918.3	NCU06918.4	NCU06918.5
NCU06919	NCU06919.1	NCU06919.2	NCU06919.3	NCU06919.4	NCU06919.5
NCU06920	NCU06920.1	NCU06920.2	NCU06920.3	NCU06920.4	NCU06920.5
NCU06921	NCU06921.1	NCU06921.2	NCU06921.3	NCU06921.4	NCU06921.5
NCU06922	NCU06922.1	NCU06922.2	NCU06922.3	NCU06922.4	NCU06922.5
NCU06923	NCU06923.1	NCU06923.2	NCU06923.3	NCU06923.4	NCU06923.5
NCU06924	NCU06924.1	NCU06924.2	NCU06924.3	NCU06924.4	NCU06924.5
NCU06926	NCU06926.1	NCU06926.2	NCU06926.3	NCU06926.4	NCU06926.5
NCU06927	NCU06927.1	NCU06927.2	NCU06927.3	NCU06927.4	NCU06927.5
NCU06928	NCU06928.1	NCU06928.2	NCU06928.3	NCU06928.4	NCU06928.5
NCU06929	NCU06929.1	NCU06929.2	NCU06929.3	NCU06929.4	NCU06929.5
NCU06930	NCU06930.1	NCU06930.2	NCU06930.3	NCU06930.4	NCU06930.5
NCU06931	NCU06931.1	NCU06931.2	NCU06931.3	NCU06931.4	NCU06931.5
NCU06932	NCU06932.1	NCU06932.2	NCU06932.3	NCU06932.4	NCU06932.5
NCU06933	NCU06933.1	NCU06933.2	NCU06933.3	NCU06933.4	NCU06933.5
NCU06934	NCU06934.1	NCU06934.2	NCU06934.3	NCU06934.4	NCU06934.5
NCU06935	NCU06935.1	NCU06935.2	NCU06935.3	NCU06935.4	NCU06935.5
NCU06936	NCU06936.1	NCU06936.2	NCU06936.3	NCU06936.4	NCU06936.5
NCU06937	NCU06937.1	NCU06937.2	NCU06937.3	NCU06937.4	NCU06937.5
NCU06938	NCU06938.1	NCU06938.2	NCU06938.3	NCU06938.4	NCU06938.5
NCU06939	NCU06939.1	NCU06939.2	NCU06939.3	NCU06939.4	NCU06939.5
NCU06940	NCU06940.1	NCU06940.2	NCU06940.3	NCU06940.4	NCU06940.5
NCU06941	NCU06941.1	NCU06941.2	NCU06941.3	NCU06941.4	NCU06941.5
NCU06942	NCU06942.1	NCU06942.2	NCU06942.3	NCU06942.4	NCU06942.5
NCU06943	NCU06943.1	NCU06943.2	NCU06943.3	NCU06943.4	NCU06943.5
NCU06944	NCU06944.1	NCU06944.2	NCU06944.3	NCU06944.4	NCU06944.5
NCU06945	NCU06945.1	NCU06945.2	NCU06945.3	NCU06945.4	NCU06945.5
NCU06946	NCU06946.1	NCU06946.2	NCU06946.3	NCU06946.4	NCU06946.5
NCU06948	NCU06948.1	NCU06948.2	NCU06948.3	NCU06948.4	NCU06948.5
NCU06949	NCU06949.1	NCU06949.2	NCU06949.3	NCU06949.4	NCU06949.5
NCU06950	NCU06950.1	NCU06950.2	NCU06950.3	NCU06950.4	NCU06950.5
NCU06951	NCU06951.1	NCU06951.2	NCU06951.3	NCU06951.4	NCU06951.5
NCU06953	NCU06953.1	NCU06953.2	NCU06953.3	NCU06953.4	NCU06953.5
NCU06954	NCU06954.1	NCU06954.2	NCU06954.3	NCU06954.4	NCU06954.5
NCU06955	NCU06955.1	NCU06955.2	NCU06955.3	NCU06955.4	NCU06955.5
NCU06957	NCU06957.1	NCU06957.2	NCU06957.3	NCU06957.4	NCU06957.5
NCU06958	NCU06958.1	NCU06958.2	NCU06958.3	NCU06958.4	NCU06958.5
NCU06959	NCU06959.1	NCU06959.2	NCU06959.3	NCU06959.4	NCU06959.5
NCU06960	NCU06960.1	NCU06960.2	NCU06960.3	NCU06960.4	NCU06960.5
NCU06961	NCU06961.1	NCU06961.2	NCU06961.3	NCU06961.4	NCU06961.5
NCU06963	NCU06963.1	NCU06963.2	NCU06963.3	NCU06963.4	NCU06963.5
NCU06964	NCU06964.1	NCU06964.2	NCU06964.3	NCU06964.4	NCU06964.5
NCU06965	NCU06965.1	NCU06965.2	NCU06965.3	NCU06965.4	NCU06965.5
NCU06966	NCU06966.1	NCU06966.2	NCU06966.3	NCU06966.4	NCU06966.5
NCU06967	NCU06967.1	NCU06967.2	NCU06967.3	NCU06967.4	NCU06967.5
NCU06968	NCU06968.1	NCU06968.2	NCU06968.3	NCU06968.4	NCU06968.5
NCU06969	NCU06969.1	NCU06969.2	NCU06969.3	NCU06969.4	NCU06969.5
NCU06970	NCU06970.1	NCU06970.2	NCU06970.3	NCU06970.4	NCU06970.5
NCU06971	NCU06971.1	NCU06971.2	NCU06971.3	NCU06971.4	NCU06971.5
NCU06973	NCU06973.1	NCU06973.2	NCU06973.3	NCU06973.4	NCU06973.5
NCU06974	NCU06974.1	NCU06974.2	NCU06974.3	NCU06974.4	NCU06974.5
NCU06975	NCU06975.1	NCU06975.2	NCU06975.3	NCU06975.4	NCU06975.5
NCU06976	NCU06976.1	NCU06976.2	NCU06976.3	NCU06976.4	NCU06976.5
NCU06977	NCU06977.1	NCU06977.2	NCU06977.3	NCU06977.4	NCU06977.5
NCU06978	NCU06978.1	NCU06978.2	NCU06978.3	NCU06978.4	NCU06978.5
NCU06979	NCU06979.1	NCU06979.2	NCU06979.3	NCU06979.4	NCU06979.5
NCU06980	NCU06980.1	NCU06980.2	NCU06980.3	NCU06980.4	NCU06980.5
NCU06981	NCU06981.1	NCU06981.2	NCU06981.3	NCU06981.4	NCU06981.5
NCU06983	NCU06983.1	NCU06983.2	NCU06983.3	NCU06983.4	NCU06983.5
NCU06984	NCU06984.1	NCU06984.2	NCU06984.3	NCU06984.4	NCU06984.5
NCU06985	NCU06985.1	NCU06985.2	NCU06985.3	NCU06985.4	NCU06985.5
NCU06986	NCU06986.1	NCU06986.2	NCU06986.3	NCU06986.4	NCU06986.5
NCU06987	NCU06987.1	NCU06987.2	NCU06987.3	NCU06987.4	NCU06987.5
NCU06988	NCU06988.1	NCU06988.2	NCU06988.3	NCU06988.4	NCU06988.5
NCU06989	NCU06989.1	NCU06989.2	NCU06989.3	NCU06989.4	NCU06989.5
NCU06990	NCU06990.1	NCU06990.2	NCU06990.3	NCU06990.4	NCU06990.5
NCU06991	NCU06991.1	NCU06991.2	NCU06991.3	NCU06991.4	NCU06991.5
NCU06992	NCU06992.1	NCU06992.2	NCU06992.3	NCU06992.4	NCU06992.5
NCU06993	NCU06993.1	NCU06993.2	NCU06993.3	NCU06993.4	NCU06993.5
NCU06994	NCU06994.1	NCU06994.2	NCU06994.3	NCU06994.4	NCU06994.5
NCU06995	NCU06995.1	NCU06995.2	NCU06995.3	NCU06995.4	NCU06995.5
NCU06996	NCU06996.1	NCU06996.2	NCU06996.3	NCU06996.4	NCU06996.5
NCU06997	NCU06997.1	NCU06997.2	NCU06997.3	NCU06997.4	NCU06997.5
NCU06998	NCU06998.1	NCU06998.2	NCU06998.3	NCU06998.4	NCU06998.5
NCU06999	NCU06999.1	NCU06999.2	NCU06999.3	NCU06999.4	NCU06999.5
NCU07000	NCU07000.1	NCU07000.2	NCU07000.3	NCU07000.4	NCU07000.5
NCU07001	NCU07001.1	NCU07001.2	NCU07001.3	NCU07001.4	NCU07001.5
NCU07002	NCU07002.1	NCU07002.2	NCU07002.3	NCU07002.4	NCU07002.5
NCU07003	NCU07003.1	NCU07003.2	NCU07003.3	NCU07003.4	NCU07003.5
NCU07004	NCU07004.1	NCU07004.2	NCU07004.3	NCU07004.4	NCU07004.5
NCU07005	NCU07005.1	NCU07005.2	NCU07005.3	NCU07005.4	NCU07005.5
NCU07007	NCU07007.1	NCU07007.2	NCU07007.3	NCU07007.4	NCU07007.5
NCU07008	NCU07008.1	NCU07008.2	NCU07008.3	NCU07008.4	NCU07008.5
NCU07009	NCU07009.1	NCU07009.2	NCU07009.3	NCU07009.4	NCU07009.5
NCU07010	NCU07010.1	NCU07010.2	NCU07010.3	NCU07010.4	NCU07010.5
NCU07011	NCU07011.1	NCU07011.2	NCU07011.3	NCU07011.4	NCU07011.5
NCU07012	NCU07012.1	NCU07012.2	NCU07012.3	NCU07012.4	NCU07012.5
NCU07013	NCU07013.1	NCU07013.2	NCU07013.3	NCU07013.4	NCU07013.5
NCU07014	NCU07014.1	NCU07014.2	NCU07014.3	NCU07014.4	NCU07014.5
NCU07015	NCU07015.1	NCU07015.2	NCU07015.3	NCU07015.4	NCU07015.5
NCU07016	NCU07016.1	NCU07016.2	NCU07016.3	NCU07016.4	NCU07016.5
NCU07017	NCU07017.1	NCU07017.2	NCU07017.3	NCU07017.4	NCU07017.5
NCU07018	NCU07018.1	NCU07018.2	NCU07018.3	NCU07018.4	NCU07018.5
NCU07019	NCU07019.1	NCU07019.2	NCU07019.3	NCU07019.4	NCU07019.5
NCU07020	NCU07020.1	NCU07020.2	NCU07020.3	NCU07020.4	NCU07020.5
NCU07021	NCU07021.1	NCU07021.2	NCU07021.3	NCU07021.4	NCU07021.5
NCU07022	NCU07022.1	NCU07022.2	NCU07022.3	NCU07022.4	NCU07022.5
NCU07023	NCU07023.1	NCU07023.2	NCU07023.3	NCU07023.4	NCU07023.5
NCU07024	NCU07024.1	NCU07024.2	NCU07024.3	NCU07024.4	NCU07024.5
NCU07027	NCU07027.1	NCU07027.2	NCU07027.3	NCU07027.4	NCU07027.5
NCU07028	NCU07028.1	NCU07028.2	NCU07028.3	NCU07028.4	NCU07028.5
NCU07029	NCU07029.1	NCU07029.2	NCU07029.3	NCU07029.4	NCU07029.5
NCU07030	NCU07030.1	NCU07030.2	NCU07030.3	NCU07030.4	NCU07030.5
NCU07031	NCU07031.1	NCU07031.2	NCU07031.3	NCU07031.4	NCU07031.5
NCU07032	NCU07032.1	NCU07032.2	NCU07032.3	NCU07032.4	NCU07032.5
NCU07033	NCU07033.1	NCU10941.2	NCU10941.3	NCU11800.4	NCU07033.5
NCU07034	NCU07034.1	NCU10941.2	NCU10941.3	NCU11801.4	NCU07034.5
NCU07035	NCU07035.1	NCU07035.2	NCU07035.3	NCU07035.4	NCU07035.5
NCU07036	NCU07036.1	NCU07036.2	NCU07036.3	NCU07036.4	NCU07036.5
NCU07037	NCU07037.1	NCU07037.2	NCU07037.3	NCU07037.4	NCU07037.5
NCU07038	NCU07038.1	NCU07038.2	NCU07038.3	NCU07038.4	NCU07038.5
NCU07041	NCU07041.1	NCU07041.2	NCU07041.3	NCU07041.4	NCU07041.5
NCU07042	NCU07042.1	NCU07042.2	NCU07042.3	NCU07042.4	NCU07042.5
NCU07043	NCU07043.1	NCU07043.2	NCU07043.3	NCU07043.4	NCU07043.5
NCU07044	NCU07044.1	NCU07044.2	NCU07044.3	NCU07044.4	NCU07044.5
NCU07046	NCU07046.1	NCU07046.2	NCU07046.3	NCU07046.4	NCU07046.5
NCU07047	NCU07047.1	NCU07047.2	NCU07047.3	NCU07047.4	NCU07047.5
NCU07048	NCU07048.1	NCU07048.2	NCU07048.3	NCU07048.4	NCU07048.5
NCU07049	NCU07049.1	NCU07049.2	NCU07049.3	NCU07049.4	NCU07049.5
NCU07050	NCU07050.1	NCU07050.2	NCU07050.3	NCU07050.4	NCU07050.5
NCU07051	NCU07051.1	NCU07051.2	NCU07051.3	NCU07051.4	NCU07051.5
NCU07053	NCU07053.1	NCU07053.2	NCU07053.3	NCU07053.4	NCU07053.5
NCU07054	NCU07054.1	NCU07054.2	NCU07054.3	NCU07054.4	NCU07054.5
NCU07055	NCU07055.1	NCU07055.2	NCU07055.3	NCU07055.4	NCU07055.5
NCU07057	NCU07057.1	NCU07057.2	NCU07057.3	NCU07057.4	NCU07057.5
NCU07058	NCU07058.1	NCU07058.2	NCU07058.3	NCU07058.4	NCU07058.5
NCU07059	NCU07059.1	NCU07059.2	NCU07059.3	NCU07059.4	NCU07059.5
NCU07060	NCU07060.1	NCU07060.2	NCU07060.3	NCU07060.4	NCU07060.5
NCU07061	NCU07061.1	NCU07061.2	NCU07061.3	NCU07061.4	NCU07061.5
NCU07062	NCU07062.1	NCU07062.2	NCU07062.3	NCU07062.4	NCU07062.5
NCU07063	NCU07063.1	NCU07063.2	NCU07063.3	NCU07063.4	NCU07063.5
NCU07064	NCU07064.1	NCU07064.2	NCU07064.3	NCU07064.4	NCU07064.5
NCU07065	NCU07065.1	NCU07065.2	NCU07065.3	NCU07065.4	NCU07065.5
NCU07066	NCU07066.1	NCU07066.2	NCU07066.3	NCU07066.4	NCU07066.5
NCU07067	NCU07067.1	NCU07067.2	NCU07067.3	NCU07067.4	NCU07067.5
NCU07068	NCU07068.1	NCU07068.2	NCU07068.3	NCU07068.4	NCU07068.5
NCU07069	NCU07069.1	NCU07069.2	NCU07069.3	NCU07069.4	NCU07069.5
NCU07070	NCU07070.1	NCU07070.2	NCU07070.3	NCU07070.4	NCU07070.5
NCU07071	NCU07071.1	NCU07071.2	NCU07071.3	NCU07071.4	NCU07071.5
NCU07072	NCU07072.1	NCU10189.2	NCU10189.3	NCU10189.4	NCU07072.5
NCU07073	NCU07073.1	NCU10189.2	NA	NCU12106.4	NCU07073.5
NCU07074	NCU07074.1	NCU07074.2	NCU07074.3	NCU07074.4	NCU07074.5
NCU07075	NCU07075.1	NCU07075.2	NCU07075.3	NCU07075.4	NCU07075.5
NCU07076	NCU07076.1	NCU07076.2	NCU07076.3	NCU07076.4	NCU07076.5
NCU07077	NCU07077.1	NCU07077.2	NCU07077.3	NCU07077.4	NCU07077.5
NCU07078	NCU07078.1	NCU07078.2	NCU07078.3	NCU07078.4	NCU07078.5
NCU07079	NCU07079.1	NCU07079.2	NCU07079.3	NCU07079.4	NCU07079.5
NCU07080	NCU07080.1	NCU07080.2	NCU07080.3	NCU07080.4	NCU07080.5
NCU07081	NCU07081.1	NCU07081.2	NCU07081.3	NCU07081.4	NCU07081.5
NCU07082	NCU07082.1	NCU07082.2	NCU07082.3	NCU07082.4	NCU07082.5
NCU07083	NCU07083.1	NCU07083.2	NCU07083.3	NCU07083.4	NCU07083.5
NCU07084	NCU07084.1	NCU07084.2	NCU07084.3	NCU07084.4	NCU07084.5
NCU07085	NCU07085.1	NCU07085.2	NCU07085.3	NCU07085.4	NCU07085.5
NCU07086	NCU07086.1	NCU07086.2	NCU07086.3	NCU07086.4	NCU07086.5
NCU07087	NCU07087.1	NCU07087.2	NCU07087.3	NCU07087.4	NCU07087.5
NCU07088	NCU07088.1	NCU07088.2	NCU07088.3	NCU07088.4	NCU07088.5
NCU07089	NCU07089.1	NCU07089.2	NCU07089.3	NCU07089.4	NCU07089.5
NCU07090	NCU07090.1	NCU07090.2	NCU07090.3	NCU07090.4	NCU07090.5
NCU07091	NCU07091.1	NCU07091.2	NCU07091.3	NCU07091.4	NCU07091.5
NCU07092	NCU07092.1	NCU07092.2	NCU07092.3	NCU07092.4	NCU07092.5
NCU07094	NCU07094.1	NCU07094.2	NCU07094.3	NCU07094.4	NCU07094.5
NCU07095	NCU07095.1	NCU07095.2	NCU07095.3	NCU07095.4	NCU07095.5
NCU07098	NCU07098.1	NCU07098.2	NCU07098.3	NCU07098.4	NCU07098.5
NCU07099	NCU07099.1	NCU07099.2	NCU07099.3	NCU07099.4	NCU07099.5
NCU07100	NCU07100.1	NCU07100.2	NCU07100.3	NCU07100.4	NCU07100.5
NCU07101	NCU07101.1	NCU07101.2	NCU07101.3	NCU07101.4	NCU07101.5
NCU07102	NCU07102.1	NCU07102.2	NCU07102.3	NCU07102.4	NCU07102.5
NCU07103	NCU07103.1	NCU07103.2	NCU07103.3	NCU07103.4	NCU07103.5
NCU07104	NCU07104.1	NCU07104.2	NCU07104.3	NCU07104.4	NCU07104.5
NCU07105	NCU07105.1	NCU07105.2	NCU07105.3	NCU07105.4	NCU07105.5
NCU07106	NCU07106.1	NCU07106.2	NCU07106.3	NCU07106.4	NCU07106.5
NCU07107	NCU07107.1	NCU07107.2	NCU07107.3	NCU12104.4	NCU07107.5
NCU07108	NCU07108.1	NCU07108.2	NCU07108.3	NCU07108.4	NCU07108.5
NCU07109	NCU07109.1	NCU07109.2	NCU07109.3	NCU07109.4	NCU07109.5
NCU07110	NCU07110.1	NCU07110.2	NCU07110.3	NCU07110.4	NCU07110.5
NCU07111	NCU07111.1	NCU07111.2	NCU07111.3	NCU07111.4	NCU07111.5
NCU07112	NCU07112.1	NCU07112.2	NCU07112.3	NCU07112.4	NCU07112.5
NCU07113	NCU07113.1	NCU07113.2	NCU07113.3	NCU07113.4	NCU07113.5
NCU07114	NCU07114.1	NCU07114.2	NCU11344.3	NCU12101.4	NCU07114.5
NCU07114	NCU07114.1	NCU07114.2	NCU11343.3	NCU12101.4	NCU07114.5
NCU07115	NCU07115.1	NCU07115.2	NCU07115.3	NCU07115.4	NCU07115.5
NCU07116	NCU07116.1	NCU07116.2	NCU07116.3	NCU07116.4	NCU07116.5
NCU07117	NCU07117.1	NCU07117.2	NCU07117.3	NCU07117.4	NCU07117.5
NCU07119	NCU07119.1	NCU07119.2	NCU07119.3	NCU07119.4	NCU07119.5
NCU07120	NCU07120.1	NCU07120.2	NCU07120.3	NCU07120.4	NCU07120.5
NCU07121	NCU07121.1	NCU07121.2	NCU07121.3	NCU07121.4	NCU07121.5
NCU07122	NCU07122.1	NCU07122.2	NCU07122.3	NCU07122.4	NCU07122.5
NCU07123	NCU07123.1	NCU07123.2	NCU07123.3	NCU07123.4	NCU07123.5
NCU07124	NCU07124.1	NCU07124.2	NCU07124.3	NCU07124.4	NCU07124.5
NCU07125	NCU07125.1	NCU07125.2	NCU07125.3	NCU07125.4	NCU07125.5
NCU07126	NCU07126.1	NCU07126.2	NCU07126.3	NCU07126.4	NCU07126.5
NCU07127	NCU07127.1	NCU07127.2	NCU07127.3	NCU07127.4	NCU07127.5
NCU07129	NCU07129.1	NCU07129.2	NCU07129.3	NCU07129.4	NCU07129.5
NCU07130	NCU07130.1	NCU07130.2	NCU07130.3	NCU07130.4	NCU07130.5
NCU07132	NCU07132.1	NCU07132.2	NCU07132.3	NCU07132.4	NCU07132.5
NCU07133	NCU07133.1	NCU07133.2	NCU07133.3	NCU07133.4	NCU07133.5
NCU07134	NCU07134.1	NCU07134.2	NCU07134.3	NCU07134.4	NCU07134.5
NCU07135	NCU07135.1	NCU07135.2	NCU07135.3	NCU07135.4	NCU07135.5
NCU07136	NCU07136.1	NCU07136.2	NCU07136.3	NCU07136.4	NCU07136.5
NCU07138	NCU07138.1	NCU07138.2	NCU07138.3	NCU07138.4	NCU07138.5
NCU07139	NCU07139.1	NCU07139.2	NCU07139.3	NCU07139.4	NCU07139.5
NCU07140	NCU07140.1	NCU07140.2	NCU07140.3	NCU07140.4	NCU07140.5
NCU07141	NCU07141.1	NCU07141.2	NCU07141.3	NCU07141.4	NCU07141.5
NCU07142	NCU07142.1	NCU07142.2	NCU07142.3	NCU07142.4	NCU07142.5
NCU07143	NCU07143.1	NCU07143.2	NCU07143.3	NCU07143.4	NCU07143.5
NCU07144	NCU07144.1	NCU07144.2	NCU07144.3	NCU07144.4	NCU07144.5
NCU07145	NCU07145.1	NCU07145.2	NCU07145.3	NCU07145.4	NCU07145.5
NCU07146	NCU07146.1	NCU07146.2	NCU07146.3	NCU07146.4	NCU07146.5
NCU07147	NCU07147.1	NCU07147.2	NCU07147.3	NCU07147.4	NCU07147.5
NCU07148	NCU07148.1	NCU07148.2	NCU07148.3	NCU07148.4	NCU07148.5
NCU07149	NCU07149.1	NCU07149.2	NCU07149.3	NCU07149.4	NCU07149.5
NCU07150	NCU07150.1	NCU07150.2	NCU07150.3	NCU07150.4	NCU07150.5
NCU07151	NCU07151.1	NCU07151.2	NCU07151.3	NCU07151.4	NCU07151.5
NCU07152	NCU07152.1	NCU07152.2	NCU07152.3	NCU07152.4	NCU07152.5
NCU07153	NCU07153.1	NCU07153.2	NCU07153.3	NCU07153.4	NCU07153.5
NCU07154	NCU07154.1	NCU07154.2	NCU07154.3	NCU07154.4	NCU07154.5
NCU07155	NCU07155.1	NCU07155.2	NCU07155.3	NCU07155.4	NCU07155.5
NCU07156	NCU07156.1	NCU07156.2	NCU07156.3	NCU07156.4	NCU07156.5
NCU07157	NCU07157.1	NCU07157.2	NCU07157.3	NCU07157.4	NCU07157.5
NCU07158	NCU07158.1	NCU07158.2	NCU07158.3	NCU07158.4	NCU07158.5
NCU07159	NCU07159.1	NCU07159.2	NCU07159.3	NCU07159.4	NCU07159.5
NCU07161	NCU07161.1	NCU07161.2	NCU07161.3	NCU07161.4	NCU07161.5
NCU07162	NCU07162.1	NCU07162.2	NCU07162.3	NCU07162.4	NCU07162.5
NCU07163	NCU07163.1	NCU07163.2	NCU07163.3	NCU07163.4	NCU07163.5
NCU07164	NCU07164.1	NCU07164.2	NCU07164.3	NCU07164.4	NCU07164.5
NCU07165	NCU07165.1	NCU07165.2	NCU07165.3	NCU07165.4	NCU07165.5
NCU07166	NCU07166.1	NCU07166.2	NCU07166.3	NCU07166.4	NCU07166.5
NCU07167	NCU07167.1	NCU07167.2	NCU07167.3	NCU07167.4	NCU07167.5
NCU07168	NCU07168.1	NCU07168.2	NCU07168.3	NCU07168.4	NCU07168.5
NCU07169	NCU07169.1	NCU07169.2	NCU07169.3	NCU07169.4	NCU07169.5
NCU07170	NCU07170.1	NCU07170.2	NCU07170.3	NCU07170.4	NCU07170.5
NCU07171	NCU07171.1	NCU07171.2	NCU07171.3	NCU07171.4	NCU07171.5
NCU07172	NCU07172.1	NCU07172.2	NCU07172.3	NCU07172.4	NCU07172.5
NCU07173	NCU07173.1	NCU07173.2	NCU07173.3	NCU07173.4	NCU07173.5
NCU07174	NCU07174.1	NCU07174.2	NCU07174.3	NCU07174.4	NCU07174.5
NCU07175	NCU07175.1	NCU07175.2	NCU07175.3	NCU07175.4	NCU07175.5
NCU07176	NCU07176.1	NCU07176.2	NCU07176.3	NCU07176.4	NCU07176.5
NCU07177	NCU07177.1	NCU07177.2	NCU07177.3	NCU07177.4	NCU07177.5
NCU07178	NCU07178.1	NCU07178.2	NCU07178.3	NCU07178.4	NCU07178.5
NCU07180	NCU07180.1	NCU07180.2	NCU07180.3	NCU07180.4	NCU07180.5
NCU07181	NCU07181.1	NCU07181.2	NCU07181.3	NCU07181.4	NCU07181.5
NCU07182	NCU07182.1	NCU07182.2	NCU07182.3	NCU07182.4	NCU07182.5
NCU07183	NCU07183.1	NCU07183.2	NCU07183.3	NCU07183.4	NCU07183.5
NCU07184	NCU07184.1	NCU07184.2	NCU07184.3	NCU07184.4	NCU07184.5
NCU07185	NCU07185.1	NCU07185.2	NCU07185.3	NCU07185.4	NCU07185.5
NCU07186	NCU07186.1	NCU07186.2	NCU07186.3	NCU07186.4	NCU07186.5
NCU07187	NCU07187.1	NCU07187.2	NCU07187.3	NCU07187.4	NCU07187.5
NCU07188	NCU07188.1	NCU07188.2	NCU07188.3	NCU07188.4	NCU07188.5
NCU07190	NCU07190.1	NCU07190.2	NCU07190.3	NCU07190.4	NCU07190.5
NCU07191	NCU07191.1	NCU07191.2	NCU07191.3	NCU07191.4	NCU07191.5
NCU07192	NCU07192.1	NCU07192.2	NCU07192.3	NCU07192.4	NCU07192.5
NCU07193	NCU07193.1	NCU07193.2	NCU07193.3	NCU07193.4	NCU07193.5
NCU07194	NCU07194.1	NCU07194.2	NCU07194.3	NCU07194.4	NCU07194.5
NCU07195	NCU07195.1	NCU07195.2	NCU07195.3	NCU07195.4	NCU07195.5
NCU07196	NCU07196.1	NCU07196.2	NCU07196.3	NCU07196.4	NCU07196.5
NCU07197	NCU07197.1	NCU07197.2	NCU07197.3	NCU07197.4	NCU07197.5
NCU07199	NCU07199.1	NCU07199.2	NCU07199.3	NCU07199.4	NCU07199.5
NCU07200	NCU07200.1	NCU07200.2	NCU07200.3	NCU07200.4	NCU07200.5
NCU07201	NCU07201.1	NCU07201.2	NCU07201.3	NCU07201.4	NCU07201.5
NCU07202	NCU07202.1	NCU07202.2	NCU07202.3	NCU07202.4	NCU07202.5
NCU07203	NCU07203.1	NCU07203.2	NCU07203.3	NCU07203.4	NCU07203.5
NCU07204	NCU07204.1	NCU07204.2	NCU07204.3	NCU07204.4	NCU07204.5
NCU07205	NCU07205.1	NCU07205.2	NCU07205.3	NCU07205.4	NCU07205.5
