geneid	funcatid	gotermid	pubmedid
NCU07530	20.09.18.07	NA	PMID:15486203
NCU07530	70.02	NA	PMID:15486203
NCU07531	20.01.01.01.01	NA	PMID:15486203
NCU07536	01.25.03	NA	PMID:15486203
NCU07538	70.02	NA	PMID:15486203
NCU07546	20.03.25	NA	PMID:15486203
NCU07546	32.05.01	NA	PMID:15486203
NCU07546	32.07.05	NA	PMID:15486203
NCU07549	12.01.01	NA	PMID:15486203
NCU07560	12.01.01	NA	PMID:15486203
NCU07564	20.09.18.07	NA	PMID:15486203
NCU07609	20.09.18.07	NA	PMID:15486203
NCU07609	70.02	NA	PMID:15486203
NCU07620	70.02	NA	PMID:15486203
NCU07621	20.01.01.01.01	NA	PMID:15486203
NCU07621	20.09.18.07	NA	PMID:15486203
NCU07662	20.09.03	NA	PMID:15486203
NCU07690	01.05.13.03	NA	PMID:15486203
NCU07690	12.01.01	NA	PMID:15486203
NCU07694	32.05.05	NA	PMID:15486203
NCU07720	32.07.05	NA	PMID:15486203
NCU07736	32.05.05	NA	PMID:15486203
NCU07740	32.07.05	NA	PMID:15486203
NCU07746	20.09	NA	PMID:15486203
NCU07754	20.09.18.07	NA	PMID:15486203
NCU07754	70.02	NA	PMID:15486203
NCU07756	02.11	NA	PMID:15486203
NCU07761	43.01.03.05	NA	PMID:15486203
NCU07787	32.05	NA	PMID:15486203
NCU07820	20.09.18	NA	PMID:15486203
NCU07826	12.01.01	NA	PMID:15486203
NCU07828	20.01.01.01.01	NA	PMID:15486203
NCU07830	12.01.01	NA	PMID:15486203
NCU07852	12.01.01	NA	PMID:15486203
NCU07857	12.01.01	NA	PMID:15486203
NCU07861	20.09.18	NA	PMID:15486203
NCU07861	70.02	NA	PMID:15486203
NCU07879	20.01.01.01.01	NA	PMID:15486203
NCU07920	01.25.09	NA	PMID:15486203
NCU07927	20.03	NA	PMID:15486203
NCU07938	32.07	NA	PMID:15486203
NCU07938	70.02	NA	PMID:15486203
NCU07966	70.02	NA	PMID:15486203
NCU07989	42.09	NA	PMID:15486203
NCU08051	01.20.15	NA	PMID:15486203
NCU08052	20.09.18.07	NA	PMID:15486203
NCU08056	20.03.25	NA	PMID:15486203
NCU08056	32.07.05	NA	PMID:15486203
NCU08056	70.02	NA	PMID:15486203
NCU08062	32.07.01	NA	PMID:15486203
NCU08071	12.01.01	NA	PMID:15486203
NCU08097	32.05.05	NA	PMID:15486203
NCU08112	32.07.01	NA	PMID:15486203
NCU08120	12.01.01	NA	PMID:15486203
NCU08127	43.01.03.05	NA	PMID:15486203
NCU08137	12.01.01	NA	PMID:15486203
NCU08148	70.02	NA	PMID:15486203
NCU08152	20.09.18.07	NA	PMID:15486203
NCU08152	70.02	NA	PMID:15486203
NCU08176	01.25.01	NA	PMID:15486203
NCU08180	20.03	NA	PMID:15486203
NCU08180	20.09.18	NA	PMID:15486203
NCU08180	70.02	NA	PMID:15486203
NCU08225	20.01.01.01.01	NA	PMID:15486203
NCU08231	32.05.05	NA	PMID:15486203
NCU08231	70.02	NA	PMID:15486203
NCU08296	12.01.01	NA	PMID:15486203
NCU08297	43.01.03.05	NA	PMID:15486203
NCU08299	12.01.01	NA	PMID:15486203
NCU08319	41.01	NA	PMID:15486203
NCU08325	20.09.18	NA	PMID:15486203
NCU08325	70.02	NA	PMID:15486203
NCU08329	12.01.01	NA	PMID:15486203
NCU08332	41.05	NA	PMID:15486203
NCU08332	43.01.03	NA	PMID:15486203
NCU08341	16.17.09	NA	PMID:15486203
NCU08341	20.01.01.01.01	NA	PMID:15486203
NCU08341	20.09.18	NA	PMID:15486203
NCU08342	43.01.03.09	NA	PMID:15486203
NCU08344	12.01.01	NA	PMID:15486203
NCU08358	20.03.25	NA	PMID:15486203
NCU08366	32.05.05	NA	PMID:15486203
NCU08373	20.09.03	NA	PMID:15486203
NCU08379	20.03	NA	PMID:15486203
NCU08382	20.03.25	NA	PMID:15486203
NCU08382	20.09.03	NA	PMID:15486203
NCU08389	12.01.01	NA	PMID:15486203
NCU08410	12.01.01	NA	PMID:15486203
NCU08423	43.01.03.09	NA	PMID:15486203
NCU08435	32.05	NA	PMID:15486203
NCU08439	20.03.25	NA	PMID:15486203
NCU08439	32.05.01	NA	PMID:15486203
NCU08457	43.01.03.09	NA	PMID:15486203
NCU08473	01.25.01	NA	PMID:15486203
NCU08473	32.10.05	NA	PMID:15486203
NCU08478	32.05.05.13	NA	PMID:15486203
NCU08502	12.01.01	NA	PMID:15486203
NCU08552	12.01.01	NA	PMID:15486203
NCU08598	10.01.02	NA	PMID:15486203
NCU08615	16.17.09	NA	PMID:15486203
NCU08620	12.01.01	NA	PMID:15486203
NCU08624	32.05	NA	PMID:15486203
NCU08624	70.02	NA	PMID:15486203
NCU08627	12.01.01	NA	PMID:15486203
NCU08642	14.13.01	NA	PMID:15486203
NCU08642	41.01	NA	PMID:15486203
NCU08669	32.05.03	NA	PMID:15486203
NCU08701	32.05.05.01	NA	PMID:15486203
NCU08705	43.01.03	NA	PMID:15486203
NCU08707	20.01.01.01.01	NA	PMID:15486203
NCU08718	32.05	NA	PMID:15486203
NCU08718	70.02	NA	PMID:15486203
NCU08726	43.01.03	NA	PMID:15486203
NCU08726	43.01.03.09	NA	PMID:15486203
NCU08738	20.09.18	NA	PMID:15486203
NCU08738	70.02	NA	PMID:15486203
NCU08747	32.07	NA	PMID:15486203
NCU08749	32.05.01	NA	PMID:15486203
NCU08749	32.07	NA	PMID:15486203
NCU08762	70.02	NA	PMID:15486203
NCU08823	30.01.05	NA	PMID:15486203
NCU08880	70.02	NA	PMID:15486203
NCU08893	12.01.01	NA	PMID:15486203
NCU08895	20.03	NA	PMID:15486203
NCU08897	20.09	NA	PMID:15486203
NCU08909	43.01.03	NA	PMID:15486203
NCU08909	43.01.03.05	NA	PMID:15486203
NCU08909	70.02	NA	PMID:15486203
NCU08920	20.03.25	NA	PMID:15486203
NCU08926	43.01.03	NA	PMID:15486203
NCU08926	43.01.03.09	NA	PMID:15486203
NCU08936	43.01.03	NA	PMID:15486203
NCU08936	43.01.03.09	NA	PMID:15486203
NCU08940	02.11	NA	PMID:15486203
NCU08940	20.03	NA	PMID:15486203
NCU08941	20.03	NA	PMID:15486203
NCU08947	02.11	NA	PMID:15486203
NCU08947	20.03	NA	PMID:15486203
NCU08960	12.01.01	NA	PMID:15486203
NCU08963	12.01.01	NA	PMID:15486203
NCU08964	12.01.01	NA	PMID:15486203
NCU08990	12.01.01	NA	PMID:15486203
NCU09002	02.11	NA	PMID:15486203
NCU09006	14.13.01	NA	PMID:15486203
NCU09012	20.03.25	NA	PMID:15486203
NCU09012	32.07.05	NA	PMID:15486203
NCU09020	20.09.18.07	NA	PMID:15486203
NCU09023	32.07.09	NA	PMID:15486203
NCU09026	32.05.05	NA	PMID:15486203
NCU09041	01.05.02.04	NA	PMID:15486203
NCU09089	12.01.01	NA	PMID:15486203
NCU09093	43.01.03	NA	PMID:15486203
NCU09098	32.05.01.01	NA	PMID:15486203
NCU09109	12.01.01	NA	PMID:15486203
NCU09122	14.13.01	NA	PMID:15486203
NCU09156	32.05.01	NA	PMID:15486203
NCU09172	32.05.01.03	NA	PMID:15486203
NCU09172	32.07.05	NA	PMID:15486203
NCU09189	30.01.05	NA	PMID:15486203
NCU09228	14.13.01	NA	PMID:15486203
NCU09235	43.01.03	NA	PMID:15486203
NCU09235	43.01.03.09	NA	PMID:15486203
NCU09243	70.02	NA	PMID:15486203
NCU09447	02.11	NA	PMID:15486203
NCU09475	12.01.01	NA	PMID:15486203
NCU09476	12.01.01	NA	PMID:15486203
NCU09491	01.25.07	NA	PMID:15486203
NCU09534	32.07.07	NA	PMID:15486203
NCU09537	18.02.05	NA	PMID:15486203
NCU09539	12.01.01	NA	PMID:15486203
NCU09550	20.09.18.07	NA	PMID:15486203
NCU09550	70.02	NA	PMID:15486203
NCU09551	32.05.01	NA	PMID:15486203
NCU09551	32.07.05	NA	PMID:15486203
NCU09552	32.05.01	NA	PMID:15486203
NCU09560	16.17.09	NA	PMID:15486203
NCU09564	70.02	NA	PMID:15486203
NCU09565	32.07.01	NA	PMID:15486203
NCU09580	32.05.01	NA	PMID:15486203
NCU09580	32.07.05	NA	PMID:15486203
NCU09612	02.11	NA	PMID:15486203
NCU09629	43.01.03	NA	PMID:15486203
NCU09636	32.05.05.01	NA	PMID:15486203
NCU09637	32.05.05.01	NA	PMID:15486203
NCU09638	32.05.05	NA	PMID:15486203
NCU09654	20.09.18.07	NA	PMID:15486203
NCU09654	70.02	NA	PMID:15486203
NCU09698	20.03	NA	PMID:15486203
NCU09698	20.09.18.07	NA	PMID:15486203
NCU09721	42.09	NA	PMID:15486203
NCU09741	70.02	NA	PMID:15486203
NCU09758	18.02.05	NA	PMID:15486203
NCU09778	43.01.03.05	NA	PMID:15486203
NCU09791	01.25.01	NA	PMID:15486203
NCU09791	32.05.05	NA	PMID:15486203
NCU09791	42.27	NA	PMID:15486203
NCU09816	02.11	NA	PMID:15486203
NCU09821	20.03.25	NA	PMID:15486203
NCU09830	20.03.25	NA	PMID:15486203
NCU09830	32.07.05	NA	PMID:15486203
NCU09831	20.09.18	NA	PMID:15486203
NCU09869	43.01.03.05	NA	PMID:15486203
NCU09880	70.02	NA	PMID:15486203
NCU09909	70.02	NA	PMID:15486203
NCU09976	01.25.01	NA	PMID:15486203
NCU09976	32.05.05	NA	PMID:15486203
NCU10009	20.03.25	NA	PMID:15486203
NCU10011	32.05.05	NA	PMID:15486203
NCU10042	01.20.15	NA	PMID:15486203
NCU10046	43.01.03.09	NA	PMID:15486203
NCU10051	32.05.01.03	NA	PMID:15486203
NCU10053	01.05.13.03	NA	PMID:15486203
NCU10058	01.05.02.04	NA	PMID:15486203
NCU10061	32	NA	PMID:15486203
NCU10061	36	NA	PMID:15486203
NCU10061	41.05	NA	PMID:15486203
NCU10061	43.01.03	NA	PMID:15486203
NCU10061	43.01.03.09	NA	PMID:15486203
NCU10066	16	NA	PMID:15486203
NCU10276	20.09.18.07	NA	PMID:15486203
NCU10276	70.02	NA	PMID:15486203
NCU10314	32.07.05	NA	PMID:15486203
NCU10392	43.01.03	NA	PMID:15486203
NCU10498	12.01.01	NA	PMID:15486203
NCU10696	41.01	NA	PMID:15486203
NCU11046	32.07	NA	PMID:15486203
NCU11187	20.09.05	NA	PMID:15486203
NCU11342	20.09.18	NA	PMID:15486203
NCU11342	70.02	NA	PMID:15486203
NCU11347	70.02	NA	PMID:15486203
NCU11399	43.01.03.05	NA	PMID:15486203
NCU11405	01.25.01	NA	PMID:15486203
NCU11409	10.01.02	NA	PMID:15486203
NCU11414	20.01.01.01.01	NA	PMID:15486203
NCU11414	20.09.18.07	NA	PMID:15486203
NCU11414	70.02	NA	PMID:15486203
NCU11415	30.01.09.11	NA	PMID:15486203
NCU12075	01.20.33	NA	PMID:15486203
NCU12137	32.05.05	NA	PMID:15486203
NCU12137	42.27	NA	PMID:15486203
NCU15835	43.01.03.05	NA	PMID:15486203
NCU16631	30.01.05	NA	PMID:15486203
NCU16638	32.07.07	NA	PMID:15486203
NCU16720	43.01.03	NA	PMID:15486203
NCU16914	70.02	NA	PMID:15486203
NCU17008	32.05	NA	PMID:15486203
NCU17062	43.01.03	NA	PMID:15486203
NCU17257	32.05.01	NA	PMID:15486203
NCU17257	32.07.05	NA	PMID:15486203
